original,translate
Arra the Trader,Арра Торговец
Doran the Pilot,Доран Пилот
Chef Armand,Шеф-повар Арманд
Kydeon,Кидеон
The scarred and graying veteran smiles varmly towards you,Ветеран со шрамом и сединой приветливо улыбается вам.
Calipero,Калиперо
Lyra,Лира
Malachai,Малахай
Driina,Дрина
The imposing cleric turns to face you,Внушительный клирик поворачивается к вам лицом
"There's a steely resolve in her eyes, but she gives you a warm, if sad smile by way of greeting","В ее глазах застыла решимость, но в знак приветствия она одаривает вас теплой, хотя и грустной улыбкой."
Embla,Embla
Bernard,Бернард
Barmaid,Буфетчица
Baroness of Firgol,Баронесса Фиргольская
Pert the Beekeeper,Пасечник Перт
Ari,Ари
Cass,Кас
Temmy,Темми
Jeb,Джеб
Vendor,Поставщик
Klara,Клара
Majordomo,Majordomo
Drummer,Барабанщик
Piper,Пайпер
Lutist,Лютист
Camilla,Камилла
Hierophant Drahl,Иерофант Драл
Albert,Альберт
Blacksmith,Кузнец
Quartermaster,Квартермейстер
Clothier,Клотир
Julia,Джулия
Ylia,Ylia
Martha,Марта
Frantzo,Frantzo
Captain Vivian,Капитан Вивиан
Bobbert the Recruit,Бобберт-новобранец
Rat Queen,Крысиная королева
Esteban,Эстебан
Armand,Арманд
Art Peddler,Арт-педлер
Merchant,Торговец
Bor the Sewerjack,Бор Канализатор
Cora,Кора
Natia,Натия
Philip,Филипп
Iago,Яго
Dono,Доно
Anto,Анто
Zhara,Жара
Iben,Ибен
Chamberlain,Чемберлен
Markus,Маркус
Chamberlain to the governor of Idra,Камергер при губернаторе Идры
Jakub,Якуб
Ella,Элла
{addVocalBarkLocal|I've too much on my mind right now...},{addVocalBarkLocal|У меня сейчас слишком много забот...}
Giorgy,Георгий
"A ragged man, caked in dirt","Оборванный человек, весь в грязи."
Marita,Марита
Lighthouse Keeper,Смотритель маяка
Lon,Лон
The camp's cook,Повар лагеря
Hannah,Ханна
"On your way through the refugee camp you notice a woman and a pale-looking child huddled together beneath an old, worn blanket","Проходя через лагерь беженцев, вы замечаете женщину и бледного ребенка, прижавшихся друг к другу под старым, изношенным одеялом."
Shepherd,Пастух
Wreck Picker,Сборщик затонувших кораблей
Kat,Кэт
Maija,Майя
Andros,Андрос
Marsa,Марса
A young girl,Молодая девушка
She's ragged and far to lean but she is smiling from ear to ear as she clutches her stuffed animal,"Она в лохмотьях и далеко не худая, но улыбается от уха до уха, прижимая к себе плюшевого зверька."
She's ragged and far to lean and looks like she's been crying recently,"Она в лохмотьях, далеко не худая и выглядит так, будто недавно плакала."
Mother Katak,Мать Катак
"An old, silver-haired crone","Старая, среброволосая женщина"
Thomas,Томас
Oleg the Gray,Олег Серый
Red Kala,Красная Кала
The Butcher,Мясник
Roland,Роланд
Snow,Снег
"The man called ""Snow"" by his crew, was once the first mate of the Zephyr","Человек, которого команда называет ""Сноу"", когда-то был первым помощником на корабле ""Зефир""."
Aaron,Аарон
Leva,Лева
One of the wretched surviors from the Zephyr,"Один из несчастных выживших с корабля ""Зефир""."
"The woman looks torn, tattered and exhausted","Женщина выглядит оборванной, оборванной и измученной."
"As you approach, she offers a tired, but grateful smile","Когда вы подходите, она улыбается усталой, но благодарной улыбкой."
Grigor,Григор
"The man looks torn, tattered and exhausted","Мужчина выглядит оборванным, потрепанным и изможденным."
As you approach the sailor shrinks back in terror whilst avoiding your gaze,"Когда вы приближаетесь, моряк в ужасе отшатывается назад, избегая вашего взгляда."
"As you approach the sailor offers a tired, but grateful smile","Когда вы приближаетесь, моряк улыбается усталой, но благодарной улыбкой."
Jan,Ян
Andry,Андри
Carylla,Carylla
Tycho,Тихо
The Ancient King,Древний король
Joran the Usurper,Джоран Узурпатор
