original,translate
It is also said that he was born of three women and at the end of his reign did not die but rather became one with the reticulum,"Говорят также, что он родился от трех женщин и в конце своего правления не умер, а стал единым целым с ретикулом"
See Gallian’s Ascension,Смотрите Вознесение Галлиана
The Gallian Empire,Галльская империя,
Gallian Empire,Галльская империя
A large but waning empire founded nearly 3000 years ago by the mythical first Emperor,"Большая, но слабеющая империя, основанная почти 3000 лет назад мифическим первым императором"
Gallian’s Ascension,Вознесение Галлиана
"At the end of the reign of the first emperor, Gallian, he is said to have ascended and become one with the reticulum","В конце правления первого императора, Галлиана, он, как говорят, вознесся и стал единым целым с ретикулом"
"This was taken as a sign of not only his divinity, but the divinity and legitimacy of every Magos-Emperor since then","Это было воспринято как знак не только его божественности, но и божественности и легитимности каждого Магоса-Императора с тех пор"
Gallian’s Ascension (GA) is used today as the start of the modern Imperial Calendar,Вознесение Галлиана (GA) используется сегодня в качестве начала современного Имперского календаря
Gradla,Градла
"The northernmost island of the Outer Isles, Gradla is cold and barren","Самый северный остров Внешних островов, Градла - холодный и бесплодный"
"It’s sparsely settled and legend has it, it’s the site of the ruined monastery known as the Black Priory","Здесь малолюдно, и, по легенде, здесь находится разрушенный монастырь, известный как Черный Приорат"
The only main settlement on Gradla is Adler's Helm,Единственное основное поселение на Градле - Адлерский Шлем
Horryn,Хоррин
A once prosperpus port and fishing village on the island of Idra,Некогда процветающий порт и рыбацкая деревня на острове Идра
Hyalomancers,Гиаломанты
Hyalomancers are Imperial magi specializing in the crafting of glass,"Гиаломанты - имперские маги, специализирующиеся на изготовлении стекла"
Idra,Идра
The main island of the Outer Isles,Главный остров Внешних островов
Its main settlement is the port of Horryn,Основным населенным пунктом является порт Хоррин
The Outer Isles,Внешние острова
A North-Easterly archipelago that serves as a mid-way point between the Gallian Empire and its colonies,"Северо-восточный архипелаг, служащий промежуточным пунктом между Галльской империей и ее колониями"
Its main port is located on the island of Idra,Его главный порт расположен на острове Идра
Reticulum,Ретикулум
The field of arcane energies that surrounds the planet of Warda,"Поле арканных энергий, окружающее планету Варда"
The Reticulum is the source of all power for the Imperial Magi,Ретикулум - источник всей силы для Имперских Магов
Sepulchites,Сепульхиты
An Imperial religious order tasked with caring for the dead,"Имперский религиозный орден, которому поручено ухаживать за умершими"
Sylver,Сильвер
A rare metal with strong reticular properties,Редкий металл с сильными ретикулярными свойствами
Used in the construction of arcane machinery and artifacts,Используется при создании магических механизмов и артефактов
Vauul,Воул
Vauul is the Imperial capital and seat of the Magi-Emperors,Ваул - имперская столица и резиденция магов-императоров
Warda,Варда
The planet upon which you find yourself,"Планета, на которой вы оказались"
Noticeable for the presence of the Reticulum,Примечателен наличием ретикулума
The dominant ruling power is the Gallian Empire,Доминирующей правящей силой является Галльская империя
#Rules,#Правила
Simulates rolling and adding up two six-sided dice,Имитирует бросание и сложение двух шестигранных игральных костей
In other words a 2d6 roll generates a number between 2 and,"Другими словами, бросок 2d6 дает число от 2 до"
Accuracy,Точность
Accuracy is added to an attacker’s Attack Roll when trying to hit an opponent,Точность добавляется к броскам атаки атакующего при попытке поразить противника
Accuracy is typically derived from a weapon’s quality,Точность обычно зависит от качества оружия
Armor Piercing,Пробивание брони
An attack that is Armor Piercing ignores the target’s Soak value,"Атака, пробивающая броню, игнорирует значение впитываемости цели"
This means that the damage is not reduced by armor,"Это означает, что урон не уменьшается за счет брони"
Attack Roll,Атакующий бросок
The Attack Roll is calulated in the following way,Бросок атаки рассчитывается следующим образом
2d6 + Melee To Hit / Ranged To Hit + Misc,2d6 + Метк. ближн./Метк. дальн. + Проч.
Bonuses + Accuracy Bonuses,Бонусы + Бонусы за Точность
Attunement per Level,Мана за уровень
"Indicates how much of the game’s Magic resource, Attunement, is gained every time the character levels up","Указывает, сколько игрового ресурса магии, Маны, будет получено при каждом повышении уровня персонажа"
Backstab,Удар в спину
A character that has activated the Ability to Backstab will automatically perform Backstabbing Attacks against opponents that are either Flanked or Vulnerable,"Персонаж, активировавший способность 'Удар в спину', будет автоматически совершать атаки в спину против противников, которые находятся на флангах или уязвимы"
A successful Backstab Attack adds the character’s Backstab Bonus Multiplied by the Weapon’s Crit Modifier to the damage roll,"Успешная атака в спину добавляет бонус Удара в спину, умноженный на модификатор крита оружия, к броску урона"
Cascade,Каскад
Each spell has a Cascade Difficulty,Каждое заклинание имеет каскадную сложность
"When casting a spell, the caster tests their Spell Aptitude test against the Cascade Difficulty of the spell","При сотворении заклинания заклинатель проводит проверку своего Магического таланта, сравнивая его с Каскадом Сложности данного заклинания"
"If they succeed, they get to take another action","Если им это удается, они получают возможность совершить еще одно действие"
If they fail their turn ends,"Если они терпят неудачу, их ход заканчивается"
This allows casters to chain spells together,Это позволяет кастерам объединять заклинания в цепочки
A caster can cascade a number of spells together equal to their Max Cascade attribute,"Кастер может соединить вместе несколько заклинаний, равных его атрибуту Max Cascade"
Charging,Зарядка
Moving at least 2 tiles in a straight line before performing an attack allows characters with a Melee weapon to perform a Charge Attack,Перемещение не менее чем на 2 плитки по прямой перед выполнением атаки позволяет персонажам с оружием ближнего боя выполнить атаку зарядом
Charge attacks add a bonus to your hit chance depending on how far you manage to move before attacking,"Атаки с зарядом добавляют бонус к шансу попадания в зависимости от того, как далеко вы успели продвинуться перед атакой"
Critical Hit,Критическое попадание
"For each successful Attack, there is a chance the Hit is upgraded to a Critical Hit","За каждую успешную атаку есть шанс, что попадание повысится до критического"
This is a percentage chance equal to the attacker’s Crit Chance Attribute,"Это процентный шанс, равный атрибуту Crit Chance атакующего"
"If a Critical Hit is confirmed, the Damage dealt is multiplied by the Weapon’s Crit. value","Если подтверждается критическое попадание, наносимый урон умножается на значение крита оружия"
"For instance a Weapon with a Crit. value of, multiplies the Damage dealt in a Critical Hit by","Например, оружие с крит. значением умножает урон, наносимый при критическом попадании, на"
Defence Roll,Защитный бросок
The Defence Roll is,Бросок защиты
2d6 + Misc Bonuses + Dodge,2d6 + бонусы + уклонение
Development Points,Очки развития
Development Points are gained when leveling up and used to buy ranks in Feats,Очки развития зарабатываются при повышении уровня и используются для покупки рангов в Умениях
This unlocks new Abilities for the Character making them more powerful,"Это открывает новые способности персонажа, делая их более мощными"
Difficulty,Трудности
The Difficulty Class or DC of a test is the number a character must roll equal to or higher than to succeed,"Класс сложности или DC теста - это число, на которое персонаж должен сделать бросок, чтобы добиться успеха"
Disengage,Отключить
"If a character who is within melee range of an active opponent tries to move away, they Disengage","Если персонаж, находящийся на расстоянии ближнего боя от активного противника, пытается отойти, он отсоединяется"
Normally this means the Disengaging character immediately ends their turn,"Обычно это означает, что отсоединившийся персонаж немедленно заканчивает свой ход"
Enc,Ноша
Encumbrance,Ноша
Encumbrance is a measure of how much your armor and equipment reduces your ability to act freely,"Ноша показывает, насколько броня и экипировка ограничивают вашу свободу действий"
Different item slots affect different skills,Разные слоты предметов влияют на разные умения
"Armor affects Dodge, Stealth and Athletics","Броня влияет на Уклонение, Скрытность и Атлетику"
Headwear and helmets affect Awareness,Головные уборы и шлемы влияют на Внимание
Gloves affect Thievery,Перчатки влияют на воровство
Footwear affects Stealth,Обувь влияет на скрытность
"Examine the different Attributes under the ‘Attributes’ tab to see if, and how much they are being affected by items worn","Изучите различные атрибуты на вкладке ""Атрибуты"", чтобы понять, влияют ли на них носимые предметы и насколько сильно"
Flanking,Фланкировка
A character can be Flanked if opponents occupy the tile above and below it or to the left and right of it,"Персонаж может быть обойдён с фланга, если противники занимают тайлы над и под ним или слева и справа от него"
Attacking a Flanked target allows the Attacker to add their Flanking Bonus to the Attack Roll,"Атакуя цель с фланга, атакующий добавляет свой бонус фланга к броску атаки"
Rogues may Backstab Flanked Characters,"Роги могут наносить ответные удары по персонажам, находящимся на фланге"
Initiative Order,Инициативный приказ
Every Combat Encounter begins with all combatants making an Initiative Roll,"Каждое боевое столкновение начинается с того, что все участники делают бросок инициативы"
This is calculated by adding 2d6 to the character’s Initiative Attribute,Этот показатель рассчитывается путем добавления 2d6 к атрибуту инициативы персонажа
Characters then act in descending order of initiative,Персонажи действуют в порядке убывания инициативы
Characters who are not alert as combat begins gain a severe penalty to their Initiative Roll,"Персонажи, не находящиеся в состоянии боевой готовности в момент начала боя, получают серьезный штраф к броскам инициативы"
Main Attribute,Главный атрибут
The Main Attribute is the Attribute that is the most important for this Class,"Главный атрибут - это атрибут, который наиболее важен для данного класса"
Saving Throw,Бросок спасения
A Saving Throw is a roll using an Attribute against some Difficulty number to avoid receiving or canceling some ongoing negative effect,"Бросок спасения - это бросок с использованием атрибута против некоторого числа сложности, чтобы избежать получения или отмены какого-то текущего негативного эффекта"
Silenced,Silenced
"A character with this status tag cannot use, or be affected by, Abilities or Spells that require them to be able to speak","Персонаж с этим статусом не может использовать способности или заклинания, которые требуют от него умения говорить"
Soak,Броня
Soak is a measure of damage absorption,Броня - это показатель поглощения урона
It is usually conferred by Armor,"Как правило, она присваивается броней"
Some creatures also have natural Soak due to thick hides,Некоторые существа обладают естественной пропиткой благодаря толстой шкуре
"For every physical attack scored on the character, the damage is reduced by a random amount ranging from 0 to the character’s combined Soak","За каждую физическую атаку, нанесенную персонажу, урон уменьшается на случайную величину от 0 до суммарной пропитки персонажа"
See also,См. также
Spell Tier,Уровень заклинаний
"By studying different Schools of Spellcasting, a character gains Spell Tiers in that School","Изучая различные школы заклинаний, персонаж получает уровни заклинаний в этой школе"
Spell Tiers qualify a character to learn spells and different spells have different Tier requirements,"Уровни заклинаний дают персонажу право изучать заклинания, и разные заклинания имеют разные требования к уровню"
Status Tags,Теги состояния
Status Tags are conferred by Conditions and used by the system to dictate player behavior,"Метки статуса присваиваются Условиями и используются системой, чтобы диктовать поведение игрока"
Afraid,Бойтесь
Characters who are afraid are more susceptible to panicking,"Персонажи, испытывающие страх, более склонны к панике"
Asleep,Asleep
A character with this status tag is Vulnerable and does not act during their combat turn,Персонаж с этой меткой статуса становится уязвимым и не действует во время своего боевого хода
Sleeping characters are much easier to sneak past and surprise,Спящих персонажей гораздо легче пронести мимо и застать врасплох
Bleeding,Кровотечение
A character with this status tag will take a random amount of damage at the start of each turn ranging from 1 to 10% of their Maximum Vitality until the Bleeding is stopped,"Персонаж с этим статусом получает случайное количество урона в начале каждого хода в диапазоне от 1 до 10% от максимальной Живучести, пока кровотечение не будет остановлено"
Blindness,Слепота
"A character with this status tag cannot use, or be affected by, Abilities or Spells that require them to see","Персонаж с этим статусом не может использовать способности или заклинания, которые требуют от него видеть"
Charmed,Очарованный
A character with this status tag does not act during their turn,Персонаж с этой меткой статуса не действует во время своего хода
Confusion,Путаница
Deafness,Глухота
"A character with this status tag cannot use, or be affected by, Abilities or Spells that require them to hear","Персонаж с этим статусом не может использовать способности или заклинания, которые требуют, чтобы он слышал, и не может быть подвержен их воздействию"
Defenceless,Беззащитные
A Status Tag indicating that the character cannot defend themselves,"Метка состояния, указывающая на то, что персонаж не может защитить себя"
A Defenseless character is Vulnerable,Беззащитный персонаж является уязвимым
Defending,Защита
A Status Tag indicating that the character spends their entire combat turn fighting defensively,"Метка статуса указывает на то, что персонаж проводит весь свой боевой ход, сражаясь в обороне"
They take no other actions and add their Defend Bonus attribute to their Dodge Attribute when making Defence Rolls,"Они не предпринимают никаких других действий и добавляют свой атрибут Бонуса Защиты к своему атрибуту Уклонения, когда делают Броски Защиты"
Disease,Болезнь
A Status Tag indicating that the character is affected by one or more diseases,"Метка состояния, указывающая на то, что персонаж поражен одной или несколькими болезнями"
FlatFooted,Плоскостопие
A Status Tag indicating that the character is off their guard,"Метка состояния, указывающая на то, что персонаж потерял бдительность"
As such they are Vulnerable,Как таковые они являются уязвимыми
Immobile,Неподвижный
A Status Tag indicating that the character cannot move around,"Метка состояния, указывающая на то, что персонаж не может передвигаться"
They may still be able to take other actions and fight but are nonetheless Vulnerable,"Они все еще могут предпринимать другие действия и бороться, но, тем не менее, являются уязвимыми"
Insanity,Безумие
A character with this status tag does not act in their combat turn,Персонаж с этой меткой статуса не действует в свой боевой ход
Intoxicated,В состоянии алкогольного опьянения
A Status Tag indicating that the character has become #Intoxicated by drugs or alcohol,"Метка состояния, указывающая на то, что персонаж находится в состоянии #опьянения от наркотиков или алкоголя"
Invisible,Невидимый
A character with this status tag will not be spotted until they attack an opponent or use a spell or ability,"Персонаж с этим статусом не будет замечен, пока не атакует противника или не использует заклинание или способность"
Marked,Отмечено
This status tag typically interacts with other abilities,Этот тег состояния обычно взаимодействует с другими способностями
Occupied,Занято
A Status Tag indicating that the character is not able to act during their combat turn,"Метка состояния, указывающая на то, что персонаж не может действовать во время своего боевого хода"
Paralysis,Паралич
A Status Tag indicating that the character is unable to move or act in any way,"Метка состояния, указывающая на то, что персонаж не может двигаться или действовать каким-либо образом"
"While in this state, they are Vulnerable","Находясь в таком состоянии, они становятся уязвимыми"
Poison,Яд
A character with this status tag will take a random amount of damage at the start of each turn ranging from 1 to 10% of their Maximum Vitality until the Poisoning is cured,"Персонаж с этим статусом получает случайное количество урона в начале каждого хода в диапазоне от 1 до 10% от максимальной Живучести, пока не вылечится от отравления"
Stun,Электрошокер
A character with this status tag cannot act during their combat turn,Персонаж с этим статусом не может действовать во время своего боевого хода
They are also vulnerable for the duration,Они также уязвимы в течение
To-Hit Roll,Бросок на попадание
The To-Hit roll is made by comparing the Attacker’s Attack Roll to the Defender’s Defence Roll,Бросок на попадание делается путем сравнения броска атаки атакующего и броска защиты защитника
If the Attacker rolls equal to or higher than the Defence Roll the attack is a hit,"Если бросок атакующего равен или превышает бросок защиты, атака засчитывается"
Tough,Креп
Short for Toughness,Сокращение от Крепкость
Vitality per Level,Живучесть за уровень
"Indicates how much of the game’s Hitpoint resource, Vitality, is gained every time the character levels up","Указывает, сколько игрового ресурса хитпоинтов, Живучести, будет получено при каждом повышении уровня персонажа"
Vulnerable,Уязвимые
A Vulnerable character cannot defend themselves,Уязвимый персонаж не может защитить себя
This makes them much easier to hit and it also means they can be Backstabbed,"Так их гораздо легче поразить, а также они могут быть подставлены под удар"
Will,Воля
See Willpower,См. Сила Воли
