original,translate
She would know how to help,Та знает, как помочь
"Though the old woman had gone insane, I was able to get medicine for the child","Хотя старуха безумна, я добыл лекарство"
I was unable to get medicine for Hannah in time,Я не успел принести лекарство Ханне
Both mother and child passed,Мать и ребёнок скончались
"Having gotten his medicine, Hannah's boy is looking better already","Получив лекарство, сын Ханны уже выглядит лучше"
The Un-Born,Ненарождённые
Mother Katak will help with the outbreak in camp,Мать Катак поможет с эпидемией
"To make medicine she has asked me to find ""the un-born of the scaled ones""","Для лекарства ей нужны «ненарождённые чешуйчатых»"
"Apparently they dwell nearby: ""north of the great oak and past the fetid pools""","Они водятся рядом: «к северу от великого дуба, за зловонными лужами»"
"I recovered eggs from a pack of giant lizards and delivered them to the mad old hag","Я добыл яйца гигантских ящериц и отнёс их старухе"
You need to find 1 GiantLizardEgg,Нужно найти 1 яйцо гигантской ящерицы
You found GiantLizardEgg!,Вы нашли яйцо гигантской ящерицы!
The Eternity Gate,Врата Вечности
I find myself naked and alone in the darkness,Я очнулся нагим и одиноким во тьме
I can only surmise I am inside the strange structure that we found underneath the Black Priory,Видимо я внутри странной постройки под Чёрным Приоратом
Truly this is a place where no mortal foot was ever meant to tread,Здесь не должны ступать ноги смертных
I am undone,Я погиб
Dust in an endless void,Пыль в бесконечной пустоте
This will be my final entry,Это моя последняя запись
The Zephyr,«Зефир»
"I need to investigate what is happening with ""The Zephyr","Нужно узнать, что случилось с ""Зефиром"
A mutiny had broken out as the crew refused to bring the ship closer to Idra,На корабле вспыхнул мятеж: команда не хотела подходить к Идре
They claimed the island was cursed,"Они говорили, что остров проклят"
"The zephyr was sunk by a terrible, un-namable creature of the deep","«Зефир» потопило ужасное, безымянное чудовище"
Plateau of Madness,Плато Безумия
"The Cabal expedition landed at the mining-village of Adler’s Helm","Экспедиция Кабала высадилась в шахтёрском посёлке Адлерс-Хельм"
"I suspect we can find a way to ascend to the interior plateau on Gradla if we follow their trail to Adler's Helm and beyond","Мы сможем подняться на внутреннее плато Градлы, если проследуем по их следу к Адлерс-Хельму и дальше"
"Following the ancient stairs discovered by the miners of Adler’s Helm, we have reached the interior plateau","Древними ступенями, найденными шахтёрами, мы достигли внутреннего плато"
The Priory lies within reach,Приорат уже близко
Retaking Horryn,Отвоевать Хоррин
"To retake Horryn, we must kill the three Reaver chiefs that occupy the city","Чтобы вернуть Хоррин, нужно убить трёх вождей Рейверов"
"The three are know as Oleg the Gray, Queen Kala and the Butcher","Их зовут Олег Серый, королева Кала и Мясник"
"Iben cautions that the threesome is fierce and that we might use cunning and use their infighting to our advantage","Ибен советует стравить их между собой"
Oleg the Gray,Олег Серый
Dead Queen Kala,Королева Кала мертва
Dead The Butcher,Мясник мёртв
Dead,Мёртв
Alive,Жив
Alive The Butcher,Мясник жив
Alive Queen Kala,Королева Кала жива
We have retaken the outer city,Мы отвоевали внешнюю часть города
Storming the Keep,Штурм крепости
"Though we have liberated the outer city, Horryn’s keep remains in the possession of the Reavers","Хотя внешняя часть освобождена, крепость остаётся у Рейверов"
"The keep is well protected from a frontal assault so we need to look for an alternate entrance","Крепость хорошо защищена; нужен тайный вход"
"I successfully infiltrated the keep and slew the foul creature known as “Father","Мне удалось пробраться и убить чудовище по прозвищу «Отец»"
The Secret Tunnel,Секретный туннель
"Hierophant Drahl believes a secret tunnel exists that connects the keep to the crypts underneath the temple","Иерофант Драл считает, что тайный туннель ведёт из крепости в крипты под храмом"
"The sacred crypts of the Sepulchites can be accessed from within the temple","Святые крипты Сепульхитов доступны из храма"
"Drahl suspects that if a secret tunnel does indeed exist, it probably lies in the deeper sections of the crypts","Если туннель есть, то он в глубинных уровнях крипт"
"Though the crypt was overrun by foul undead creatures, we did indeed find the secret tunnel","Несмотря на нежить, мы нашли тайный туннель"
Talk to Drahl,Поговорить с Дралом
"According to Markus, Hierophant Drahl might know of a secret entrance into the keep","По словам Маркуса, Драл может знать тайный вход в крепость"
"The Hierophant can be found in front of the newly liberated temple","Драла можно найти перед освобождённым храмом"
I met and talked to the Hierophant,Я поговорил с Иерофантом
Talk to Markus,Поговорить с Маркусом
"I’ve been told to meet Markus the Chamberlain at the inn that lies west of the city square in Horryn","Нужно встретиться с Маркусом в трактире к западу от площади Хоррина"
"I suspect he has an idea about how to pierce the keep's defences","Похоже, у него есть план, как прорваться в крепость"
I found and talked to Markus,Я встретился с Маркусом
Untold Eons,Несметные эры
"We’ve penetrated the dungeons that lay beneath the Black Priory and entered into the black, timeless realms beyond","Мы пробрались в подземелья под Чёрным Приоратом и вошли в безвременные чертоги"
Now it remains to be seen what untold secrets have lain hidden for so long,"Теперь предстоит узнать, какие тайны скрывались тут веками"
"We found what the Cabal was excavating underneath the Priory","Мы нашли то, что Кабал раскапывал под Приоратом"
"By the Golden how I wish we had let it lie in peace","Златом клянусь, лучше бы мы оставили это в покое"
I fear there is no salvation for us now,"Боюсь, нам уже не спастись"
The Priory Opens,Приорат открывается
We’ve entered the Black Priory,Мы вошли в Чёрный Приорат
"Whatever secrets the Cabal expedition found here, I suspect they lay beneath the priory","Какие бы тайны ни нашёл здесь Кабал, они под Приоратом"
We must find a way to enter the dungeon below,Нужно попасть в подземелье
We have breached the lower level of the priory,Мы прорвались на нижний уровень
To Sleep and Dream,Спать и видеть сны
The secrets of the Priory are within reach,Тайны Приората близко
"We must navigate the catacombs and reach the great secret that lies at its heart","Нужно пройти катакомбы и добраться до главной тайны"
May the Dead save us,Пусть Мёртвые спасут нас
"The secrets of this place are far deeper and more ancient than any of us could have guessed","Тайны этого места древнее и глубже, чем мы предполагали"
"We descend now into a darkness from which I fear we’ll never re-emerge","Мы спускаемся в тьму, из которой боюсь не выйти"
Upon Black Seas,На чёрных морях
"I rescued Embla but we find that there is no way to return to the main-land whilst the Outer Isles is engulfed in this madness","Я спас Эмблу, но пути на материк нет, пока Внешние острова охвачены безумием"
"Embla is convinced the calamity is somehow caused by the discovery of an ancient site known as “The Black Priory” on the island of Gradla","Эмбла уверена: бедствие вызвано открытием древнего «Чёрного Приората» на Градле"
"Gradla is located to the north of Idra and we must find a ship and crew willing to take us there","Градла к северу от Идры; нужен корабль и команда, готовые отвезти нас туда"
Gradla is within sight,Градла видна
"Now we must make landfall and seek a way to reach the inland plateau","Нужно высадиться и найти путь на внутреннее плато"
#Side Quests,#Побочные квесты
The Boar's Medicine,Лекарство для Кабана
"Kydeon asked me fetch a bottle of brandy from the wine cellar under the kitchen after I talk to Lyra","Кидеон просит, поговорив с Лирой, принести бутылку бренди из погреба под кухней"
The old boar will sleep soundly tonight,Старый кабан будет сегодня спать крепко
"M' damn knees are acting up again","Проклятые колени снова ноют"
"Can't hardly sleep on account of the aches","От боли почти не могу спать"
"Let me tell you, I'd take an arrow in the leg any day","Уж лучше стрела в ногу, скажу тебе"
"If you're going over to the kitchen later for a bit of grub, a bottle of brandy from the wine-cellar would make me a happy man!","Если пойдёшь на кухню перекусить, бутылка бренди из погреба сделает меня счастливым!"
Kydeon shifts as if to emphasize his stiff knees,"Кидеон шевелится, подчёркивая затёкшие колени"
Ha!,Ха!
That's some fine foraging young whelp!,"Отличная добыча, щенок!"
"Before you can get a word in, Kydeon snatches the bottle, uncorks it and drinks deeply","Не успеваешь и слово сказать, как Кидеон выхватывает бутылку, откупоривает её и делает большой глоток"
"The old man, eyes closed in relief, lets out a deep sigh","Пожилой мужчина, закрыв глаза от облегчения, глубоко вздыхает"
May your sleep be dreamless,"Пусть твой сон будет без грез"
he speaks as if to himself,"говорит он будто самому себе"
The Cellar,Погреб
Look for your father in the cellar under the kitchen,Найди своего отца в погребе под кухней
You found your father,Ты нашёл своего отца
The Beast in the Hearth,Зверь в камине
Lyra has betted with me to see if I can sneak into the hearth of the villa and confront the 'beast' that hides there,"Лира держит со мной пари, смогу ли я прокрасться к камину виллы и столкнуться с прячущимся там «зверем»"
I won our wager and snuk into the hearth,Я выиграл спор и прокрался к камину
There I met a mercenary by the name or Roland Greyeye,Там я встретил наёмника по имени Роланд Сероглаз
I failed to sneak into the hearth,Мне не удалось прокрасться к камину
Exploring the Grounds,Осмотр территории
"While I wait for the Lord Berryn to become available, I should look for some food and perhaps walk the gardens and hedge maze before I check back in with Lyra again","Пока лорд Беррин занят, стоит раздобыть еды и прогуляться по садам и лабиринту из живой изгороди, прежде чем снова встретиться с Лирой"
The lord of House Berryn is ready for me now,Лорд дома Беррин готов меня принять
An Evening Meal,Вечерняя трапеза
I have been ordered to go procure a meal for myself from the kitchen as there is no saying how long I will be waiting,"Мне велели добыть себе ужин на кухне; неизвестно, сколько придётся ждать"
I should talk to the chef,Нужно поговорить с шеф-поваром
Chef Armand taught me to make his famous melted cheese sandwiches,Шеф Арман научил меня готовить свои знаменитые горячие сырные бутерброды
"Surely, old Magda cries in the tomb at what her kitchen has come to","Старая Магда, наверно, плачет в могиле, видя, во что превратилась её кухня"
Chef Armand has offered to teach me how to make his famous cheese sandwich,Шеф Арман предложил научить меня готовить его знаменитый сырный бутерброд
For starters I have to fetch cheddar cheese and cured ham from the cellar under the kitchen,"Для начала нужно принести чеддер и вяленый окорок из погреба под кухней"
My suggestion is thusly,Моё предложение таково
"Whilst I stoke the fire, you run down in the pantry and fetch some cured ham and cheddar cheese","Пока я растоплю огонь, сбегай в кладовую за вяленым окороком и сыром чеддер"
"I will then teach you how to cook my renowned melted cheese sandwich and you shall never want for an evening meal for as long as you live!","Затем я научу тебя готовить мой прославленный горячий сырный бутерброд, и ты больше никогда не останешься без ужина!"
The Hedge Maze,Лабиринт из живой изгороди
Lyra suggests I should explore the hedge-maze in the villa grounds while I wait for master Cato to become ready,"Лира предлагает исследовать садовый лабиринт, пока мастер Като занят"
"You managed to find ""Embla"" in the maze","Тебе удалось найти «Эмблу» в лабиринте"
A Deeper Dark,Глубокая тьма
"One of the lighthouse keepers went mad and killed himself after dreaming of a strange blade buried deep within the caves below the lighthouse","Один из смотрителей маяка сошёл с ума и покончил с собой после сна о странном клинке, зарытом в пещерах под маяком"
"Perhaps that artifact should be recovered for safe-keeping... or use","Возможно, этот артефакт стоит достать для хранения… или использования"
The entrance to the caves is under the broken bridge,Вход в пещеры под разрушенным мостом
"I recovered a strange dagger from some sort of ancient, pre-Imperial, ritual chamber in the caves beneath the lighthouse","Я нашёл странный кинжал в древней доимперской ритуальной зале под маяком"
Find Froggert!,Найти Фроггерта!
"Marsa, a young girl in the Idran camp, has lost her stuffed animal 'Froggert'","Марса, девочка из лагеря на Идре, потеряла свою игрушку «Фроггерта»"
Getting it back for her might be a small act of kindness in a sea of horrors,"Вернуть его — малый добрый поступок среди моря ужасов"
The wayward reptile has been recovered,Заблудший «лягушонок» найден
Marsa was overjoyed,Марса была вне себя от радости
It felt good to help,Приятно было помочь
Lost Sailors,Пропавшие моряки
"I met a small group of surviving sailors from the Zephyr camped near the wreck","Я встретил уцелевших моряков «Зефира», разбивших лагерь возле обломков"
"Their de-facto leader, Snow, has asked that I send any survivors I find his way","Их фактический лидер Сноу просит направлять к нему всех выживших"
There should be at least 3 out there,Должно быть ещё как минимум трое
Found so far,Найдено пока
I sent those I could find to Snow’s camp,Я отправил найденных моряков к Сноу
"Though the group is still small, they certainly stand a better chance together than alone","Хотя их мало, вместе шансов больше"
Sealed Away,Запечатано
"Kat from the Zephyr, suggests we should look to see if the captain’s seal survived the sinking","Кат с «Зефира» предлагает узнать, уцелела ли капитанская печать"
"Though the captain died on the Zephyr, one of the other crew-members might have managed to bring it ashore","Хотя капитан погиб, кто-то из команды мог вынести печать"
Kat suggests we start by examining a cave to the west,Кат предлагает начать с пещеры на западе
The seal is apparently quite valuable and the Nautical Guild would pay well to have it returned,"Печать ценна, и Навигационная гильдия щедро заплатит за её возврат"
We found the seal on one of the corpses in the cave,Мы нашли печать на одном из трупов в пещере
"I'll hold onto it and perhaps there is an opportunity to return it to the Nautical Guild if we ever make it back to the mainland","Я сохраню её до случая вернуть гильдии, если доберусь до материка"
Rescue Natia,Спасти Натию
"Philip, a survivor from Horryn, has pleaded with me to try and rescue his wife Natia who is being dragged away the meet “The Father” inside the keep","Филип, выживший из Хоррина, умоляет спасти его жену Натию, которую тащат к «Отцу» в крепость"
She has auburn hair,У неё каштановые волосы
I managed to save Natia but not without her suffering a grievous wound,"Мне удалось спасти Натию, хоть она тяжело ранена"
Thankfully I feel certain she will recover,"К счастью, она, похоже, поправится"
Philip took her to their small home near the Fisherman’s Gate,Филип отнёс её в их домик у Рыбацких ворот
I failed to rescue Natia and she lost her life at the hands of a Reaver,Мне не удалось спасти Натию — её убил Рейвер
Philip offered me a gold ring as reward for the rescue of his wife,Филип дал мне золотое кольцо в награду
Badge of Honor,Знак чести
Encountered a ‘sewerjack’ under Horryn,Я встретил «канальщика» под Хоррином
He lost his badge in a scrap with some vermin in one of the side-tunnels east of where I met him,"Он потерял значок, сражаясь с тварями в боковом туннеле восточнее"
It seems he would be very happy if we recovered it for him,"Он будет рад, если значок вернут"
I recovered the badge for the sewerjack,Я нашёл значок для канальщика
He couldn't offer much in the way of a reward but instead provided me with a hand drawn map of the sewers,"Вознаградить было нечем, но он дал мне рукописную карту канализации"
Timber!,Лесоруб!
A lumberjack and his son were attacked by monsters in the woods,На лесоруба и его сына в лесу напали монстры
The son got away but apparently his father didn’t,"Сын ушёл, а отец пропал"
The kid asked me to look for his father,Мальчик попросил найти отца
Apparently their camp can be found east of the big oak,Их лагерь к востоку от большого дуба
"Against all odds, I found the lumberjack alive in a giant spider cocoon","Вопреки всему я нашёл лесоруба живым в коконе гигантского паука"
He was grateful to be released and reunited with his son,Он благодарен за освобождение и встречу с сыном
The Stargazer,Звездочёт
"It seems Basilo, the wreck picker, has come across a chest of my belongings","Похоже, сборщик хлама Басило нашёл сундук с моими вещами"
He’s agreed to turn it over if I help him,"Он отдаст его, если я помогу"
It would appear an astronomer has set up a camp in the cliffs west of Basilo’s house,Астроном разбил лагерь на утёсах к западу от дома Басило
He’s asked me to bring him the telescope from the camp,Он просит принести телескоп
I brought Basilo the telescope and traded it for my belongings,Я принёс телескоп и выменял вещи
Well of Tears,Колодец слёз
"Marita, a mourning mother, is being haunted by the laughter of her dead children coming from a well on her farm","Мариту, убитую горем мать, преследует смех погибших детей из колодца на её ферме"
"Sadly, it seems to have driven her mad with grief","Похоже, горе свело её с ума"
Perhaps there is a way for me to help her?,"Возможно, я смогу помочь?"
I ventured into the well and recovered the bones of Marita’s two children,Я спустился в колодец и достал кости её двух детей
"In the darkness below, I encountered some kind of abominable mold creature that had the ability to mimic its victims","Внизу я встретил мерзкую плесневую тварь, способную имитировать жертв"
I pray this is the last time I encounter such a horror,"Надеюсь, это последний раз, когда я вижу подобный ужас"
Zephyr's Wreck,Обломки «Зефира»
A group of Snow’s sailors disappeared whilst exploring the wreckage of the Zephyr,Группа моряков Сноу пропала при осмотре обломков
Snow asks that I investigate their fate,Сноу просит выяснить их судьбу
Examining the wreckage I came across a monstrously grown rat creature that spoke with the voice of a man,"В обломках я встретил огромную крысу, говорившую человеческим голосом"
I dispatched it though I came too late to save the lives of the lost sailors,"Я убил её, но опоздал спасти пропавших моряков"
I best report back to Snow,Нужно доложить Сноу
Snow could not pay me for my work but assures me the Nautical Guild will not forget my service,"Сноу не смог заплатить, но Навигационная гильдия не забудет мою помощь"
The Lost Captain,Пропавший капитан
"Zhara, this first mate of a stranded smuggler’s crew, has asked me to learn the fate of their captain, Iago","Жара, старпом застрявших контрабандистов, просит узнать судьбу их капитана Яго"
He traveled to Horryn to visit the city’s black market right before it fell and that is where I should search for him,Он отправился на чёрный рынок Хоррина перед его падением — там и нужно искать
The entrance to the black market can be found in the city’s sewers,Вход на рынок — через канализацию
We found Captain Iago in chains in the Rat Queen's dungeons,Мы нашли капитана Яго в цепях у Крысицы-королевы
I should try to free him somehow as he has the potential to become a valuable ally,Нужно попытаться освободить его — он может стать ценным союзником
Sisters,Сёстры
"A woman named Julia in Horryn, asked me to find her sister, Ylia, who lives in Firgol","Женщина по имени Джулия из Хоррина попросила найти её сестру Илию в Фирголе"
Julia is convinced her sister is worried about her safety considering last week’s events in Horryn,"Джулия уверена, что сестра переживает за неё после недавних событий"
She wants me to inform Ylia that she is safe given the circumstances,"Нужно сообщить Илии, что с Джулией всё в порядке"
I met Ylia and talked to her but the encounter left me none the wiser,"Я встретил Илию, но ясности это не внесло"
It seems Ylia is not only oblivious to the state of the Outer Isles,"Похоже, Илия не в курсе положения на Внешних островах"
She also insists that her sister was not late at all and was in fact due to arrive in a few days time,"Она уверяет, что сестра вовсе не опаздывала и должна приехать через несколько дней"
I’m not sure what to make of this,"Не знаю, что об этом думать"
Iago in Chains,Яго в цепях
"I found Iago zha Droma, captain of the Weathermaiden, in chains in the black market of the Rat Queen","Я нашёл капитана «Девичьей Непогоды» Яго ша Дрому в цепях на чёрном рынке"
He begged me to intercede to the queen on his behalf,Он умолял заступиться перед Королевой
"If I somehow manage to free him, he might make a valuable ally","Если удастся его освободить, он станет ценным союзником"
Iago has been freed from the dungeons of the Rat-Queen,Яго освобождён из подземелий Крысицы-королевы
The Queen's Request,Просьба королевы
The Rat Queen has asked me to recover the Harbormaster's Ledger for her,Крысица-королева просит вернуть журнал портового начальника
She recommends searching the eastern sea-tower,Советует искать в восточной морской башне
"We can find that by following the eastern jetty all the way around to the entrance of the harbor","Нужно пройти по восточному молу до входа в гавань"
"I recovered the ledger and in return, the queen released Iago","Я вернул журнал, и королева освободила Яго"
There is little love lost there,Любви там не прибавилось
Dying Light,Угасающий свет
Mathias needs oil for the lighthouse,Маттиасу нужно масло для маяка
I should search for it in the warehouses along the harbor in Horryn once I make my way there,Нужно поискать его на складах вдоль гавани Хоррина
I found the oil and brought it to Mathias,Я нашёл масло и отнёс Маттиасу
The lighthouse should be well stocked for now,Маяк теперь обеспечен
"To show his gratitude, Mathias gave me his old broadsword","В благодарность Маттиас подарил мне свой старый палаш"
Fate of the Santa Fury,Судьба «Санта Фьюри»
"According to Carylla the mercenary captain, the wreck of the lost treasure-ship, the Santa Fury, is said to be located here on Idra","По словам наёмника Кариллы, останки сокровищницы «Санта Фьюри» находятся где-то на Идре"
Perhaps I could find it?,"Может, удастся найти?"
Hidden Clues,Скрытые подсказки
"Carylla the mercenary captain says the Santa Fury is supposed to be found ""on dry land and near the lighthouse"" according to the rumor","Карилла говорит, что «Санта Фьюри» «на суше, возле маяка», по слухам"
I should search for it,Нужно поискать её
Found the Santa Fury - in a sense,"«Санта Фьюри» найдена — в некотором смысле"
Turns out there is a painting of the ship hanging in the lighthouse,В маяке висит картина с кораблём
On the back of the painting was a poem,На обороте картины было стихотворение
It seems like it might offer directions to something buried in the ground,"Похоже, оно указывает путь к чему-то зарытому"
Buried Secrets,Похороненные секреты
"From the back of the ""Santa Fury","С оборота картины «Санта Фьюри»
"From the center of the three, The Santa Fury made her flight","«Из центра трёх «Санта Фьюри» покинула причал»"
"Setting out to hide her booty, All within the lighthouse's sight","«Спрятав добычу в пределах видимости маяка»"
"leagues south began her trip, ""5 east"" the Captain cried. 4 more north, our valiant ship, Our plunder we shall hide!","«Стартовав лигами к югу — „5 восток“, крикнул капитан. Ещё 4 к северу — и корабль спрячет трофей!»"
Land ahoy!,Земля!
went up the roar,Раздался рёв
We'll lay our treasure there!,Там мы зароем клад!
"Into the rising sun: 3 more, Then dig and have no fear!","«К восходу: ещё 3 — и смело копай!»"
Pilgrimage,Паломничество
There are five pilgrim-shrines in the Outer Isles and I should attempt to visit all of them,"На Внешних островах пять святынь паломников, нужно посетить их все"
I’ve learned the prayer to recite at each of them,Я выучил молитву для каждой святыні
Shrine of Agility,Святилище Ловкости
I should pray at the Shrine of Agility to receive its blessing,Нужно помолиться в Святилище Ловкости для благословения
The shrine can be found on one of the small islands in the archipelago of the Outer Isles,"Святыня находится на одном из небольших островов архипелага"
Shrine of Fortitude,Святилище Стойкости
I should pray at the Shrine of Fortitude to receive its blessing,Я должен помолиться в Святилище Стойкости и получить его благословение
"The shrine is said to be located somewhere on the island of Eryll, north of Idra","Говорят, святыня находится где-то на острове Эрилль к северу от Идры"
Shrine of Intellect,Святилище Интеллекта
I should pray at the Shrine of Intellect to receive its blessing,Я должен помолиться в Святилище Интеллекта и получить его благословение
The shrine can be found on an island directly east of Idra,Святыня расположена на острове прямо к востоку от Идры
Shrine of Presence,Святилище Харизмы
I should pray at the Shrine of Presence to receive its blessing,Я должен помолиться в Святилище Харизмы и получить его благословение
The shrine can be found on Idra - at the island’s northernmost point,Святыня находится на Идре — в самой северной точке острова
Shrine of Strength,Святилище Силы
I should pray at the Shrine of Strength to receive its blessing,Я должен помолиться в Святилище Силы и получить его благословение
"The shrine is said to be located on Gradla's western coast, near the volcano Karaban","Говорят, святыня стоит на западном побережье Градлы, возле вулкана Карабан"
Carnivale,Карнавал
Preparations,Приготовления
The Baron and Baroness of Firgol are putting on a feast called the Carnivale for the commoners of the village of Firgol,Барон и баронесса Фиргол устраивают праздник 'Карнавал' для простого люда деревни
"The preparations are taking a bit longer than expected however, and they’ve asked me to see if I can help out","Приготовления затянулись, и они попросили меня помочь"
"The Baroness asked me to talk to Ari the brewer, Camilla the weaver and Klara the cook to see if they need my help","Баронесса велела узнать у пивовара Ари, ткачихи Камиллы и поварихи Клары, нужна ли им помощь"
All three can be found in the main village,Все трое находятся в самой деревне
The Brewer,Пивовар
The Baroness of Firgol has asked me to talk to Ari the brewer to see if they need my help in finishing preparations for the Canivale,"Баронесса просит спросить у пивовара Ари, нужна ли помощь с подготовкой к Карнавалу"
Talk to Ari,Поговорить с Ари
I need to seek out Ari the Brewer,Нужно найти пивовара Ари
He lives somewhere in the village of Firgol,Он живёт где-то в Фирголе
Gnawing at the Roots,Подгрызенные корни
Ari the Brewer in Firgol has asked me to find and clear three mole-burrows in his orchards,Ари попросил очистить три кротовые норы в его садах
They may be well hidden so I might need to search for them,Норы могут быть хорошо спрятаны — придётся поискать
"Once I find them, I should use a shovel to collapse them","Найдя норы, нужно лопатой обрушить их"
Once I’m done I am to return to Ari,Когда закончу — вернуться к Ари
The orchards are located north of Ari’s house in the village of Firgol,Сады находятся к северу от дома Ари
Burrows Found,Норы найдены
The Cook,Повар
The Baroness of Firgol has asked me to talk to Klara the cook to see if they need my help in finishing preparations for the Canivale,"Баронесса просит спросить у поварихи Клары, нужна ли ей помощь с Карнавалом"
Talk to Klara,Поговорить с Кларой
I need to seek out Klara the cook,Нужно найти повариху Клару
She works at the inn in Firgol,Она работает в трактире Фиргола
Queen's Gambit,Королевский гамбит
Klara the cook at the inn is preparing honey cakes for the carnivale,Клара готовит медовые пирожные к Карнавалу
She’s asked that I go to the beehives west of the village and fetch her at least one honeycomb of the local 'Firgol honey',Она просит принести соты 'фиргольского мёда' из ульев к западу от деревни
The Weaver,Ткачиха
The Baroness of Firgol has asked me to talk to Camilla the weaver to see if they need my help in finishing preparations for the Canivale,"Баронесса просит узнать у ткачихи Камиллы, нужна ли ей помощь с Карнавалом"
Talk to Camilla,Поговорить с Камиллой
I need to seek out Camilla the weaver,Нужно найти ткачиху Камиллу
She lives somewhere in the village of Firgol,Она живёт где-то в Фирголе
A Song for Camilla,Песня для Камиллы
Camilla the weaver has a crush on a woman named Cass,Камилла влюблена в женщину по имени Касс
Unfortunately she fears her love is unrequited and has asked me to talk to Cass on her behalf,Она боится безответности и просит поговорить с Касс от её имени
