original,translate
Sleep Resistance,Сопротивление сну
#DamageBonuses,#DamageBonuses
Damage Bonus vs,Бонус к урону против
Abominations,Мерзости
Creature Damage bonuses increase the Damage dealt against certain types of creatures,"Бонусы к урону от существ увеличивают урон, наносимый определенным типам существ"
Animals,Животные
Undead,Нежить
Vermin,Паразиты
Magic Damage Bonus,Бонус к магическому урону
Damage bonuses increase the Damage dealt when using the indicated attack type,"Бонусы к урону увеличивают урон, наносимый при использовании указанного типа атаки"
Melee Damage Bonus,Бонус к урону ближнего боя
Ranged Damage Bonus,Бонус к урону при стрельбе
Unarmed Damage Bonus,Бонус к урону от безоружного оружия
Acid Damage Bonus,Бонус к урону кислотой
Damage Type bonuses increase the Damage dealt when the Damage is of the indicated type,"Бонусы к типу урона увеличивают наносимый урон, если урон имеет указанный тип"
Blunt Damage Bonus,Бонус Дробящему Урону
Cold Damage Bonus,Бонус к урону холодом
Corruption Damage Bonus,Бонус к урону от порчи
Fire Damage Bonus,Бонус к урону от огня
Kinetic Damage Bonus,Бонус к Кинетическому урону
Piercing Damage Bonus,Бонус к Колющему урону
Slashing Damage Bonus,Бонус к Рубящему урону
Sublime Damage Bonus,Возвышенный бонус к урону
Axe Damage Bonus,Бонус к урону от топора
Weapon Damage bonuses increase the Damage dealt when using the indicated Weapon type,"Бонусы к урону от оружия увеличивают урон, наносимый при использовании указанного типа оружия"
Bow Damage Bonus,Бонус к урону от лука
Club Damage Bonus,Бонус к урону дубиной
Heavy Weapon Damage Bonus,Бонус к урону от тяжелого оружия
Light Weapon Damage Bonus,Бонус к урону от легкого оружия
Medium Weapon Damage Bonus,Бонус к урону от среднего оружия
Polearm Damage Bonus,Бонус к урону от оружия
Sword Damage Bonus,Бонус к урону от меча
#DamageResistances,#DamageResistances
Energy Damage Resistance,Сопротивление энергетическому урону
Damage Resistance reduces incoming Damage of the indicated type by a percentage amount equal to the attribute value,"Сопротивление урону снижает входящий урон указанного типа на процентную величину, равную значению атрибута"
A value of 100% or higher means immunity to this damage type,Значение 100% или выше означает иммунитет к этому типу урона.
A negative value means a vulnerability to the damage type,Отрицательное значение означает уязвимость к повреждению данного типа
"If this is the case, incoming Damage will be increased",В этом случае входящий урон будет увеличен
Magical Damage Resistance,Сопротивление магическому урону
Non-Magical Damage Resistance,Сопротивление немагическим повреждениям
Physical Damage Resistance,Устойчивость к физическим повреждениям
Acid Damage Resistance,Сопротивление кислотному урону
Cold Damage Resistance,Сопротивление холодному урону
Corruption Damage Resistance,Сопротивление коррупционному урону
Electric Damage Resistance,Сопротивление электрическим повреждениям
Fire Damage Resistance,Сопротивление урону от огня
Kinetic Damage Resistance,Сопротивление кинетическому урону
Sublime Damage Resistance,Возвышенная устойчивость к повреждениям
Blunt Damage Resistance,Сопротивление добящему урону
Piercing Damage Resistance,Сопротивление пронзающему урону
Slashing Damage Resistance,Сопротивление колющему урону
Psychic Damage Resistance,Сопротивление психическому урону
#Defences,#Оборона
Dodge,Уклон.
DODGE,УКЛОНЕНИЕ
The ability to avoid incoming attacks and other reflex-based dangers,Способность избегать атак и других опасностей на основе рефлексов
"In other words, this determines how hard a character is to hit","Другими словами, это определяет, насколько трудно попасть по персонажу."
Toughness,Крепкость
The character’s ability to withstand adverse physical effects such as disease and poison,"Способность персонажа противостоять неблагоприятным физическим воздействиям, таким как болезнь и яд"
Willpower,Сила воли
Willpower describes a character’s ability to withstand mind-affecting conditions such as those caused by spells,"Сила воли описывает способность персонажа противостоять воздействиям на разум, например, вызванным заклинаниями"
#HitBonuses,#HitBonuses
Bonus - Axes,Бонус - Топоры
Critical bonuses increase your critical chance for the indicated weapon type,Критические бонусы увеличивают шанс критического удара для указанного типа оружия.
Bonus - Bows,Бонус - Лук
Bonus - Clubs,Бонус - Клубы
Bonus Light,Бонусный свет
This bonus applies to Light Weapons,Этот бонус применяется к легкому оружию
Bonus - Blades,Бонус - Лезвия
Bonus - Unarmed,Бонус - безоружный
Hit Bonus - Maneuvers,Бонус к удару - маневры
Maneuver Hit Bonuses are added to the To Hit roll when performing Combat Maneuvers,Бонусы за попадание при выполнении боевых маневров добавляются к броскам на попадание.
Hit Bonus - Abominations,Бонус за попадание - Мерзость
Creature Hit Bonuses are added to the To Hit roll when attacking the indicated creature type,Бонусы за попадание в существо добавляются к броску на попадание при атаке указанного типа существ.
Hit Bonus - Animals,Бонус за попадание - Животные
Hit Bonus - Undead,Бонус к удару - нежить
Hit Bonus - Vermin,Бонус за попадание - паразит
Hit Bonus - Axes,Бонус за попадание - Топоры
Weapon Hit Bonuses are added to the To Hit roll when using weapons of the indicated type,Бонусы за попадание оружием добавляются к броску на попадание при использовании оружия указанного типа
Hit Bonus - Bows,Бонус к попаданию - Лук
Hit Bonus - Clubs,Бонус за попадание - Клубы
Hit Bonus - Heavy Weap,Бонус к попаданию - тяжелое оружие
Hit Bonus - Light Weap,Бонус к удару - легкое оружие
Hit Bonus - Medium Weap,Бонус к попаданию - среднее оружие
Hit Bonus - Polearms,Бонус к попаданию - оружие
Hit Bonus - Blades,Бонус к удару - клинки
Hit Bonus - Unarmed,Бонус к попаданию - безоружное оружие
#MagicAttributes,#MagicAttributes
Magical Attributes,Магические атрибуты
MAGICAL ATTRIBUTES,МАГИЧЕСКИЕ АТРИБУТЫ
Attributes involved in spell-casting,"Атрибуты, участвующие в наложении заклинаний"
Attunement,Мана
Describes a character's magical energy and determines how many spells can be cast,"Описывает магическую энергию персонажа и определяет, сколько заклинаний он может наложить"
Attunement refills fully when the character rests in a camp,"Мана полностью восстанавливается, когда персонаж отдыхает в лагере"
Note that different classes use different root abilities for Attunement,"Учтите, что разные классы используют разные базовые атрибуты для Маны"
Magical Aptitude,Магич. талант
MAGICAL APTITUDE,МАГИЧЕСКИЙ ТАЛАНТ
The Magical Aptitude score is added to the numerical value of spells such as the amount of damage dealt or vitality healed,"Показатель магического таланта добавляется к числовому значению заклинаний, например, к количеству наносимого урона или исцеляемой жизненной силы."
Max Cascade,Макс. Каскад
MAX CASCADE,МАКСИМАЛЬНЫЙ КАСКАД
The maximum numbers of spells a spellcaster can cast in a single turn due to Cascade effects,"Максимальное количество заклинаний, которое заклинатель может произнести за один ход из-за каскадных эффектов"
Magic Schools,Магические школы
The Schools of Magic,Школы магии
The value of this attribute indicates the maximum tier of spell from that school the character may cast,"Значение этого атрибута указывает на максимальный уровень заклинания из этой школы, который персонаж может произнести."
Aura Radius,Радиус ауры
"If non-zero, this number is added to the radius of your spells with Aura-shaped area of effects","Если это число ненулевое, оно добавляется к радиусу действия ваших заклинаний с областью действия в форме ауры."
Line Range,Линейный диапазон
"If non-zero, this number is added to the width and length of your spells with Line- and Cone-shaped areas of effects","Если это число ненулевое, оно добавляется к ширине и длине ваших заклинаний с областями действия в форме линий и конусов."
Sphere Radius,Радиус сферы
"If non-zero, this number is added to the radius of your spells with Sphere-shaped area of effects","Если это число не равно нулю, оно добавляется к радиусу действия ваших заклинаний с областью действия в форме сферы"
#MagicSchools,#MagicSchools
Air Magic School,Школа воздушной магии
The value of this attribute indicates the highest Spell Tier of Air magic spells you may cast,"Значение этого атрибута указывает на наивысший уровень заклинаний магии воздуха, которые вы можете произносить."
Bardic Magic School,Школа бардовской магии
The value of this attribute indicates the highest Spell Tier of Bardic magic spells you may cast,"Значение этого атрибута указывает на наивысший уровень заклинаний бардовской магии, которые вы можете произносить"
Body Magic School,Школа магии тела
The value of this attribute indicates the highest Spell Tier of Body magic spells you may cast,"Значение этого атрибута указывает на наивысший уровень заклинаний магии тела, которые вы можете произносить."
Earth Magic School,Школа магии Земли
The value of this attribute indicates the highest Spell Tier of Earth magic spells you may cast,"Значение этого атрибута указывает наивысший уровень заклинаний магии земли, которые вы можете произносить."
Fire Magic School,Школа огненной магии
The value of this attribute indicates the highest Spell Tier of Fire magic spells you may cast,"Значение этого атрибута указывает наивысший уровень заклинаний магии огня, которые вы можете произносить."
Mind Magic School,Школа волшебства разума
The value of this attribute indicates the highest Spell Tier of Mind magic spells you may cast,"Значение этого атрибута указывает наивысший уровень заклинаний магии разума, которые вы можете произносить."
Nature Magic School,Школа волшебства природы
The value of this attribute indicates the highest Spell Tier of Nature magic spells you may cast,"Значение этого атрибута указывает наивысший уровень заклинаний магии природы, которые вы можете произносить."
Spirit Magic School,Школа волшебства духов
The value of this attribute indicates the highest Spell Tier of Spirit magic spells you may cast,"Значение этого атрибута указывает на наивысший уровень заклинаний магии духа, которые вы можете произносить"
#PrimaryAttributes,#PrimaryAttributes
Agility,Ловкость
"A measure of hand-eye coordination, nimbleness and dexterity","Показатель зрительно-моторной координации, ловкости рук и сноровки"
Describes how tough and resilient a character is,"Описывает, насколько крут и вынослив персонаж."
Intellect,Интеллект
"Mental acuity, recall and analytical skill","Острота ума, память и аналитические способности"
Presence,Харизма
A character's ability to read and react to the surrounding environment and people,Способность персонажа читать и реагировать на окружающую обстановку и людей
Strength,Сила
A measure of a character's brawn and physical power,Мера мускулов и физической силы персонажа
#SecCombatAttributes,#SecCombatAttributes
Arrow Recovery,Восстановление стрел
The percentage chance that an arrow fired by the character in combat can be recovered and reused,"Процентный шанс того, что стрела, выпущенная персонажем в бою, может быть восстановлена и использована повторно"
Attack Count,Счетчик атак
The number of Attacks the character can potentially perform in a full round of combat,"Количество атак, которые персонаж потенциально может совершить за полный раунд боя"
"Typically a character cannot perform multiple Attacks if they also move, or perform move-equivalent actions the same turn","Как правило, персонаж не может совершить несколько Атак, если он также двигается или выполняет действия, эквивалентные движению, в тот же ход."
Backstab Bonus,Бонус к удару в спину
"If a successful Backstab Attack is performed, this Attribute is multiplied by the Weapon’s Crit multiplier and added to the total Damage",При успешной атаке в спину этот атрибут умножается на множитель крита оружия и добавляется к общему урону.
Carrying Bonus,Бонус за перенос
A bonus in pounds added to the character’s Carrying Capacity,"Бонус в фунтах, добавляемый к грузоподъемности персонажа"
Charge Bonus,Бонус за зарядку
"If a character is charging, this bonus is added on top of the base charge bonus","Если персонаж заряжается, этот бонус добавляется к базовому бонусу заряда."
The charge bonus is added to the following attack’s To Hit and Damage roll,Бонус заряда добавляется к следующему броску атаки на попадание и урон.
Defend Bonus,Бонус за защиту
The bonus that is added to a character’s Dodge value when performing the Defend action,"Бонус, который добавляется к значению Укланения персонажа при выполнении защитного действия"
Flanking Bonus,Фланговый бонус
The bonus that is added to a character’s To Hit roll when attacking a Flanked opponent,"Бонус, который добавляется к броску на попадание персонажа при атаке противника, находящегося на фланге"
Loot Bonus,Бонус к луту
This attribute provides a percentage bonus increase of the amount of gold you find by looting corpses after combat,"Этот атрибут дает процентный бонус к количеству золота, которое вы находите, разграбляя трупы после боя"
Movement,Движение
The number of tiles a character can move during a single combat turn and still attack,"Количество плиток, на которые персонаж может переместиться за один боевой ход и при этом атаковать"
Phalanx Bonus,Фаланга Бонуса
"If wielding a shield, you get a bonus to Dodge for each adjacent ally up to your Phalanx value","При использовании щита вы получаете бонус к Уклонению за каждого союзника, находящегося рядом, до значения вашей фаланги"
This means that you do not get any such bonus if your bonus is,"Это означает, что вы не получите такой бонус, если ваш бонус"
Regeneration,Регенерация
"If above 0, you regain a number of Vitality points at the beginning of each combat turn equal to your Regeneration score","Если значение больше 0, то в начале каждого боевого хода вы восстанавливаете количество очков Живучести, равное вашему показателю Регенерации"
Retribution,Возмездие
"If above 0, you deal damage equal to your retribution score to any opponents that score a melee attack hit against you","Если значение больше 0, вы наносите урон, равный вашему показателю возмездия, всем противникам, которые наносят вам удар атакой ближнего боя"
Natural Soak,Натуральная пропитка
Natural soak represents soak derived from a thick skin or unnaturally high resistance to physical damage,"Естественная пропитка представляет собой пропитку, полученную благодаря толстой коже или неестественно высокой устойчивости к физическим повреждениям"
XP Percentage Bonus,Процентный бонус XP
"If above 0, this attribute provides a percentage bonus to all XP gained for this character","Если этот атрибут больше 0, то он дает процентный бонус ко всем XP, полученным этим персонажем"
#Secondary Attributes,#Вторичные атрибуты
Vitality,Живучесть
Vitality describes the amount of damage a character can take before becoming seriously wounded,"Живучесть описывает количество урона, которое персонаж может получить, прежде чем будет серьезно ранен."
Vitality is fairly easily regained through the use of consumable items and spells,Живучесть довольно легко восстанавливается с помощью расходуемых предметов и заклинаний
Wounds,Очки Ран
Wounds represent serious injury to the character,Очки ран отображают серьёзные повреждения персонажа
"Wounds are much harder to recover for characters, typically requiring bed rest","Очки Ран восстанавливаются гораздо труднее, обычно требуя постельного режима"
#Skills,#Skills
Athletics,Атлетика
"Athletics are used to jump, climb, swim or sprint","Атлетика используется для прыжков, лазания, плавания или спринта."
Awareness,Внимание
The ability to notice small details and hidden things,Способность замечать мелкие детали и скрытые вещи
Crafting,Ремесло
Crafting is used when creating items at crafting stations,Ремесло используется при создании предметов на станциях ремесла
Diplomacy,Дипломатия
"Diplomacy is used to lie, bargain or sway others in negotiations","Дипломатия используется для того, чтобы лгать, торговаться или убеждать других в ходе переговоров"
It influences prices at merchants,Влияет на цены у торговцев
Healing,Исцеление
Healing is used in camp to increase the rate of wound recovery for wounded characters,"Исцеление используется в лагере, чтобы увеличить скорость восстановления ран у раненых персонажей"
It also influences the amount of vitality regained from healing potions and is used in dialogue tests when dealing with medical issues and such,"Он также влияет на количество жизненной силы, восстанавливаемой с помощью зелий исцеления, и используется в диалогах при решении медицинских вопросов и тому подобного."
Lore,Знание
A general knowledge skill,Общие знания
Stealth,Скрытность
Stealth is used during adventuring,Скрытность используется во время приключений
In particular it determines if NPCs notice the party as it moves around,"В частности, он определяет, замечают ли NPC партию во время ее передвижения."
Survival,Выживание
"Survival is used to forage for food, navigate difficult overland terrain and also determines a character's general knowledge of nature","Выживание используется для добычи пищи, перемещения по труднопроходимой местности, а также определяет общие знания персонажа о природе."
Thievery,Воровство
Used to pick locks and pockets as well as to steal from shops,"Используется для взлома замков и карманов, а также для краж из магазинов"
