original,translate
I gave the Reaver Tablets to the Butcher,Я отдал скрижали Ривера Мяснику.
He now intends to make an offering of Oleg as part of his ascent to Father's side,"Теперь он намерен принести Олега в жертву, как часть своего восхождения на сторону Отца."
He's asked me to go tell Kala he wants her at his side for the final slaughter,"Он попросил меня передать Кале, что хочет, чтобы она была рядом с ним во время последней бойни."
The Butcher's Designs,Дизайн мясника
I met the Reaver chieftain that calls himself “The Butcher,"Я познакомился с вождем бродяг, который называет себя ""Мясником""."
He’s determined to win the favor of the one the Reavers call Father by subjugating his siblings,"Он намерен завоевать расположение того, кого Риверы называют Отцом, подчинив себе своих братьев и сестер."
Oleg and Kala,Олег и Кала
For starters he’s asked me to steal a pair of unholy tablets that are currently in the possession of Oleg,"Для начала он попросил меня выкрасть пару нечестивых скрижалей, которые сейчас находятся у Олега"
They are being kept in tunnels under Oleg's lodge in the east end of town,Их держат в туннелях под домом Олега в восточной части города.
There is apparently a secret entrance to them if I “don’t mind wading through shit,"По всей видимости, в них есть тайный вход, если я ""не против побродить по дерьму""."
The Waif,Вайф
I met a young girl in the ruins of Horryn and managed to win her trust with some food,В руинах Хоррина я встретил молодую девушку и сумел завоевать ее доверие с помощью еды.
She has proven quite resourceful and has successfully managed to evade the Reavers,Она оказалась весьма находчивой и сумела успешно скрыться от Риверов.
It turns out she had quite a bit of information about them,"Оказалось, что у нее было довольно много информации о них."
She’s currently hiding in an alley west of the plaza,Сейчас она прячется в переулке к западу от площади.
A Strange Growth,Странный рост
I came across a strange fungus growing on some of the fresh corpses in the crypt under the Horryn temple,"В склепе под храмом Хоррина я наткнулся на странный грибок, растущий на некоторых свежих трупах."
It’s difficult to say what it is but is seems to be out of place there,"Трудно сказать, что это такое, но кажется, что оно здесь не к месту."
Joran the Usurper,Джоран Узурпатор
A strange and ancient creature clings to undeath in the bowels of the catacombs under Horryn,В недрах катакомб под Хоррином затаилось странное и древнее существо.
The hateful creature will not rest until I bring it the sword of “Joran the Usurper,"Ненавистная тварь не успокоится, пока я не принесу ей меч ""Джорана-узурпатора""."
I wonder if this usurper could be buried in one of the other tombs in this catacomb,"Интересно, может ли этот узурпатор быть похоронен в одной из других гробниц в этой катакомбе?"
Main Gate Opened,Главные ворота открыты
The main gate of Horryn is now opened!,Главные ворота Хоррина открыты!
Sea-Gate Open,Морские ворота открыты
The Horryn sea-gate is now opened!,Морские ворота Хоррина открыты!
The Art Dealer,Арт-дилер
An art-dealer down in the Underhalls beneath Horryn is looking to buy strange and unusual artifacts if I find any,"Торговец предметами искусства в подземных холлах под Хоррином хочет купить странные и необычные артефакты, если я найду таковые."
Reaver Cellar,Погреб Ривер
A pair of Reavers appeared to be guarding something in the cellar under Olge’s lodge,"Пара риверов, похоже, что-то охраняла в подвале под домиком Ольге."
#Chapter 3,#Глава 3
To Find a Ship,Найти корабль
We must find a ship willing to take us to Gradla,"Мы должны найти корабль, который доставит нас в Градлу."
Markus the chamberlain suggests I seek out the smugglers that are rumored to be holed up in a cave north-west of Horryn,"Камердинер Маркус предлагает мне разыскать контрабандистов, которые, по слухам, скрываются в пещере к северо-западу от Хоррина."
That would place it somewhere near the location 66 by 91 on the Outer Isles map,"Это означает, что он находится где-то рядом с местом 66 на 91 на карте Внешних островов."
We must find a ship willing to take us to Gradla and I think the ship and crew hiding in the sea-caves north-west of town is likely my best bet,"Мы должны найти корабль, готовый доставить нас в Градлу, и я думаю, что корабль с командой, спрятанный в морских пещерах к северо-западу от города, - лучший вариант."
The cave is located at position 66 by 91 on the Outer Isles map,Пещера находится в позиции 66 на 91 на карте Внешних островов.
Horryn is Saved,Хоррин спасена
I managed to storm the keep in Horryn and stamp out the last remnants of the Reavers,Мне удалось взять штурмом замок в Хоррине и уничтожить последние остатки Риверов.
"Though hundreds are dead and the city in ruins, Horryn appears to be safe for now","Хотя сотни людей погибли, а город лежит в руинах, Хоррин, похоже, пока в безопасности."
Iago Rejoins his Crew,Яго вновь присоединяется к команде
Iago has gone ahead to rejoin his crew and begin preparations for us to sail for Gradla,Яго отправился воссоединиться со своей командой и начать подготовку к отплытию в Градлу.
He awaits us up in a large sea-cave at position 66 by 91 on the Outer Isles map,Он ждет нас в большой морской пещере в позиции 66 на 91 на карте Внешних островов.
That should make it north-west of Horryn,Это должно быть к северо-западу от Хоррина.
#Chapter 4,#Глава 4
Colony Collapse,Распад колонии
I found several dead or dying bee-hives in Firgol,Я нашел в Фирголе несколько мертвых или умирающих пчелиных ульев.
It seems the bees there are fighting amongst each other,"Кажется, пчелы там дерутся между собой."
Firgol Bees,Пчелы Фиргола
"Despite assurances that ‘Firgol bees do not sting’, I found the bees in one of the hives to be quite aggressive","Несмотря на заверения в том, что ""пчелы Фиргола не жалят"", я обнаружил, что пчелы в одном из ульев были довольно агрессивными."
I may need to find some way of pacifying them if I am going to get at the honey,"Возможно, мне придется найти способ утихомирить их, если я хочу добраться до меда."
Trapped Mine Tunnel,Туннель шахты с ловушкой
I’ve rigged one of the tunnels in the mine at Adler’s Helm to collapse,Я подстроил обрушение одного из туннелей в шахте у Шлема Адлера.
The trap can be triggered by using a rope to pull away the remaining support-beam and I’m certain it could be done rapidly if need be,"Ловушку можно запустить с помощью веревки, чтобы отодвинуть оставшуюся опорную балку, и я уверен, что при необходимости это можно сделать быстро."
The False Tomb,Ложная гробница
I found and opened the sarcophagus in the Priory catacombs central tomb-chamber,Я нашел и открыл саркофаг в центральной гробнице-камере катакомб Приората.
"Surprisingly, it turns out to be empty!","Удивительно, но он оказывается пустым!"
A decoy perhaps?,"Возможно, приманка?"
The Gong,Гонг
I performed a ritual using the gong outside the tomb chamber,Я провел ритуал с использованием гонга за пределами гробницы.
I have a strong feeling it was correctly performed though I cannot tell exactly to what purpose,"У меня есть сильное чувство, что она была выполнена правильно, хотя я не могу точно сказать, с какой целью."
Perhaps some kind of trap was deactivated?,"Возможно, какая-то ловушка была деактивирована?"
Tunnels in the Dark,Туннели в темноте
I found a secret exit in the tomb-chamber that leads to tunnels engulfed by magical darkness,"Я нашел тайный выход в гробнице, который ведет в туннели, окутанные магической тьмой."
I feel certain the way forwards lie through these tunnels though I must take care not to get lost in the dark as I attempt to navigate them,"Я уверен, что путь вперед лежит через эти туннели, но я должен позаботиться о том, чтобы не заблудиться в темноте, когда буду пытаться пройти по ним."
The First Sarcophagus,Первый саркофаг
I found a sarcophagus under the Priory with the following description,Я нашел под Приоратом саркофаг со следующим описанием
Carroleth of the Crystal Eye - First Grandmaster of the Order of the Crystal Eye,Карролет из Хрустального Глаза - первый гроссмейстер ордена Хрустального Глаза
The Second Sarcophagus,Второй саркофаг
Rothrax the Gray - Second Grandmaster of the Order of the Crystal Eye,Ротракс Серый - второй гроссмейстер ордена Хрустального глаза
The Third Sarcophagus,Третий саркофаг
Kalamar the Wise - Third Grandmaster of the Order of the Crystal Eye,Каламар Мудрый - третий гроссмейстер ордена Хрустального глаза
The Ascension Chamber,Палата Вознесения
I found the chamber where Calipero’s apprentices go to “ascend” as a reward for their service,"Я нашел камеру, куда ученики Калиперо отправляются, чтобы ""вознестись"" в награду за свою службу."
"Grotesquely, the chamber appears to be nothing more than a crematorium",В гротескном виде камера выглядит не более чем крематорий
Kill the Queen,Убить королеву
I found a strange queen in one of the hives,В одном из ульев я обнаружил странную королеву.
I suspect it’s the cause of the collapse of the other colonies and so I quickly dispatched it,"Я подозреваю, что это причина краха других колоний, поэтому я быстро избавился от него."
Pilgrim's Shrines,Святыни паломников
I found an old pilgrim’s shrine,Я нашел старое святилище паломников.
If I could somehow learn the proper prayers and rituals I could probably complete the pilgrimage myself if I wanted,"Если бы мне удалось каким-то образом выучить правильные молитвы и ритуалы, я бы, наверное, смог совершить паломничество самостоятельно, если бы захотел."
The Maiden Sets Sail,Дева отплывает
We’ve taken to the high seas on the Weathermaiden,Мы вышли в открытое море на судне Weathermaiden
"We must, however, stay close to shore lest we invoke the wrath of the behemoth that stalks the deeper seas of the Outer Isles","Однако мы должны держаться ближе к берегу, чтобы не навлечь на себя гнев чудовища, которое бродит в глубине морей Внешних островов."
#Chapter 5,#Глава 5
A Language of Pure Logic,Язык чистой логики
I managed to somehow become attuned to the language of the great machine inside the ancient structure,Мне удалось каким-то образом настроиться на язык огромной машины внутри древнего сооружения.
