Not sure what he meant and he left before I could push him further,"Не знаю, что он имел в виду, и он ушел, прежде чем я смог расспросить подробнее",id:IntroSurgeonJournal.Node_1;source:description
Written today,"Написано сегодня",id:IntroSurgeonJournal.Node_2;source:description
Men are about to break,"Люди на грани срыва",id:IntroSurgeonJournal.Node_2;source:description
We cannot maintain our course for Idra,"Мы не можем держать курс на Идру",id:IntroSurgeonJournal.Node_2;source:description
Captain advised me today to make ready the surgery and to expect casualties,"Капитан сегодня посоветовал мне подготовить лазарет и ожидать раненых",id:IntroSurgeonJournal.Node_2;source:description
I suspect he intends to inform our passengers that he refuses to land on the island,"Подозреваю, он намерен сообщить нашим пассажирам, что отказывается высаживаться на остров",id:IntroSurgeonJournal.Node_2;source:description
If this is my last,"Если это моя последняя",id:IntroSurgeonJournal.Node_2;source:description
The entry trails off,"Запись обрывается",id:IntroSurgeonJournal.Node_2;source:description
#,#
# Chapter_0,# Глава_0
#,#
#IntroBerrynGuard
A guardsman dressed in the livery of the noble house Berryn,"Стражник в ливрее благородного дома Берринов",id:IntroBerrynGuard.MeetLyra;source:description
The guard scowls somewhat at you,"Стражник слегка хмурится на тебя",id:IntroBerrynGuard.MeetLyra;source:description
Armsmaster Lyra awaits you at the main entrance,"Мастер Оружия Лира ждет вас у главного входа",id:IntroBerrynGuard.MeetLyra;source:description
You best talk to her if you've not already done so,"Лучше поговорите с ней, если еще не сделали этого",id:IntroBerrynGuard.MeetLyra;source:description
Leave,"Уйти",id:IntroBerrynGuard.MeetLyra.Exit_1194;source:option;target:{clearScene},
You'll find the kitchen in the eastern end of the courtyard,"Кухню вы найдете в восточной части двора",id:IntroBerrynGuard.Directions;source:description
The garden and hedge-maze is to the west,"Сад и лабиринт из живой изгороди находятся на западе",id:IntroBerrynGuard.Directions;source:description
And I needn't remind you that it's a poor idea to enter the maze without a lantern,"И не стоит напоминать, что входить в лабиринт без фонаря — плохая идея",id:IntroBerrynGuard.Directions;source:description
Have a good evening m'Lord,"Приятного вечера, милорд",id:IntroBerrynGuard.Directions;source:description
Have a good evening m'Lady,"Приятного вечера, миледи",id:IntroBerrynGuard.Directions;source:description
#IntroCato
Cato stands - with poorly concealed effort,"Като встает — плохо скрывая усилия",id:IntroCato.CatoEnding1;source:description
And {PLAYER},"А {PLAYER}",id:IntroCato.CatoEnding1;source:description
"You stand, and meet his gaze","Вы встаете и встречаетесь с ним взглядом",id:IntroCato.CatoEnding1;source:description
Return her to me,"Верни её мне",id:IntroCato.CatoEnding1;source:description
There is no other outcome of this affair,"Нет другого исхода этого дела",id:IntroCato.CatoEnding1;source:description
New notes,"Новые заметки",id:IntroCato.CatoEnding1;source:notes
Cato,"Като",id:IntroCato.CatoEnding1;source:notes
Downplay the tone of him seeing Embla as his hopeless little girl,"Стоит немного смягчить тон в отношении того, как он видит Эмблу — не как свою безнадёжную маленькую девочку",id:IntroCato.CatoEnding1;source:notes
She is a pretty strong woman and Cato sees her as such,"Она, в сущности, сильная женщина, и Като воспринимает её именно так",id:IntroCato.CatoEnding1;source:notes
He is also very much aware of Emblas true heritage and why she has seeked out the Priory,"Он также прекрасно осведомлён о её истинном происхождении и о причинах, по которым она обратилась к Приорату",id:IntroCato.CatoEnding1;source:notes
"So we need to avoid going too deep in signaling a ""damsel in distress"" situation (even though we could subvert it later","Так что нам нужно избегать слишком явных намёков на образ ""девушки в беде"" — даже если позже мы захотим это обыграть наоборот",id:IntroCato.CatoEnding1;source:notes
"Shake his hand, and leave","Пожать ему руку и уйти",id:IntroCato.CatoEnding1.Exit_166;source:option,
"Remain silent, and leave","Промолчать и уйти",id:IntroCato.CatoEnding1.Exit_167;source:option,
"You have my word, Cato","Даю тебе слово, Като",id:IntroCato.CatoEnding1.Exit_170;source:option
LEAVE,"УЙТИ",id:IntroCato.CatoEnding1.Exit_170;source:option
Cato Berryn,"Като Беррин",id:IntroCato.CatoIntro1;source:title,
"Cato Berryn sits tall in a tasteful, but modest reception room","Като Беррин сидит прямо в изысканной, но скромной приемной",id:IntroCato.CatoIntro1;source:description
He looks less imposing than you remember - and with a few more crow's feet,"Он выглядит менее внушительно, чем вы помните — и с большим количеством морщинок",id:IntroCato.CatoIntro1;source:description
"Nonetheless, he's lost none of his composure or air of casual authority","Тем не менее, он не утратил ни самообладания, ни своего непринужденного авторитета",id:IntroCato.CatoIntro1;source:description
Continue,"Продолжить",id:IntroCato.CatoIntro1.Exit_16;source:option;target:CatoIntro2,
You take a seat across a formidable desk from him,"Вы садитесь напротив него за внушительный стол",id:IntroCato.CatoIntro2;source:description
"This study, like the rest of the villa, is half-lit, giving a morose cast to its opulence","Этот кабинет, как и остальная часть виллы, освещен вполсилы, придавая мрачный оттенок его роскоши",id:IntroCato.CatoIntro2;source:description
"The older man's face creases into a tired, but genuine smile, which momentarily lifts some of the room's oppressive mood","Лицо пожилого мужчины морщится в усталой, но искренней улыбке, которая на мгновение рассеивает часть гнетущей атмосферы комнаты",id:IntroCato.CatoIntro2;source:description
It's a mercy to see you again - your own man and in your prime,"Милость божья снова видеть тебя — самостоятельного мужчину в расцвете сил",id:IntroCato.CatoIntroFinal;source:description
"Cato says, before a frown consumes his smile","говорит Като, прежде чем хмурость поглощает его улыбку",id:IntroCato.CatoIntroFinal;source:description
It's just a shame our reunion is overshadowed by the fates of those we love,"Жаль только, что наша встреча омрачена судьбами тех, кого мы любим",id:IntroCato.CatoIntroFinal;source:description
"But perhaps, together, we can yet improve our collective circumstances?","Но возможно, вместе мы ещё сможем улучшить наши общие обстоятельства?",id:IntroCato.CatoIntroFinal;source:description
It's a mercy to see you again - your own woman and in your prime,"Милость божья снова видеть тебя — самостоятельную женщину в расцвете сил",id:IntroCato.CatoIntroFinal;source:description
Why have you summoned me?,"Зачем ты меня призвал?",id:IntroCato.CatoIntroFinal.Exit_17;source:option;target:CatoMission1,
"So, you know my Father is dead","Значит, ты знаешь, что мой отец мертв",id:IntroCato.CatoIntroFinal.Exit_18;source:option;target:CatoMission_Father1,
"Cato leans forward, hands clasped beneath his chin","Като наклоняется вперед, сжав руки под подбородком",id:IntroCato.CatoMission_Father1;source:description
I shan't deny it,"Не стану отрицать",id:IntroCato.CatoMission_Father1;source:description
I was saddened to hear of his passing,"Мне было грустно узнать о его кончине",id:IntroCato.CatoMission_Father1;source:description
"Despite everything, I remember him fondly","Несмотря ни на что, я помню его с теплотой",id:IntroCato.CatoMission_Father1;source:description
You drove him to drink and mercenary work,"Ты довел его до пьянства и наемной работы",id:IntroCato.CatoMission_Father1.Exit_133;source:option;target:CatoMission_Father2,
No need to dwell on the past,"Не стоит ворошить прошлое",id:IntroCato.CatoMission_Father1.Exit_134;source:option;target:CatoMission_Father5,
"Cato leans back again, and his eyes go distant","Като снова откидывается назад, и его взгляд становится отстраненным",id:IntroCato.CatoMission_Father2;source:description
He failed in his duties,"Он не справился со своими обязанностями",id:IntroCato.CatoMission_Father2;source:description
"For an arms-master, there is no greater shame than a lapse of vigilance","Для Мастера Оружия нет большего позора, чем потеря бдительности",id:IntroCato.CatoMission_Father2;source:description
He drove himself into exile,"Он сам обрек себя на изгнание",id:IntroCato.CatoMission_Father2;source:description
Lyra shifts slightly behind Cato,"Лира слегка шевелится позади Като",id:IntroCato.CatoMission_Father2;source:description
"If he failed, then it was never possible to succeed","Если он потерпел неудачу, значит, успех был невозможен",id:IntroCato.CatoMission_Father2.Exit_136;source:option;target:CatoMission_Father3,
Say nothing,"Промолчать",id:IntroCato.CatoMission_Father2.Exit_137;source:option;target:CatoMission_Father2_1,
A pregnant pause,"Многозначительная пауза",id:IntroCato.CatoMission_Father2_1;source:description
He failed her,"Он подвел её",id:IntroCato.CatoMission_Father2_1;source:description
Your father's exile was a sorrow to me,"Изгнание твоего отца причинило мне боль",id:IntroCato.CatoMission_Father2_1;source:description
Yet he could not remain in the household - for Embla's sake,"Но он не мог остаться в доме — ради Эмблы",id:IntroCato.CatoMission_Father2_1;source:description
"The loss of a mother is tragedy enough, without being reminded of it","Потеря матери — сама по себе достаточная трагедия, чтобы ещё и напоминать о ней",id:IntroCato.CatoMission_Father2_1;source:description
Embla?,"Эмбла?",id:IntroCato.CatoMission_Father2_1.Exit_137;source:option;target:CatoMission_Father4
Do not hide behind your daughter,"Не прячься за свою дочь",id:IntroCato.CatoMission_Father2_1.Exit_137;source:option;target:CatoMission_Father4
The past is done with!,"С прошлым покончено!",id:IntroCato.CatoMission_Father2_1.Exit_776_1;source:option;target:CatoMission_Father5,
Tell me why I'm here!,"Скажи, зачем я здесь!",id:IntroCato.CatoMission_Father2_1.Exit_138;source:option;target:CatoMission1,
That may be so,"Возможно, так оно и есть",id:IntroCato.CatoMission_Father3;source:description
But it is done,"Но свершилось то, что свершилось",id:IntroCato.CatoMission_Father3;source:description
I regret his loyalty could not be rewarded,"Сожалею, что его верность не была вознаграждена",id:IntroCato.CatoMission_Father3;source:description
Sometimes...the tapestry's weave is not so easy to discern,"Иногда... узор гобелена не так легко разглядеть",id:IntroCato.CatoMission_Father3;source:description
"Cato's face is still mild, yet you sense his tone hardening","Лицо Като по-прежнему спокойно, но вы чувствуете, как его тон становится жестче",id:IntroCato.CatoMission_Father3;source:description
Fine,"Хорошо",id:IntroCato.CatoMission_Father3.Exit_776;source:option;target:CatoMission_Father5
I'm sure we've both moved on,"Уверен, каждый из нас уже оставил это позади",id:IntroCato.CatoMission_Father3.Exit_776;source:option;target:CatoMission_Father5
"By exiling him, you condemned me as well","Изгнав его, ты осудил и меня",id:IntroCato.CatoMission_Father3.Exit_774;source:option;target:CatoMission_Father4,
Your anger is understandable,"Твой гнев понятен",id:IntroCato.CatoMission_Father4;source:description
The hardships you must have suffered on the road are written in your face,"Тяготы, которые ты {IFHE перенес | перенесла} в пути, написаны на твоем лице",id:IntroCato.CatoMission_Father4;source:description
"Such is the cost of mercenary work, I suppose","Таков, полагаю, удел наемника",id:IntroCato.CatoMission_Father4;source:description
But do not presume to understand the forces that were at play,"Но не смей думать, что понимаешь силы, которые были в игре",id:IntroCato.CatoMission_Father4;source:description
And still are,"И все еще есть",id:IntroCato.CatoMission_Father4;source:description
"Just tell me why I'm here, old man!","Просто скажи, зачем я здесь, старик!",id:IntroCato.CatoMission_Father4.Exit_140;source:option;target:CatoMission1,
"Cato is caught off-guard for a moment, before letting out a deep breath","Като на мгновение теряется, прежде чем глубоко вздохнуть",id:IntroCato.CatoMission_Father5;source:description
Then the years have bestoweed you with wisdom,"Тогда годы одарили тебя мудростью",id:IntroCato.CatoMission_Father5;source:description
"I am glad, for it has forsaken the House of Berryn","Я рад, ибо оно покинуло Дом Берринов",id:IntroCato.CatoMission_Father5;source:description
Why have you called me here?,"Зачем ты меня призвал?",id:IntroCato.CatoMission_Father5.Exit_183;source:option;target:CatoMission1,
Embla is missing,"Эмбла пропала",id:IntroCato.CatoMission1;source:description
"Cato's voice quivers momentarily, betraying his stoic features","Голос Като на мгновение дрожит, выдавая его стоические черты",id:IntroCato.CatoMission1;source:description
"Now I beg of you, {PLAYER}","Теперь я умоляю тебя, {PLAYER}",id:IntroCato.CatoMission1;source:description
Help me find my daughter,"Помоги мне найти мою дочь",id:IntroCato.CatoMission1;source:description
"Help her return home, where she belongs","Помоги ей вернуться домой, где её место",id:IntroCato.CatoMission1;source:description
Why me?,"Почему я?",id:IntroCato.CatoMission1.Exit_20;source:option;target:CatoMission2,
What's happened to her?,"Что с ней случилось?",id:IntroCato.CatoMission1.Exit_142;source:option;target:CatoMission3,
Is it not obvious?,"Разве не очевидно?",id:IntroCato.CatoMission2;source:description
You've clearly grown to inherit your fathers resourcefulness - and besides - Embla has trusted you since before either of you could speak,"Ты явно {IFHE унаследовал | унаследовала} изобретательность своего отца — и кроме того — Эмбла доверяла тебе еще до того, как вы {IFHE научились | научились} говорить",id:IntroCato.CatoMission2;source:description
And now the fool has got herself into trouble?,"И теперь эта дурочка влипла в неприятности?",id:IntroCato.CatoMission2.Exit_135;source:option;target:CatoMission3,
"She left without notice, a week ago","Она ушла без предупреждения неделю назад",id:IntroCato.CatoMission3;source:description
"From the scant clues we had, we believe she boarded a ship bound for one of the Outer Isles, Idra","По скудным уликам, которые у нас есть, мы полагаем, что она села на корабль, направлявшийся к одному из Внешних Островов — Идре",id:IntroCato.CatoMission3;source:description
She went of her own free will,"Она ушла по собственной воле",id:IntroCato.CatoMission3;source:description
At the time I thought little of it,"Тогда я не придал этому значения",id:IntroCato.CatoMission3;source:description
Cato begins to glower,"Като начинает хмуриться",id:IntroCato.CatoMission3;source:description
"Since then, however, there have been 'reports'","Однако с тех пор поступали 'сообщения'",id:IntroCato.CatoMission3;source:description
Grave ones,"Тревожные",id:IntroCato.CatoMission3;source:description
Reports?,"Сообщения?",id:IntroCato.CatoMission3.Exit_145;source:option;target:Reports1,
Something has been building in her for years,"Что-то зрело в ней годами",id:IntroCato.CatoMission4_Idra1;source:description
An 'aptitude' of sorts,"Некая 'способность', если угодно",id:IntroCato.CatoMission4_Idra1;source:description
But I suspect you already knew?,"Хотя, полагаю, ты уже знаешь об этом?",id:IntroCato.CatoMission4_Idra1;source:description
"In any case, it's grown much stronger lately and drives her in ways I cannot understand","В любом случае, в последнее время это стало куда сильнее и ведёт её путями, которых я не понимаю",id:IntroCato.CatoMission4_Idra1;source:description
I suspect she is looking for... answers,"Подозреваю, она ищет... ответы",id:IntroCato.CatoMission4_Idra1;source:description
But why Idra?,"Но почему Идра?",id:IntroCato.CatoMission4_Idra1.Exit_146;source:option;target:CatoMission5_Priory1,
An aptitude?,"Способность?",id:IntroCato.CatoMission4_Idra1.Exit_147;source:option;target:CatoMission5_Arcane1,
What am I to do?,"Что мне делать?",id:IntroCato.CatoMission4_Idra1.Exit_168;source:option;target:CatoMission7,
An aptitude of the worst kind,"Способность худшего рода",id:IntroCato.CatoMission5_Arcane1;source:description
It does not spring from the canonical Imperial praxis,"Она не исходит из канонической имперской практики",id:IntroCato.CatoMission5_Arcane1;source:description
Instead it comes from elsewhere,"Вместо этого она приходит откуда-то еще",id:IntroCato.CatoMission5_Arcane1;source:description
It is the kind the Empire does not suffer to exist,"Это тот вид, существование которого Империя не терпит",id:IntroCato.CatoMission5_Arcane1;source:description
I hope it's only answers that she seeks,"Надеюсь, она ищет только ответы",id:IntroCato.CatoMission5_Arcane1;source:description
I see,"Понятно",id:IntroCato.CatoMission5_Arcane1.Exit_153;source:option;target:CatoMission7
What can I do?,"Что я могу сделать?",id:IntroCato.CatoMission5_Arcane1.Exit_153;source:option;target:CatoMission7
Why indeed?,"Действительно, почему?",id:IntroCato.CatoMission5_Priory1;source:description
There is little on the island save the port of Horryn,"На острове мало что есть, кроме порта Хоррин",id:IntroCato.CatoMission5_Priory1;source:description
"If Idra was her destination, she must have landed there","Если Идра была её пунктом назначения, она должна была высадиться там",id:IntroCato.CatoMission5_Priory1;source:description
Horryn?,"Хоррин?",id:IntroCato.CatoMission5_Priory1.Exit_148;source:option;target:CatoMission6_Embla,
What of her 'aptitude'?,"А что насчет её 'способности'?",id:IntroCato.CatoMission5_Priory1.Exit_149;source:option;target:CatoMission5_Arcane1,
Yes,"Да",id:IntroCato.CatoMission6_Embla;source:description
"An old Imperial port and home to a few hundred whalers, traders and the occasional smuggler","Старый имперский порт, дом для нескольких сотен китобоев, торговцев и случайных контрабандистов",id:IntroCato.CatoMission6_Embla;source:description
"We can only speculate as to what drew her there, but it's our only lead","Мы можем только гадать, что привлекло её туда, но это наша единственная зацепка",id:IntroCato.CatoMission6_Embla;source:description
How can I help her?,"Как я могу ей помочь?",id:IntroCato.CatoMission6_Embla.Exit_150;source:option;target:CatoMission7,
You mentioned her 'aptitude'?,"Ты упоминал её 'способность'?",id:IntroCato.CatoMission6_Embla.Exit_151;source:option;target:CatoMission5_Arcane1,
"Hire mercenaries, travel to Idra and begin your search in the port of Horryn","Найми наемников, отправляйся на Идру и начни поиски в порту Хоррин",id:IntroCato.CatoMission7;source:description
"From there, I trust you to do what needs be done","Дальше — я доверяю тебе сделать всё необходимое",id:IntroCato.CatoMission7;source:description
"Spare no cost, just bring back my daughter","Не жалей средств, просто верни мою дочь",id:IntroCato.CatoMission7;source:description
Mercenaries?,"Наемники?",id:IntroCato.CatoMission7.Exit_921;source:option;target:Mercenaries,
"The man is a grizzled veteran - he may have slowed with age, but his experience and reliability more than make up for it","Этот человек — седой ветеран — возможно, он замедлился с возрастом, но его опыт и надежность с лихвой это компенсируют",id:IntroCato.CatoMission7_Roland;source:description
He's also much respected by similar men - and so will be instrumental in hiring a reliable crew,"Его также очень уважают подобные люди — и поэтому он будет незаменим в найме надежной команды",id:IntroCato.CatoMission7_Roland;source:description
I'll take it into consideration,"Приму это к сведению",id:IntroCato.CatoMission7_Roland.Exit_156;source:option;target:CatoMission8,
"I trust your instincts, but I beseech you consider him - he's no great dinner guest, but he's been irreplaceable elsewhere","Я доверяю твоим инстинктам, но умоляю тебя рассмотреть его — он не самый приятный собеседник за ужином, но в других местах он был незаменим",id:IntroCato.CatoMission7_Roland2;source:description,
Is that so?,"Неужели?",id:IntroCato.CatoMission7_Roland2.Exit_185;source:option;target:CatoMission7_Roland,
Very well,"Хорошо",id:IntroCato.CatoMission7_Roland2.Exit_184;source:option;target:CatoMission8,
"Cato shows you his upturned palms, beseeching,","Като показывает тебе свои раскрытые ладони, умоляюще",id:IntroCato.CatoMission8;source:description
I know this thing I ask of you is fraught with danger,"Я знаю, что то, о чем я тебя прошу, полно опасностей",id:IntroCato.CatoMission8;source:description
"But this is your chance at improving your fortune - materially, and in honour","Но это твой шанс улучшить свою судьбу — материально и в плане чести",id:IntroCato.CatoMission8;source:description
What say you?,"Что скажешь?",id:IntroCato.CatoMission8;source:description
I accept - for Embla's sake,"Принимаю — ради Эмблы",id:IntroCato.CatoMission8.Exit_158;source:option;target:CatoMissionFinal,
Very well - For my family's name,"Хорошо — ради имени моей семьи",id:IntroCato.CatoMission8.Exit_159;source:option;target:CatoMissionFinal,
I'll do it,"Я сделаю это",id:IntroCato.CatoMission8.Exit_160;source:option;target:CatoMissionFinal
For the gold,"Ради золота",id:IntroCato.CatoMission8.Exit_160;source:option;target:CatoMissionFinal
What makes you think I care?,"С чего ты взял, что мне не все равно?",id:IntroCato.CatoMission8.Exit_165;source:option;target:CatoMission8_Honor,
"A chill draught causes a nearby candle to flicker, and you see the cold mirrored in Cato's features","Холодный сквозняк заставляет близлежащую свечу мерцать, и вы видите холод, отраженный в чертах Като",id:IntroCato.CatoMission8_Honor;source:description
You are not to blame for the decline in your family's fortune,"Ты не виноват в упадке семейного состояния",id:IntroCato.CatoMission8_Honor;source:description
But you could be responsible for restoring it,"Но ты {IFHE мог | могла} бы быть {IFHE ответственным | ответственной} за его восстановление",id:IntroCato.CatoMission8_Honor;source:description
We'll see,"Посмотрим",id:IntroCato.CatoMission8_Honor.Exit_161;source:option;target:CatoMissionFinal,
I will be,"Я буду",id:IntroCato.CatoMission8_Honor.Exit_162;source:option;target:CatoMissionFinal,
"Cato smiles softly, visibly relieved, and for a moment he looks like the man you remember","Като мягко улыбается, заметно облегченный, и на мгновение он выглядит как тот человек, которого вы помните",id:IntroCato.CatoMissionFinal;source:description
Have you any final questions or matters to discuss?,"Есть ли у тебя последние вопросы или дела для обсуждения?",id:IntroCato.CatoMissionFinal;source:description
"Time is, as I'm sure you appreciate, of the essence","Время, как ты, конечно, понимаешь, имеет решающее значение",id:IntroCato.CatoMissionFinal;source:description
Let's just get on with it,"Давай просто приступим к делу",id:IntroCato.CatoMissionFinal.Exit_22;source:option;target:CatoEnding1,
"If nothing else, the port will be dangerous enough","Если ничего другого, то порт будет достаточно опасен",id:IntroCato.Mercenaries;source:description
That is why I have summoned a Roland Greyeye to me - a crude but effective sell-sword - that I've made good use of before,"Поэтому я призвал к себе Роланда Сероглазого — грубого, но эффективного наемника — которым я уже пользовался раньше",id:IntroCato.Mercenaries;source:description
He shall accompany you on this task,"Он будет сопровождать тебя в этом задании",id:IntroCato.Mercenaries;source:description
Roland Greyeye?,"Роланд Сероглазый?",id:IntroCato.Mercenaries.Exit_922;source:option;target:CatoMission7_Roland,
I work alone!,"Я работаю {IFHE один | одна}!",id:IntroCato.Mercenaries.Exit_923;source:option;target:CatoMission7_Roland2,
I met the man just before seeing you,"Я с ним {IFHE столкнулся | столкнулась} как раз перед встречей с тобой",id:IntroCato.Mercenaries.Exit_1221;source:option;target:CatoMission7_Roland,
"No one, and no word has left Idra in days","Уже несколько дней из Идры не вышел ни человек, ни весточка",id:IntroCato.Reports1;source:description
Rumor has it even the Imperial augurs are in the dark,"Ходят слухи, что даже имперские авгуры в неведении",id:IntroCato.Reports1;source:description
"I know not how this touches the fate of my daughter, but she must be returned to me, one way or another","Не знаю, как это касается судьбы моей дочери, но она должна быть возвращена мне — так или иначе",id:IntroCato.Reports1;source:description
Any idea why she left?,"Есть идеи, почему она ушла?",id:IntroCato.Reports1.Exit_920;source:option;target:CatoMission4_Idra1,
#IntroCellar
Empty bottles litter the floor of this room,"Пустые бутылки разбросаны по полу этой комнаты",id:IntroCellar.WineTasting;source:description
You chuckle to yourself as you imagine the kitchen staff in their wine tasting sessions,"Вы усмехаештесь, представляя кухонную прислугу на винных дегустациях",id:IntroCellar.WineTasting;source:description
"No doubt, much revelry has taken place here","Без сомнения, здесь происходило много веселья",id:IntroCellar.WineTasting;source:description
Then a cool gust of air from the passage to the north,"Затем прохладный порыв воздуха из прохода на севере",id:IntroCellar.WineTasting;source:description
The wine cellar lies that way and you can almost hear faint sobbing,"Винный погреб находится в той стороне, и вы почти слышите слабые рыдания",id:IntroCellar.WineTasting;source:description
Ghosts no doubt,"Призраки, без сомнения",id:IntroCellar.WineTasting;source:description
#IntroChef
Ha!,"Ха!",id:IntroChef.Brandy;source:description
The old wretch is too cowardly to come himself so he sends you instead?,"Старый негодяй слишком труслив, чтобы прийти самому, поэтому посылает вас?",id:IntroChef.Brandy;source:description
The brandy will be the end of him I say,"Бренди станет его концом, говорю вам",id:IntroChef.Brandy;source:description
"Then again, who am I to deny the old fool his few pleasures","Впрочем, кто я такой, чтобы лишать старого дурака его немногих удовольствий",id:IntroChef.Brandy;source:description
You'll find a crate of fine Gorremian brandy in the north-east corner of the wine cellar,"Ящик отличного горремского бренди вы найдете в северо-восточном углу винного погреба",id:IntroChef.Brandy;source:description
Hold on!,"Подождите!",id:IntroChef.HoldOn;source:description
Let me see what you made!,"Покажите, что вы сделали!",id:IntroChef.HoldOn;source:description
Armand excitedly licks his lips,"Арман возбужденно облизывает губы",id:IntroChef.HoldOn;source:description
Present the Sandwich for inspection,"Представить сэндвич для осмотра",id:IntroChef.HoldOn.Exit_1371;source:option;target:Sandwich,
The chef offers a short bow and a tired but sincere smile,"Повар делает короткий поклон и усталую, но искреннюю улыбку",id:IntroChef.Intro;source:description
I am chef Armand and my humble kitchen is at your disposal m'Lord,"Я повар Арман, и моя скромная кухня к вашим услугам, милорд",id:IntroChef.Intro;source:description
