original,translate
Medium Armor,Средняя броня,
Heavy Armor,Тяжелая броня
Breastplate,Нагрудный знак
Fine Breastplate,Изящная нагрудная пластина
Masterwork Breastplate,Мастерский нагрудник
Poor Breastplate,Бедный нагрудник
Chainmail,Chainmail
Fine Chainmail,Тонкая цепь
Masterwork Chainmail,Мастерская цепь
Poor Chainmail,Бедная цепь
The Second Chance,Второй шанс
Adds the following triggered ability,Добавляет следующую срабатывающую способность
"The first time you take Wound Damage each combat, you automatically regain 30-40 Vitality Hit Points","При первом получении урона от Раны в каждом бою вы автоматически восстанавливаете 30–40 очков Живучести"
Full Plate,Полная тарелка
Fine Fullplate,Изящная пластина
Masterwork Fullplate,Мастерская пластина
Poor Fullplate,Бедная тарелка
Half Plate,Половина тарелки
Ancient Halfplate,Древняя полупластина
Fine Halfplate,Изящная полупластина
Masterwork Halfplate,Мастерская полупластина
Poor Halfplate,Бедная полупластина
The Rat Queen's Armor,Доспехи королевы крыс
Leather Armor,Кожаные доспехи
Fine Leather Armor,Доспехи из тонкой кожи
Masterwork Leather Armor,Мастерская кожаная броня
Poor Leather Armor,Доспехи из бедной кожи
Padded Armor,Мягкая броня
Fine Padded Armor,Тонкие мягкие доспехи
Masterwork Padded Armor,Мастерская мягкая броня
Poor Padded Armor,Плохая мягкая броня
Scalemail,Scalemail
Fine Scalemail,Изящная скальмерская почта
Masterwork Scalemail,Мастерская чешуйчатая кожа
Poor Scalemail,Бедная скальмерская почта
Studded Leather,Кожа с шипами
Fine Studded Leather,Тонкая кожа с шипами
Masterwork Studded Leather,Мастерская кожа с шипами
Poor Studded Leather,Бедная кожа с шипами
#Books,#Книги
Astronomer's Journal,Журнал астронома
"A small, well-used journal","Небольшой, хорошо используемый журнал"
The journal contains a large amount of tabulated data that appears to be astrological in nature interspersed with notes,"В журнале содержится большое количество табличных данных, которые, судя по всему, носят астрологический характер и перемежаются с заметками"
The final entries appear to have been made only days before your arrival,Последние записи были сделаны за несколько дней до вашего приезда
Observed strange dancing lights in the sky,Наблюдал странные танцующие огни в небе
Not unlike those sailors to the far south describe near polar regions yet somehow different,"Не похожи на тех моряков, которые на юге описывают полярные области, но чем-то отличаются"
Colors indescribable - Mesmerizing,Неописуемые цвета - Завораживает
For a fleeting moment I even thought I heard a sound,"На какой-то миг мне даже показалось, что я услышал звук"
Somewhere between a deep wail and singing,Где-то между глубоким воем и пением
Could not perform observations tonight,Не удалось провести наблюдения сегодня вечером
Charts or instruments are off and I cannot make sense of the sky,"Карты или приборы не работают, и я не могу разобраться в небе"
There are bodies there,Там есть тела
Bodies that are alien to me,"Тела, которые мне чужды"
It must be some form of comet storm or some other extraordinary astronomical event that has not been predicted in the Imperial Charts,"Это должна быть какая-то кометная буря или другое экстраординарное астрономическое событие, которое не было предсказано в Имперских картах"
They are wrong!,Они ошибаются!
I have done the calculations over and over and I come to the same conclusion,Я проводил расчеты снова и снова и пришел к одному и тому же выводу
The stars are wrong - in so many ways!,Звезды ошибаются - во многих смыслах!
"As I observed an alien cluster in the southeastern quadrant, it dawned on me with absolute certainty","Когда я наблюдал за инопланетным скоплением в юго-восточном квадранте, меня осенило с полной уверенностью"
I am not watching them - they are watching me,Я не наблюдаю за ними - они наблюдают за мной
I dread to look again yet I feel compelled to do so,"Мне страшно хочется посмотреть еще раз, но я чувствую, что вынужден это сделать"
They beckon me,Они манят меня
I am certain that if I look again into that dreadful cluster in the southeastern quadrant I shall be undone,"Я уверен, что если я снова посмотрю на это ужасное скопление в юго-восточном квадранте, я не выдержу"
Yet there are answers there,И все же там есть ответы
Deeper and more profound than any mortal mind can comprehend,"глубже и глубже, чем может постичь любой смертный разум"
I believe I shall look again,"Думаю, я еще посмотрю"
I must,Я должен
Origins of the Legionnaire’s Rest,"Происхождение ""Отдыха легионера"
"A small, generic book of lore","Небольшая, общая книга преданий"
Fawlon’s Treatise on the Origins of Imperial Fauna Excerpt,Трактат Фавлона о происхождении императорской фауны Отрывок
Legionnaire’s Rest,Отдых легионера
"Records state the battle of Diagolo pass raged for 3 days, and when it was over, more lives had been lost than saved","Согласно записям, битва за перевал Дьяголо продолжалась 3 дня, и когда она закончилась, погибло больше людей, чем спаслось"
"It was a time of great sorrow, but from this calamity, new life blossomed","Это было время великой скорби, но из этого бедствия расцвела новая жизнь"
For from the soil beneath which the lost legions lay an abundance of crimson red flowers sprouted forth,"Из земли, под которой лежали погибшие легионы, в изобилии прорастали пунцово-красные цветы"
"Flowers that, it is said, will only grow upon the graves of those fallen in battle","Цветы, которые, по преданию, растут только на могилах павших в бою"
Folk Poetry of the North,Народная поэзия Севера
Volume,Объем
THE RIVEMAN'S RHYME,РИФМА РИВМАНА
"To the river I will go,","Я пойду к реке,"
"To soothe a heart that’s full of woe,","Чтобы успокоить сердце, переполненное горем,"
For in the water’s cool embrace,Ведь в прохладных объятиях воды
My true self I will face,"Я буду смотреть в лицо своему истинному ""я"""
FOLK LITANY OF THE DEAD,НАРОДНАЯ ЛИТАНИЯ О МЕРТВЫХ
"Bathe the flesh,","Искупайте плоть,"
Mend the bone,Поправить кость
"Then lay the body,","Затем положите тело,"
Beneath the stone,Под камнем
AN ODE TO THE POTATO,ОДА КАРТОФЕЛЮ
"Oh, how blessed we’ll be,","О, как мы будем благословенны!"
"To taste your earthy bliss,","Чтобы вкусить ваше земное блаженство,"
When we have sown our fields,Когда мы засеем наши поля
And planted your seeds,И посадим свои семена
And awaited rain’s gentle kiss,И будем ждать нежного поцелуя дождя
Postscript,Постскриптум
"For context and comaprison, I have taken the opportunity of adding the transcript of a fruit farmer's tirade to the local magistrate on the issue of the potatoe-related agricultural reforms","В качестве контекста и сравнения я воспользовался возможностью добавить стенограмму тирады одного фруктового фермера, обращенной к местному магистрату по поводу сельскохозяйственных реформ, связанных с картофелем"
If I receive one more decree commanding me to re-sow my fruit orchards into bloody potato fields!,"Если я получу еще один указ, предписывающий мне заново засеять фруктовые сады кровавыми картофельными полями!"
I’m going to send him a bag full of my ripest manure!,Я пошлю ему полный мешок своего самого спелого навоза!
"Bloody Magi, making a mess of the world and leaving it to us lot to clean it up!","Чертовы волхвы, устроившие беспорядок в мире и оставившие его нам на расчистку!"
Not on my farm!,Только не на моей ферме!
They can shove their bloody seed-potatoes up their sacred arses for all I bleeding care!,"Они могут засунуть свои чертовы картофелины в свои священные задницы, если меня это так волнует!"
Origins of the Sorroweater,Происхождение Sorroweater
Sorrow-Eater,Пожиратель печали
"In the year of 641 GA, after the lay-Countess of Vaul lost her firstborn to dry lung, it is rumored that she locked herself up in her chambers to wallow in her grief","В 641 году после того, как светская графиня Ваул потеряла своего первенца от сухости легких, она, по слухам, заперлась в своих покоях, чтобы предаться горю"
"One of the lay-Countess's most important offices was as head of the High Forum, and thus, fearing her absence would cause much unrest amongst nobility, the countess’ majordomo sought help from a wise old crone","Одной из важнейших должностей светской графини была должность главы Высшего форума, и поэтому, опасаясь, что ее отсутствие вызовет большие волнения среди знати, мажордом графини обратился за помощью к мудрой старой старухе"
"After hearing her plea, the crone handed the countess’ majordomo a single, violet coloured flower","Выслушав ее просьбу, крона вручила мажордому графини единственный цветок фиолетового цвета"
"Place this beside her bed, and to it all her sorrow shall be fed","Положите это рядом с ее кроватью, и к нему перейдут все ее печали"
"Desperate, the countess’ majordomo did as the crone advised, and less than a tide later, the lay-Countess of Vaul left her chambers for the first time since the loss of her child","Отчаявшись, мажордом графини поступил так, как советовала женщина, и менее чем через полчаса светская графиня Ваул покинула свои покои, впервые после потери ребенка"
"The tale was quickly passed between courtiers, and ever since, the fauna - aptly named ‘Sorroweater’ - has been given as a gift in times of great sorrow","Эта история быстро распространилась среди придворных, и с тех пор фауну, метко названную ""Сорроутер"", дарят в качестве подарка во времена великой скорби"
The High Forum of 641 was indeed a great success,Высокий форум 641 года действительно имел большой успех
"As so often when the lay-nobility conveens, much was discussed, little was decided and nothing was accomplished save gluttony, fornication and a stabbing or two","Как часто бывает, когда светская знать собирается вместе, многое обсуждается, мало что решается, и ничего не достигается, кроме обжорства, блуда и пары поножовщин"
Origins of the Starspawn,Происхождение Звездной пелены
Starspawn,Starspawn
"Despite its beautiful appearance, the legend on the origin of the Starflower is a grim one","Несмотря на красивый внешний вид, легенда о происхождении цветка-звездочки мрачная"
"Many centuries ago, before Gallina came from the south, a fatally wounded warrior lay dying","Много веков назад, еще до прихода Галлины с юга, смертельно раненый воин лежал при смерти"
He pleaded to the Gods for help just as a shooting star passed through the sky,"Он обратился к богам с мольбой о помощи, когда в небе пронеслась падающая звезда"
"Hearing his cries and taking pity on the young man, the star descended to earth to answer his prayers","Услышав его крики и сжалившись над юношей, звезда спустилась на землю, чтобы ответить на его молитвы"
For such was her nature,Ведь такова была ее природа
"At first the soldier was grateful, but he became smitten by her beauty and soon grew lustful","Сначала солдат был благодарен, но потом был сражен ее красотой и вскоре воспылал похотью"
Then possessive and finally cruel towards the stellar being,"Затем собственничество и, наконец, жестокость по отношению к звездному существу"
For such was his nature,Ведь такова была его природа
"She refused him, claiming that stars belong to all who love them and the soldier went mad with rage","Она отказала ему, заявив, что звезды принадлежат всем, кто их любит, и солдат обезумел от ярости"
"He strangled her then and there for if he could not have her, no one would","Он задушил ее тогда и там, потому что если бы он не мог получить ее, никто не смог бы"
"As the star’s last breath left her, her Sisters began to weep","Когда последний вздох звезды покинул ее, ее сестры начали плакать"
"In a shower of burning light, their tears fell to the earth where the star lay, immolating the man who had killed her","Их слезы падали на землю, где лежала звезда, и в них застывал человек, убивший ее"
"When dawn finally broke and the stars withdrew, all that was left in their wake was a field of star-shaped flowers","Когда рассвело и звезды ушли, на их месте осталось лишь поле из цветов в форме звезды"
Origins of the Sunmouth,Происхождение Санмута
Sunmouth,Санмут
This bright fauna was first discovered in the province of Gorremia following one of the worst winters in the region’s history,Эта яркая фауна была впервые обнаружена в провинции Горремия после одной из самых суровых зим в истории региона
"It is reported that after months of unrelenting snow and ice, the land in this region had become so barren the locals worried new life would never grow from it again","Сообщается, что после нескольких месяцев непрекращающегося снега и льда земля в этом регионе стала настолько бесплодной, что местные жители опасались, что на ней уже никогда не вырастет новая жизнь"
"Fearing the worst, a handful of villagers decided to seek out new homes, and set out with heavy hearts to begin the long journey to the temperate Heartlands","Опасаясь худшего, горстка жителей деревни решила искать новые дома и с тяжелым сердцем отправилась в долгий путь к умеренным Сердечным Землям"
"It was at this moment, as the villagers braced themselves to leave their lives behind, that a single ray of sunlight broke through the clouds to light the barren area before them","Именно в этот момент, когда жители деревни готовились оставить свою жизнь позади, сквозь тучи пробился единственный луч солнца и осветил бесплодную местность перед ними"
"Breaths held, the villagers watched as that sliver of sunlight thawed the icy ground, unveiling the beginnings of a single, yellow bud","Затаив дыхание, жители деревни смотрели, как солнечный свет оттаивает на ледяной земле, обнажая зачатки единственного желтого бутона"
"A bud that, to this day, has only ever been found to grow in areas of direct sunlight","Бутон, который по сей день растет только под прямыми солнечными лучами"
Monk's Journal,Дневник монаха
We’re working long hours into the night to deal with the recent influx of corpses,"Мы работаем по ночам, чтобы справиться с недавним наплывом трупов"
What compels these people to act so cruelly?,Что заставляет этих людей поступать так жестоко?
Yesterday we had the corpse of a young boy of no more than 12 years come in,Вчера к нам привезли труп мальчика лет двенадцати
He had been beaten to death by the looks of it,"Судя по всему, его забили до смерти"
"Sacred dead preserve me - were it not for the calling, I’m not sure I would have persevered","Священные мертвецы хранят меня - если бы не призвание, я не уверен, что продолжал бы жить"
A glimmer of light,Тусклый свет
"Brother Aruun came running up from the crypt, so frightened he had pissed his robes","Брат Аруун выбежал из склепа, так испугавшись, что обмочил свою одежду"
He claimed he saw something move down in the crypt,"Он утверждал, что видел, как что-то двигалось в склепе"
Something “unnatural,"Что-то ""неестественное"
"We laughed till we fell over and by the end, so did he","Мы смеялись до упаду, а под конец и он тоже"
No doubt he saw one of the rats but it’s funny where the mind wanders when sleep becomes scarce,"Несомненно, он видел одну из крыс, но забавно, как блуждает разум, когда сна становится мало"
Something is wrong in the village!,В деревне что-то не так!
They say some kind of riot has broken out,"Говорят, начались какие-то беспорядки"
Hierophant Leios said Driina has gone to investigate and that we monks should stay in the crypt for our own safety,"Иерофант Лейос сказал, что Дрина отправилась на разведку, а мы, монахи, должны оставаться в крипте для нашей же безопасности"
We try to pass the time with work but I wish we knew what was happening,"Мы пытаемся скоротать время за работой, но хотелось бы знать, что происходит"
They came from the lower crypts!,Они пришли из нижних склепов!
All are dead save me and brother Aruun!,"Все мертвы, кроме меня и брата Арууна!"
We have locked ourselves in the storage room,Мы заперлись в кладовой
How can this be?,Как такое может быть?
How can such abominations walk?,Как могут ходить такие мерзости?
There is no light in the afterlife!,В загробном мире нет света!
Only black stars,Только черные звезды
No water,Нет воды
Aruun did not wake today,Аруун сегодня не проснулся
I dare not leave this room - I hear them outside,Я не могу покинуть эту комнату - я слышу их снаружи
I too shall pass,Я тоже пройду
Black stars beckon,Черные звезды манят
A Ragged Note,Тряпичная нота
A ragged letter that seems to contain direction of some sort,"Потрепанное письмо, в котором, похоже, содержится какое-то указание"
Enter the sewers from the harbor through the westernmost outlet,Войдите в канализацию из гавани через самый западный выход
Follow the chalk arrows on the wall and make your way east past the central cistern and then south,"Следуя меловым стрелкам на стене, пройдите на восток мимо центральной цистерны, а затем на юг"
From there you’ll find a stairs going down and into the Rat-Maze,"Оттуда вы найдете лестницу, ведущую вниз и в Крысиный лабиринт"
"In the maze, go W, S, S, W, W and you’ll find yourself in the Underhalls","В лабиринте идите на W, S, S, W, W, W и вы окажетесь в подземных холлах"
Mind your manners while you’re there and be sure to peruse the Black Market,Не забывайте о хороших манерах и не забудьте заглянуть на Черный рынок
Surgeon's Journal,Журнал хирурга
A journal that was kept by the ship surgeon of the Zephyr,"Дневник, который вел судовой хирург корабля ""Зефир"""
Written on the day of departure from the mainland,Написано в день отъезда с материка
Left Adler's Helm today with a full complement of passengers,"Сегодня покинул ""Руль Адлера"" с полным набором пассажиров"
Mercenaries by the looks of it,"Наемники, судя по всему"
Paid well,Хорошо оплачивается
Ship was dispatched by Guild before we could fully restock medical supplies,"Корабль был отправлен Гильдией до того, как мы смогли полностью пополнить запасы медикаментов"
Hopefully we won't need them,"Надеюсь, они нам не понадобятся"
"Then again, our passengers make me uneasy","И опять же, наши пассажиры не дают мне покоя"
Written 5 days ago,Написано 5 дней назад
Brawl in mess - had to set nose,Потасовка в беспорядке - пришлось вправлять нос
Men seem on edge,"Мужчины, похоже, на взводе"
Can't say I blame them,"Не могу сказать, что я их виню"
Have been sleeping poorly and dreams are... unsound,"Плохо спите, и сны... некрепкие"
Written 4 days ago,Написано 4 дня назад
Igan came to me today with a bite-wound that he sustained whilst working in the hold,"Иган пришел ко мне сегодня с раной от укуса, которую он получил во время работы в трюме"
Didn't see creature and I would say it was a rat's bite if it weren't for the size and some aspect of the dentition that I find hard to explain properly,"Я не видел существа и сказал бы, что это укус крысы, если бы не размер и некоторые особенности зубного ряда, которые мне трудно объяснить"
Written two days ago,Написано два дня назад
Was visited today by navigator Aslam,Сегодня его посетил штурман Аслам
He asked for Whitefern - a sedative,Он попросил Уайтферн - успокоительное
Claimed he had trouble sleeping,"Утверждал, что у него проблемы со сном"
"Suspected he was not fully forthcoming and when pushed, he mumbled something about the stars being 'odd'","Подозревал, что он не до конца откровенен, а когда на него надавили, он пробормотал что-то о том, что звезды ""странные"""
Not sure what he meant and he left before I could push him further,"Не понимая, что он имеет в виду, он ушел, прежде чем я смог его разговорить"
Written today,Написано сегодня
Men are about to break,Мужчины собираются сломать
We cannot maintain our course for Idra,Мы не можем держать курс на Идру
Captain advised me today to make ready the surgery and to expect casualties,Капитан посоветовал мне сегодня подготовить операцию и ожидать жертв
I suspect he intends to inform our passengers that he refuses to land on the island,"Я подозреваю, что он намерен сообщить нашим пассажирам, что отказывается высаживаться на остров"
If this is my last,Если это мой последний
The entry trails off,Вступление заканчивается
Caspar's Journal,Журнал Каспара
"A small, leather-bound journal filled with neat handwritten notes","Небольшой журнал в кожаном переплете, заполненный аккуратными рукописными заметками"
Noted on the inside cover is the name “Caspar of Loral,"На внутренней стороне обложки указано имя ""Каспар из Лорал"
About a year ago,Около года назад
Arrived today and was met by the man who is to be my overseer,"Прибыл сегодня, и его встретил человек, который будет моим надзирателем"
Mathias,Матиас
He seemed nice enough albeit eccentric,"Он казался достаточно милым, хотя и эксцентричным"
Is this to be my fate as well?,Неужели это и моя судьба?
"Woe to me that my wretched life and poor choices has landed me, Caspar of Loral, on this barren rock as the keeper of lights","Горе мне, что моя жалкая жизнь и неверный выбор привели меня, Каспара Лоральского, на эту бесплодную скалу в качестве хранителя света"
About six months ago,Около шести месяцев назад
Saw lights on the shore near the cave entrance,Видели огни на берегу недалеко от входа в пещеру
Smugglers Mathias say,Контрабандисты Матиаса говорят
"He insists we leave them alone and I am forced to abide, though my mind wanders often to that cave and what may lay within","Он настаивает, чтобы мы оставили их в покое, и я вынужден подчиниться, хотя мои мысли часто блуждают по той пещере и тому, что может скрываться в ней"
About a month ago,Около месяца назад
I cannot take it any more!,Я больше не могу этого выносить!
The old bastard is driving me mad!,Этот старый ублюдок сводит меня с ума!
He spies on me and gives me strange looks,Он шпионит за мной и бросает странные взгляды
And I’m sure he goes through my things!,"И я уверена, что он роется в моих вещах!"
I went for a walk to clear my head and I ended up by the entrance to the sea-cave,"Я пошел прогуляться, чтобы проветрить голову, и оказался у входа в морскую пещеру"
Something is calling me there,Что-то зовет меня туда
I hear it even in my sleep,Я слышу его даже во сне
About a week before your arrival in Idra,Примерно за неделю до вашего прибытия в Идру
Dreams driving me mad!,Сны сводят меня с ума!
Always it calls me to the caves,Всегда зовет меня в пещеры
To the deeper dark that lies beneath where no man has tread for eons,"В глубины темноты, где веками не ступала нога человека"
The looking stone and the ancient sleepers,Смотровой камень и древние шпалы
The blade calls me,Клинок зовет меня
I can take no more,Я больше не могу
Smuggler's Journal,Журнал контрабандиста
A small leather-bound book,Небольшая книга в кожаном переплете
I hate these jobs,Я ненавижу эту работу
Dropped off and told to guard the cargo until it can be collected,"Высадили и велели охранять груз, пока его не заберут"
And whilst the bastards up in the northern cave are living the good life I’m stuck in this hole,"И пока ублюдки в северной пещере живут припеваючи, я торчу в этой дыре"
I sometimes think the Imperial dungeons would be preferable,"Иногда мне кажется, что имперские подземелья были бы предпочтительнее"
We explored the cave today and found what appears to be an underwater tunnel in one of the dead-ends,"Сегодня мы исследовали пещеру и обнаружили в одном из тупиков, похоже, подводный туннель"
Bryn insisted we try to swim it but I can think of no worse nightmare than being lost in the dark underwater,"Брин настаивал, чтобы мы попробовали переплыть его, но я не могу представить себе худшего кошмара, чем потеряться в темноте под водой"
I told him as much and he got agitated,"Я сказал ему об этом, и он разволновался"
Yelled something about dreaming of an ancient relic,"Кричал что-то о том, что ему снится древняя реликвия"
I have no idea what he’s on about,"Я понятия не имею, о чем он говорит"
Golden dead!,Золотой Павшие!
Bryn got attacked by a crab the size of a warhound today!,Сегодня на Брина напал краб размером с борзую!
Nearly took his leg off!,Чуть не оторвал ему ногу!
Neither of us have seen anything like it before and we can only pray it was alone!,"Никто из нас не видел ничего подобного раньше, и мы можем только молиться, чтобы он был один!"
Hope the ship won't be delayed much longer,"Надеюсь, корабль не задержится надолго"
Bryn is gone,Брин ушла
I know in my heart he’s gone to the underwater tunnel,"Сердцем я понимаю, что он ушел в подводный туннель"
Madness!,Безумие!
Shapes are moving in the dark now,Фигуры движутся в темноте
No way out and no one is coming for me!,"Выхода нет, и никто не придет за мной!"
Light is failing,Свет не работает
Mother,Мать
Marita's Cookbook,Кулинарная книга Мариты
A humble cookbook,Скромная поваренная книга
VEGETABLE SOUP,ОВОЩНОЙ СУП
Potatoes - Carrots - Leeks,Картофель - Морковь - Лук-порей
All of the above can be found growing in our field,Все вышеперечисленное можно найти растущим на нашем поле
FARMER'S OMELETTE,ФЕРМЕРСКИЙ ОМЛЕТ
x Eggs - Potatoes - Onions,x Яйца - Картофель - Лук
Sea bird eggs will do just fine,Яйца морской птицы подойдут как нельзя лучше
Onions grow wild in abundance,Лук растет в изобилии
Cabal Journal,Журнал Общества
A journal that appears to have been written by one of the members of the Cabal expedition,"Дневник, который, судя по всему, был написан одним из членов экспедиции Общества"
This one was found in the base-camp,Этот был найден в базовом лагере
ENTRY,ENTRY
We’ve finally arrived at the Priory and found it in shockingly good condition,"Мы наконец-то добрались до Приората и обнаружили, что он находится в потрясающе хорошем состоянии"
It’s as if time has stood still here,Как будто время здесь остановилось
The initial survey does not reveal a clear means of accessing the lower level but I’m confident we’ll find a way given enough time,"Первоначальное исследование не выявило четких путей доступа к нижнему уровню, но я уверен, что мы найдем способ, если у нас будет достаточно времени"
This place boggles the mind,Это место поражает воображение
It appears to stand as it was left millennia ago,"Похоже, он стоит так же, как и тысячелетия назад"
How it could have slipped so well out of time and history is truly a mystery to me,Как она могла так удачно выскользнуть из времени и истории - для меня загадка
As is the fate of the Priory’s original occupants,Как и судьба первоначальных обитателей Приората
Still no success in finding the door to the catacombs,По-прежнему не удается найти дверь в катакомбы
I can only conclude it’s somehow concealed,"Я могу только предположить, что это как-то скрыто"
"We did, however, make an interesting discovery",Однако мы сделали интересное открытие
The four statues on the “pilgrim’s road” can be rotated,"Четыре статуи на ""дороге паломников"" можно поворачивать"
I’m certain this is somehow significant!,"Я уверен, что это очень важно!"
Some form of disease is spreading amongst the men,Среди мужчин распространяется какая-то болезнь
Abdominal pain and swelling combined with fevers,Боль и вздутие живота в сочетании с лихорадкой
Our apothecary is so far at a loss at curing it but suggests that proximity to the fungal growths that started sprouting is a potential vector of infection,"Наш аптекарь пока не в состоянии его вылечить, но предполагает, что близость к грибковым образованиям, которые начали прорастать, является потенциальным переносчиком инфекции"
I’ve ordered that masks be worn near the growths,Я приказал надеть маски на наросты
A breakthrough,Прорыв
We found a document in the scriptorium with a verse on it!,Мы нашли в скриптории документ со стихом!
It’s so clear now,Теперь все так ясно
The portal had been hidden in plain sight all along - all it took to open it was the correct configuration of the statues!,"Портал все это время был спрятан у всех на виду - чтобы открыть его, нужно было лишь правильно расставить статуи!"
The dreaming halls await!,Залы для мечтаний ждут!
A journal that appears to have been written by one of the members of the Cabal expedition that was dispatched to the Priory,"Дневник, написанный, судя по всему, одним из членов экспедиции Общества, которая была отправлена в Приорат"
This one was found on a cocooned corpse in the catacombs,Этот был найден на трупе в коконе в катакомбах
We entered the ‘Dreaming Hall’ today,"Сегодня мы вошли в ""Зал сновидений"""
I’m awestruck by the mystery of it all,Я потрясен тайной всего этого
What secrets did the Sleeper whisper to the monks as they dreamed?,Какие тайны Спящий нашептывал монахам во сне?
We must push on and soon enough we too shall stand before his timeless glory,"Мы должны идти вперед, и вскоре мы тоже предстанем перед Его вечной славой"
"By the Maiden’s, we found it!","Клянусь Девой, мы нашли его!"
The tomb in all its glory,Гробница во всем ее великолепии
We lost two members to traps trying to enter the room but it’s only a matter of time now,"Мы потеряли двух человек, которые попали в ловушки при попытке проникнуть в комнату, но теперь это лишь вопрос времени"
This is a disaster!,Это катастрофа!
I know there is something here - calling for us!,"Я знаю, что здесь есть что-то, что зовет нас!"
There must be some other way?,Должен же быть какой-то другой способ?
Several pages are ruined from the fungal infection,Несколько страниц испорчены грибковой инфекцией
to move in and out of the caves and continue excavating the Eternity Gate,перемещаться в пещеры и выходить из них и продолжать раскопки Врат Вечности
My greatest concern at this point is the rate at which we are losing crew to suicides and infection,"Больше всего меня сейчас беспокоит скорость, с которой мы теряем экипажи из-за самоубийств и инфекций"
I saw them change before my very eyes!,"Я видел, как они менялись на моих глазах!"
"Oh, blessed Maidens I may have escaped for now but I cannot escape the images that now haunt me","О, благословенные девы, я, может быть, и спасся пока, но я не могу избежать образов, которые теперь преследуют меня"
"What’s worse, the entire complex is somehow resealing itself and I’m trapped between the false tomb and the surface level","Хуже того, весь комплекс каким-то образом запечатывается, и я оказываюсь в ловушке между ложной гробницей и поверхностным уровнем"
I can only pray someone is left alive topside to open the gate,"Остается только молиться, чтобы кто-нибудь остался в живых и открыл ворота"
This one was found on a corpse in the catacombs,Этот был найден на трупе в катакомбах
They’ve found the secret passage to some kind of cave below the false tomb,Они нашли тайный ход в какую-то пещеру под ложной гробницей
Something far older than the Priory itself,"Нечто гораздо более древнее, чем сам Приорат"
