original,translate
A character that has activated the Ability to Backstab will automatically perform Backstabbing Attacks against opponents that are either Flanked or Vulnerable,기습 능력을 활성화한 캐릭터는 [측면 공격] 당했거나 [취약함] 상태인 적에게 자동으로 기습 공격을 수행합니다
A successful Backstab Attack adds the character’s Backstab Bonus Multiplied by the Weapon’s Crit Modifier to the damage roll,기습 공격에 성공하면, 캐릭터의 기습 보너스에 무기의 치명타 배수를 곱한 값이 피해 굴림에 추가됩니다
Cascade,연쇄
Each spell has a Cascade Difficulty,각 주문에는 연쇄 난이도가 있습니다
"When casting a spell, the caster tests their Spell Aptitude test against the Cascade Difficulty of the spell","주문을 시전할 때, 시전자는 자신의 주문 적성을 주문의 연쇄 난이도와 대조하여 판정합니다"
"If they succeed, they get to take another action","성공하면 또 다른 행동을 취할 수 있습니다"
If they fail their turn ends,"실패하면 턴이 종료됩니다"
This allows casters to chain spells together,"이를 통해 시전자는 주문을 연이어 사용하여 한 턴에 여러 주문을 시전할 수 있습니다"
A caster can cascade a number of spells together equal to their Max Cascade attribute,시전자가 연쇄할 수 있는 주문의 수는 최대 연쇄 속성에 의해 제한됩니다
Charging,돌격
Moving at least 2 tiles in a straight line before performing an attack allows characters with a Melee weapon to perform a Charge Attack,근접 무기를 든 캐릭터가 공격하기 전에 직선으로 최소 2타일 이상 이동하면 돌격 공격을 수행할 수 있습니다
Charge attacks add a bonus to your hit chance depending on how far you manage to move before attacking,"공격하기 전 이동한 거리 1타일당 명중 확률에 보너스가 추가됩니다"
Critical Hit,치명타
"For each successful Attack, there is a chance the Hit is upgraded to a Critical Hit","각 성공적인 공격마다 적중이 치명타로 강화될 확률이 존재합니다"
This is a percentage chance equal to the attacker’s Crit Chance Attribute,이것은 공격자의 [치명타 확률] 속성값과 동일한 백분율 확률입니다
"If a Critical Hit is confirmed, the Damage dealt is multiplied by the Weapon’s Crit. value","치명타가 확정되면, 입히는 피해량에 무기의 치명타 수치가 곱해집니다"
"For instance a Weapon with a Crit. value of, multiplies the Damage dealt in a Critical Hit by","예를 들어, 치명타 수치가 X인 무기는 치명타 시 입히는 피해량에 X를 곱합니다"
Defence Roll,방어 굴림
The Defence Roll is,방어 굴림은 다음과 같습니다
2d6 + Misc Bonuses + Dodge,2d6 + 기타 보너스 + 회피
Development Points,개발 점수
Development Points are gained when leveling up and used to buy ranks in Feats,"개발 점수는 레벨 업 시 획득하며, 재주 등급을 구매하는 데 사용됩니다"
This unlocks new Abilities for the Character making them more powerful,이를 통해 캐릭터의 새로운 능력을 잠금 해제하여 더욱 강력하게 만듭니다
Difficulty,난이도
The Difficulty Class or DC of a test is the number a character must roll equal to or higher than to succeed,판정의 난이도 등급(DC)은 성공하기 위해 캐릭터가 굴려야 하는 숫자(같거나 높아야 함)입니다
Disengage,이탈
"If a character who is within melee range of an active opponent tries to move away, they Disengage","활성 상태인 적의 근접 범위 내에 있는 캐릭터가 멀어지려 하면, [이탈]을 시도하는 것입니다"
Normally this means the Disengaging character immediately ends their turn,일반적으로 이는 이탈하는 캐릭터의 턴이 즉시 종료됨을 의미합니다
Enc,Enc
Encumbrance,무게 페널티 (Encumbrance)
Encumbrance is a measure of how much your armor and equipment reduces your ability to act freely,무게 페널티는 방어구와 장비가 자유로운 행동 능력을 얼마나 제한하는지를 나타내는 척도입니다
Different item slots affect different skills,아이템 슬롯마다 영향을 미치는 기술이 다릅니다
"Armor affects Dodge, Stealth and Athletics","방어구는 회피, 은신, 운동에 영향을 줍니다"
Headwear and helmets affect Awareness,모자와 투구는 인지에 영향을 줍니다
Gloves affect Thievery,장갑은 도적질에 영향을 줍니다
Footwear affects Stealth,신발은 은신에 영향을 줍니다
"Examine the different Attributes under the ‘Attributes’ tab to see if, and how much they are being affected by items worn","'능력치' 탭에서 각 속성을 확인하여 착용한 아이템에 의해 얼마나 영향을 받고 있는지 확인할 수 있습니다"
Flanking,측면 공격 (Flanking)
A character can be Flanked if opponents occupy the tile above and below it or to the left and right of it,적이 캐릭터의 위/아래 또는 좌/우 타일을 점유하면 해당 캐릭터는 [측면 공격] 상태가 됩니다
Attacking a Flanked target allows the Attacker to add their Flanking Bonus to the Attack Roll,측면 공격 상태인 대상을 공격하면 공격자는 자신의 [측면 공격 보너스]를 공격 굴림에 추가할 수 있습니다
Rogues may Backstab Flanked Characters,도적은 측면 공격 상태인 캐릭터에게 기습을 가할 수 있습니다
Initiative Order,주도권 순서
Every Combat Encounter begins with all combatants making an Initiative Roll,모든 전투 조우는 모든 전투원이 주도권 굴림을 하는 것으로 시작됩니다
This is calculated by adding 2d6 to the character’s Initiative Attribute,이것은 캐릭터의 주도권 속성에 2d6을 더하여 계산됩니다
Characters then act in descending order of initiative,캐릭터들은 주도권 수치가 높은 순서대로 행동합니다
Characters who are not alert as combat begins gain a severe penalty to their Initiative Roll,전투 시작 시 경계 태세가 아닌 캐릭터는 주도권 굴림에 심각한 페널티를 받습니다
Main Attribute,주 능력치
The Main Attribute is the Attribute that is the most important for this Class,주 능력치는 해당 직업에 가장 중요한 능력치입니다
Saving Throw,내성 굴림
A Saving Throw is a roll using an Attribute against some Difficulty number to avoid receiving or canceling some ongoing negative effect,내성 굴림은 지속적인 부정적 효과를 피하거나 취소하기 위해 난이도 수치에 대항하여 능력치를 사용하는 굴림입니다
Silenced,침묵됨
"A character with this status tag cannot use, or be affected by, Abilities or Spells that require them to be able to speak","이 상태 태그가 있는 캐릭터는 말을 해야 하는 능력이나 주문을 사용할 수 없으며, 그러한 효과를 받을 수도 없습니다"
Soak,피해 흡수 (Soak)
Soak is a measure of damage absorption,피해 흡수는 피해를 얼마나 흡수하는지를 나타내는 척도입니다
It is usually conferred by Armor,주로 방어구에 의해 부여됩니다
Some creatures also have natural Soak due to thick hides,일부 생물은 두꺼운 가죽 등으로 인한 자연적인 피해 흡수 능력을 가지고 있습니다
"For every physical attack scored on the character, the damage is reduced by a random amount ranging from 0 to the character’s combined Soak","캐릭터에게 가해지는 모든 물리 공격에 대해, 피해량은 0에서 캐릭터의 총 피해 흡수량 사이의 무작위 값만큼 감소합니다"
See also,참조:
Spell Tier,주문 티어
"By studying different Schools of Spellcasting, a character gains Spell Tiers in that School","다양한 주문 시전 학파를 연구함으로써 캐릭터는 해당 학파의 주문 티어를 얻습니다"
Spell Tiers qualify a character to learn spells and different spells have different Tier requirements,주문 티어는 캐릭터가 주문을 배울 자격을 부여하며, 주문마다 요구하는 티어가 다릅니다
Status Tags,상태 태그
Status Tags are conferred by Conditions and used by the system to dictate player behavior,상태 태그는 상태 이상에 의해 부여되며 시스템이 플레이어의 행동을 결정하는 데 사용됩니다
Afraid,두려움
Characters who are afraid are more susceptible to panicking,두려움을 느끼는 캐릭터는 공황 상태에 빠지기 쉽습니다
Asleep,수면
A character with this status tag is Vulnerable and does not act during their combat turn,이 상태 태그가 있는 캐릭터는 [취약함] 상태이며 전투 턴 동안 행동하지 않습니다
Sleeping characters are much easier to sneak past and surprise,잠든 캐릭터는 몰래 지나가거나 기습하기가 훨씬 쉽습니다
Bleeding,출혈
A character with this status tag will take a random amount of damage at the start of each turn ranging from 1 to 10% of their Maximum Vitality until the Bleeding is stopped,이 상태 태그가 있는 캐릭터는 출혈이 멈출 때까지 매 턴 시작 시 최대 활력의 1%에서 10% 사이의 무작위 피해를 입습니다
Blindness,실명
"A character with this status tag cannot use, or be affected by, Abilities or Spells that require them to see","이 상태 태그가 있는 캐릭터는 시각을 필요로 하는 능력이나 주문을 사용할 수 없으며, 그러한 효과를 받을 수도 없습니다"
Charmed,매혹됨
A character with this status tag does not act during their turn,이 상태 태그가 있는 캐릭터는 자신의 턴에 행동하지 않습니다
Confusion,혼란
Deafness,청각 장애
"A character with this status tag cannot use, or be affected by, Abilities or Spells that require them to hear","이 상태 태그가 있는 캐릭터는 청각을 필요로 하는 능력이나 주문을 사용할 수 없으며, 그러한 효과를 받을 수도 없습니다"
Defenceless,무방비
A Status Tag indicating that the character cannot defend themselves,캐릭터가 스스로를 적절히 방어할 수 없음을 나타내는 상태 태그입니다
A Defenseless character is Vulnerable,무방비 상태의 캐릭터는 [취약함] 상태가 됩니다
Defending,방어 중
A Status Tag indicating that the character spends their entire combat turn fighting defensively,캐릭터가 전투 턴 전체를 방어적으로 싸우는 데 소비함을 나타내는 상태 태그입니다
They take no other actions and add their Defend Bonus attribute to their Dodge Attribute when making Defence Rolls,그들은 다른 행동을 취하지 않으며 방어 굴림 시 회피 속성에 방어 보너스 속성을 추가합니다
Disease,질병
A Status Tag indicating that the character is affected by one or more diseases,캐릭터가 하나 이상의 질병에 걸렸음을 나타내는 상태 태그입니다
FlatFooted,무방비 (FlatFooted)
A Status Tag indicating that the character is off their guard,캐릭터가 경계를 풀고 있음을 나타내는 상태 태그입니다
As such they are Vulnerable,따라서 그들은 [취약함] 상태입니다
Immobile,이동 불가
A Status Tag indicating that the character cannot move around,캐릭터가 이동할 수 없음을 나타내는 상태 태그입니다
They may still be able to take other actions and fight but are nonetheless Vulnerable,"여전히 싸울 수는 있지만 수행할 수 있는 행동이 제한되므로 [취약함] 상태입니다"
Insanity,광기
A character with this status tag does not act in their combat turn,이 상태 태그가 있는 캐릭터는 전투 턴에 행동하지 않습니다
Intoxicated,취함
A Status Tag indicating that the character has become #Intoxicated by drugs or alcohol,캐릭터가 약물이나 알코올에 의해 취했음을 나타내는 상태 태그입니다
Invisible,투명화
A character with this status tag will not be spotted until they attack an opponent or use a spell or ability,이 상태 태그가 있는 캐릭터는 적을 공격하거나 주문 또는 능력을 사용할 때까지 발각되지 않습니다
Marked,표적
This status tag typically interacts with other abilities,이 상태 태그는 일반적으로 다른 능력과 상호작용합니다
Occupied,점유됨
A Status Tag indicating that the character is not able to act during their combat turn,캐릭터가 전투 턴 동안 행동할 수 없음을 나타내는 상태 태그입니다
Paralysis,마비
A Status Tag indicating that the character is unable to move or act in any way,캐릭터가 어떤 방식으로든 이동하거나 행동할 수 없음을 나타내는 상태 태그입니다
"While in this state, they are Vulnerable","이 상태인 동안 그들은 [취약함] 상태입니다"
Poison,중독
A character with this status tag will take a random amount of damage at the start of each turn ranging from 1 to 10% of their Maximum Vitality until the Poisoning is cured,이 상태 태그가 있는 캐릭터는 중독이 치료될 때까지 매 턴 시작 시 최대 활력의 1%에서 10% 사이의 무작위 피해를 입습니다
Stun,기절
A character with this status tag cannot act during their combat turn,이 상태 태그가 있는 캐릭터는 전투 턴 동안 행동할 수 없습니다
They are also vulnerable for the duration,또한 지속 시간 동안 [취약함] 상태가 됩니다
To-Hit Roll,명중 굴림
The To-Hit roll is made by comparing the Attacker’s Attack Roll to the Defender’s Defence Roll,명중 굴림은 공격자의 [공격 굴림]과 방어자의 [방어 굴림]을 비교하여 결정됩니다
If the Attacker rolls equal to or higher than the Defence Roll the attack is a hit,공격자의 굴림 값이 방어 굴림 값과 같거나 높으면 공격이 명중합니다
Tough,강인함
Short for Toughness,강인함(Toughness)의 줄임말입니다
Vitality per Level,레벨당 활력
"Indicates how much of the game’s Hitpoint resource, Vitality, is gained every time the character levels up","캐릭터가 레벨 업할 때마다 게임의 체력 자원인 '활력'을 얼마나 획득하는지 나타냅니다"
Vulnerable,취약함
A Vulnerable character cannot defend themselves,취약한 캐릭터는 들어오는 공격으로부터 자신을 적절히 방어할 수 없습니다
This makes them much easier to hit and it also means they can be Backstabbed,"이로 인해 훨씬 맞히기 쉬워지며, 기습당할 수도 있습니다"
Will,의지
See Willpower,참조: 의지력
