original,translate
Hit Bonus - Animals,명중 보너스 - 동물
Hit Bonus - Undead,명중 보너스 - 언데드
Hit Bonus - Vermin,명중 보너스 - 해충
Hit Bonus - Axes,명중 보너스 - 도끼
Weapon Hit Bonuses are added to the To Hit roll when using weapons of the indicated type,무기 명중 보너스는 해당 유형의 무기를 사용할 때 명중 굴림에 추가됩니다
Hit Bonus - Bows,명중 보너스 - 활
Hit Bonus - Clubs,명중 보너스 - 곤봉
Hit Bonus - Heavy Weap,명중 보너스 - 대형 무기
Hit Bonus - Light Weap,명중 보너스 - 소형 무기
Hit Bonus - Medium Weap,명중 보너스 - 중형 무기
Hit Bonus - Polearms,명중 보너스 - 폴암
Hit Bonus - Blades,명중 보너스 - 검
Hit Bonus - Unarmed,명중 보너스 - 비무장
#MagicAttributes,#마법 속성
Magical Attributes,마법 속성
MAGICAL ATTRIBUTES,마법 속성
Attributes involved in spell-casting,주문 시전과 관련된 속성입니다
Attunement,마력 조율
Describes a character's magical energy and determines how many spells can be cast,"캐릭터의 마법 에너지를 나타내며, 시전할 수 있는 주문의 횟수를 결정합니다"
Attunement refills fully when the character rests in a camp,마력 조율은 야영지에서 휴식할 때 완전히 회복됩니다
Note that different classes use different root abilities for Attunement,주의: 직업에 따라 마력 조율 계산 시 사용하는 주 능력치가 다릅니다
Magical Aptitude,마법 적성
MAGICAL APTITUDE,마법 적성
The Magical Aptitude score is added to the numerical value of spells such as the amount of damage dealt or vitality healed,"마법 적성 점수는 입힌 피해량이나 활력 치유량 같은 주문의 수치적 값에 더해집니다"
Max Cascade,최대 연쇄
MAX CASCADE,최대 연쇄
The maximum numbers of spells a spellcaster can cast in a single turn due to Cascade effects,연쇄(Cascade) 효과로 인해 시전자가 한 턴에 시전할 수 있는 최대 주문 수를 결정합니다
Magic Schools,마법 학파
The Schools of Magic,마법 학파
The value of this attribute indicates the maximum tier of spell from that school the character may cast,이 속성값은 캐릭터가 시전할 수 있는 해당 학파 주문의 최대 티어를 나타냅니다
Aura Radius,오라 범위
"If non-zero, this number is added to the radius of your spells with Aura-shaped area of effects","0이 아닌 경우, 이 수치는 오라 형태의 효과 범위를 가진 주문의 반경에 추가됩니다"
Line Range,직선 사거리
"If non-zero, this number is added to the width and length of your spells with Line- and Cone-shaped areas of effects","0이 아닌 경우, 이 수치는 직선 및 원뿔 형태의 효과 범위를 가진 주문의 너비와 길이에 추가됩니다"
Sphere Radius,구형 범위
"If non-zero, this number is added to the radius of your spells with Sphere-shaped area of effects","0이 아닌 경우, 이 수치는 구형 효과 범위를 가진 주문의 반경에 추가됩니다"
#MagicSchools,#마법 학파
Air Magic School,대기 마법 학파
The value of this attribute indicates the highest Spell Tier of Air magic spells you may cast,이 속성값은 시전할 수 있는 대기 마법 주문의 가장 높은 티어를 나타냅니다
Bardic Magic School,음유시인 마법 학파
The value of this attribute indicates the highest Spell Tier of Bardic magic spells you may cast,이 속성값은 시전할 수 있는 음유시인 마법 주문의 가장 높은 티어를 나타냅니다
Body Magic School,신체 마법 학파
The value of this attribute indicates the highest Spell Tier of Body magic spells you may cast,이 속성값은 시전할 수 있는 신체 마법 주문의 가장 높은 티어를 나타냅니다
Earth Magic School,대지 마법 학파
The value of this attribute indicates the highest Spell Tier of Earth magic spells you may cast,이 속성값은 시전할 수 있는 대지 마법 주문의 가장 높은 티어를 나타냅니다
Fire Magic School,화염 마법 학파
The value of this attribute indicates the highest Spell Tier of Fire magic spells you may cast,이 속성값은 시전할 수 있는 화염 마법 주문의 가장 높은 티어를 나타냅니다
Mind Magic School,정신 마법 학파
The value of this attribute indicates the highest Spell Tier of Mind magic spells you may cast,이 속성값은 시전할 수 있는 정신 마법 주문의 가장 높은 티어를 나타냅니다
Nature Magic School,자연 마법 학파
The value of this attribute indicates the highest Spell Tier of Nature magic spells you may cast,이 속성값은 시전할 수 있는 자연 마법 주문의 가장 높은 티어를 나타냅니다
Spirit Magic School,영혼 마법 학파
The value of this attribute indicates the highest Spell Tier of Spirit magic spells you may cast,이 속성값은 시전할 수 있는 영혼 마법 주문의 가장 높은 티어를 나타냅니다
#PrimaryAttributes,#주 능력치
Agility,민첩
"A measure of hand-eye coordination, nimbleness and dexterity","눈과 손의 협응력, 전반적인 날렵함과 손재주를 나타내는 척도입니다"
Describes how tough and resilient a character is,캐릭터의 강인함과 신체적 회복력을 나타내는 척도입니다
Intellect,지능
"Mental acuity, recall and analytical skill","정신적 예리함, 기억력, 분석 기술을 나타냅니다"
Presence,존재감
A character's ability to read and react to the surrounding environment and people,주변 환경과 사람들을 읽고 반응하는 캐릭터의 능력입니다
Strength,힘
A measure of a character's brawn and physical power,캐릭터의 근력과 신체적 힘을 나타내는 척도입니다
#SecCombatAttributes,#보조 전투 속성
Arrow Recovery,화살 회수
The percentage chance that an arrow fired by the character in combat can be recovered and reused,전투 중 캐릭터가 발사한 화살을 회수하여 재사용할 수 있는 확률(%)입니다
Attack Count,공격 횟수
The number of Attacks the character can potentially perform in a full round of combat,전투의 한 라운드 동안 캐릭터가 수행할 수 있는 잠재적인 공격 횟수입니다
"Typically a character cannot perform multiple Attacks if they also move, or perform move-equivalent actions the same turn","캐릭터가 이동하거나 같은 턴에 이동에 상응하는 행동을 하는 경우, 일반적으로 다중 공격을 수행할 수 없습니다"
Backstab Bonus,기습 보너스
"If a successful Backstab Attack is performed, this Attribute is multiplied by the Weapon’s Crit multiplier and added to the total Damage","기습(Backstab) 공격에 성공하면, 이 속성값에 무기의 치명타 배수를 곱한 값이 총 피해량에 추가됩니다"
Carrying Bonus,운반 보너스
A bonus in pounds added to the character’s Carrying Capacity,"캐릭터의 운반 능력에 추가되는 보너스 무게(파운드)입니다"
Charge Bonus,돌격 보너스
"If a character is charging, this bonus is added on top of the base charge bonus","캐릭터가 돌격(Charging) 중일 때, 기본 돌격 보너스 위에 이 보너스가 추가됩니다"
The charge bonus is added to the following attack’s To Hit and Damage roll,돌격 보너스는 이어지는 공격의 명중 및 피해 굴림에 추가됩니다
Defend Bonus,방어 보너스
The bonus that is added to a character’s Dodge value when performing the Defend action,방어(Defend) 행동을 수행할 때 캐릭터의 회피 수치에 추가되는 보너스입니다
Flanking Bonus,측면 공격 보너스
The bonus that is added to a character’s To Hit roll when attacking a Flanked opponent,측면 공격(Flanked) 상태인 적을 공격할 때 캐릭터의 명중 굴림에 추가되는 보너스입니다
Loot Bonus,전리품 보너스
This attribute provides a percentage bonus increase of the amount of gold you find by looting corpses after combat,이 속성은 전투 후 시체에서 전리품을 획득할 때 발견되는 골드의 양을 비율(%)만큼 증가시킵니다
Movement,이동력
The number of tiles a character can move during a single combat turn and still attack,캐릭터가 단일 전투 턴 동안 이동하고 공격까지 할 수 있는 타일의 수입니다
Phalanx Bonus,방패 벽 보너스
"If wielding a shield, you get a bonus to Dodge for each adjacent ally up to your Phalanx value","방패를 들고 있을 때, '방패 벽' 수치만큼 인접한 아군 한 명당 회피 보너스를 받습니다"
This means that you do not get any such bonus if your bonus is,즉 이 수치가 0이라면 해당 보너스를 받을 수 없습니다
Regeneration,재생
"If above 0, you regain a number of Vitality points at the beginning of each combat turn equal to your Regeneration score","0보다 클 경우, 매 전투 턴이 시작될 때 재생 점수만큼의 활력(Vitality)을 회복합니다"
Retribution,보복
"If above 0, you deal damage equal to your retribution score to any opponents that score a melee attack hit against you","0보다 클 경우, 당신에게 근접 공격을 적중시킨 적에게 보복 점수만큼의 피해를 입힙니다"
Natural Soak,자연 피해 감소
Natural soak represents soak derived from a thick skin or unnaturally high resistance to physical damage,"자연 피해 감소는 두꺼운 피부나 비정상적으로 높은 물리 피해 저항력에서 비롯된 피해 흡수량을 나타냅니다"
XP Percentage Bonus,경험치 비율 보너스
"If above 0, this attribute provides a percentage bonus to all XP gained for this character","0보다 클 경우, 이 속성은 해당 캐릭터가 획득하는 모든 경험치에 비율(%) 보너스를 제공합니다"
#Secondary Attributes,#보조 속성
Vitality,활력
Vitality describes the amount of damage a character can take before becoming seriously wounded,"활력은 캐릭터가 부상(Wounds) 피해를 입기 시작하여 심각한 부상을 당하기 전까지 견딜 수 있는 피해량을 나타냅니다"
Vitality is fairly easily regained through the use of consumable items and spells,활력은 소모품이나 주문을 통해 비교적 쉽게 회복할 수 있습니다
Wounds,부상
Wounds represent serious injury to the character,부상은 캐릭터가 입은 심각한 상해를 나타냅니다
"Wounds are much harder to recover for characters, typically requiring bed rest",부상은 회복하기 훨씬 어려우며 일반적으로 침대에서의 휴식을 필요로 합니다
#Skills,#기술
Athletics,운동
"Athletics are used to jump, climb, swim or sprint","운동은 점프, 등반, 수영, 전력 질주에 사용됩니다"
Awareness,인지
The ability to notice small details and hidden things,작은 세부 사항이나 숨겨진 것들을 알아차리는 능력입니다
Crafting,제작
Crafting is used when creating items at crafting stations,제작은 작업대에서 아이템을 만들 때 사용됩니다
Diplomacy,화술
"Diplomacy is used to lie, bargain or sway others in negotiations","화술은 협상, 흥정, 속임수, 또는 타인을 설득할 때 사용됩니다"
It influences prices at merchants,상인과의 거래 가격에 영향을 줍니다
Healing,치유
Healing is used in camp to increase the rate of wound recovery for wounded characters,치유는 야영 시 부상 회복 속도를 높이는 데 사용됩니다
It also influences the amount of vitality regained from healing potions and is used in dialogue tests when dealing with medical issues and such,또한 치유 물약으로 회복되는 활력의 양에 영향을 주며 의학적 지식을 나타내는 대화 판정에도 사용됩니다
Lore,학식
A general knowledge skill,일반적인 지식에 대한 기술입니다
Stealth,은신
Stealth is used during adventuring,은신은 모험 중에 적극적으로 사용됩니다
In particular it determines if NPCs notice the party as it moves around,"특히, 파티가 이동할 때 NPC가 이를 알아차릴 수 있는지를 결정합니다"
Survival,생존
"Survival is used to forage for food, navigate difficult overland terrain and also determines a character's general knowledge of nature","생존은 식량을 채집하거나 험난한 지형을 탐색할 때 사용되며, 자연의 섭리에 대한 캐릭터의 통찰력을 나타냅니다"
Thievery,도적질
Used to pick locks and pockets as well as to steal from shops,"자물쇠 따기, 소매치기, 상점 털이 등에 사용됩니다"
