original,translate
You drove him to drink and mercenary work,당신이 그를 술과 용병 생활로 내몰았잖아요.
No need to dwell on the past,과거에 연연할 필요는 없죠.
"Cato leans back again, and his eyes go distant","카토는 다시 등받이에 몸을 기대며 먼 곳을 응시한다."
He failed in his duties,그는 임무에 실패했네.
"For an arms-master, there is no greater shame than a lapse of vigilance","무기술사에게 경계를 소홀히 하는 것보다 더 큰 수치는 없지."
He drove himself into exile,그 스스로 추방자의 길을 택한 거야.
Lyra shifts slightly behind Cato,카토 뒤에 있던 라이라가 살짝 움직인다.
"If he failed, then it was never possible to succeed","그분이 실패했다면, 애초에 성공할 수 없는 일이었던 겁니다."
Say nothing,아무 말도 하지 않는다.
A pregnant pause,의미심장한 침묵이 흐른다.
He failed her,그는 그녀를 지키지 못했어.
Your father's exile was a sorrow to me,자네 아버지의 추방은 내게도 슬픔이었네.
Yet he could not remain in the household - for Embla's sake,하지만 엠블라를 위해서라도 그가 저택에 남을 순 없었어.
"The loss of a mother is tragedy enough, without being reminded of it","어머니를 잃은 것만으로도 충분히 비극인데, 계속 상기시킬 수는 없었으니."
Embla?,엠블라요?
Do not hide behind your daughter,딸 뒤에 숨지 마십시오.
The past is done with!,과거는 이미 지난 일입니다!
Tell me why I'm here!,제가 여기 온 이유나 말씀해 주시죠!
That may be so,그럴지도 모르지.
But it is done,하지만 이미 끝난 일일세.
I regret his loyalty could not be rewarded,그의 충심에 보답하지 못한 건 유감이야.
Sometimes...the tapestry's weave is not so easy to discern,때로는... 태피스트리의 짜임새를 파악하기가 쉽지 않지.
"Cato's face is still mild, yet you sense his tone hardening","카토의 표정은 여전히 온화하지만, 말투가 딱딱해지는 것이 느껴진다."
Fine,좋습니다.
I'm sure we've both moved on,우리 둘 다 잊었을 거라 믿죠.
"By exiling him, you condemned me as well","그를 추방함으로써 저까지 벌하신 셈입니다."
Your anger is understandable,자네의 분노는 이해하네.
The hardships you must have suffered on the road are written in your face,길 위에서 겪었을 고난이 자네 얼굴에 쓰여 있군.
"Such is the cost of mercenary work, I suppose","그게 용병 일의 대가겠지."
But do not presume to understand the forces that were at play,하지만 당시 작용했던 힘들을 다 이해한다고 생각하진 말게.
And still are,지금도 작용하고 있는 힘들을 말이야.
"Just tell me why I'm here, old man!","그냥 왜 불렀는지나 말해, 영감!"
"Cato is caught off-guard for a moment, before letting out a deep breath","카토는 잠시 당황하더니, 깊은 한숨을 내쉰다."
Then the years have bestoweed you with wisdom,세월이 자네에게 지혜를 주었군.
"I am glad, for it has forsaken the House of Berryn","다행이야, 베린 가문에는 지혜가 남지 않았으니."
Why have you called me here?,왜 저를 부르셨습니까?
Embla is missing,엠블라가 사라졌네.
"Cato's voice quivers momentarily, betraying his stoic features","카토의 목소리가 순간 떨리며, 냉정해 보이던 얼굴 뒤의 감정을 드러낸다."
"Now I beg of you, {PLAYER}","이제 자네에게 간청하네, {PLAYER}."
Help me find my daughter,내 딸을 찾는 걸 도와주게.
"Help her return home, where she belongs","그 아이가 집으로, 원래 있어야 할 곳으로 돌아오게 도와줘."
Why me?,왜 저입니까?
What's happened to her?,그녀에게 무슨 일이 생긴 거죠?
Is it not obvious?,뻔하지 않은가?
You've clearly grown to inherit your fathers resourcefulness - and besides - Embla has trusted you since before either of you could speak,자네는 아버지의 기지를 물려받아 훌륭히 자랐어. 게다가 엠블라는 말문이 트이기 전부터 자네를 믿었지.
And now the fool has got herself into trouble?,그래서 그 바보가 곤경에 처했단 말인가요?
"She left without notice, a week ago","일주일 전, 아무런 말도 없이 떠났다네."
"From the scant clues we had, we believe she boarded a ship bound for one of the Outer Isles, Idra","몇 안 되는 단서로 보건대, 외곽 제도 중 하나인 이드라로 가는 배를 탄 것 같아."
She went of her own free will,자기 발로 떠난 겁니다.
At the time I thought little of it,그때는 대수롭지 않게 생각했었지.
Cato begins to glower,카토가 노려보기 시작한다.
"Since then, however, there have been 'reports'","하지만 그 이후로 '보고'가 들어오고 있어."
Grave ones,심각한 보고들이 말이야.
Reports?,보고라니요?
Something has been building in her for years,몇 년 전부터 그 아이 안에서 무언가가 자라나고 있었네.
An 'aptitude' of sorts,일종의 '적성' 같은 것이지.
But I suspect you already knew?,하지만 자네도 이미 알고 있지 않았나?
"In any case, it's grown much stronger lately and drives her in ways I cannot understand","어쨌든 최근 들어 그 힘이 훨씬 강해져서, 내가 이해할 수 없는 방식으로 그 아이를 몰아가고 있어."
I suspect she is looking for... answers,아마... 해답을 찾고 있는 것 같네.
But why Idra?,하지만 왜 하필 이드라죠?
An aptitude?,적성이라니요?
What am I to do?,제가 뭘 해야 합니까?
An aptitude of the worst kind,최악의 적성이지.
It does not spring from the canonical Imperial praxis,제국의 정통 교리에서 나온 것이 아닐세.
Instead it comes from elsewhere,다른 어딘가에서 온 것이야.
It is the kind the Empire does not suffer to exist,제국이 존재를 용납하지 않는 종류지.
I hope it's only answers that she seeks,그 아이가 찾는 게 오직 해답뿐이기를 바랄 뿐이네.
I see,그렇군요.
What can I do?,제가 뭘 할 수 있죠?
Why indeed?,정말 왜일까?
There is little on the island save the port of Horryn,그 섬엔 호린 항구 말고는 별다른 게 없네.
"If Idra was her destination, she must have landed there","이드라가 목적지였다면, 틀림없이 그곳에 상륙했을 거야."
Horryn?,호린이요?
What of her 'aptitude'?,그녀의 '적성'은 어떻게 된 겁니까?
Yes,그래.
"An old Imperial port and home to a few hundred whalers, traders and the occasional smuggler","오래된 제국 항구로 수백 명의 포경업자와 상인, 그리고 가끔 밀수업자들이 드나드는 곳이지."
"We can only speculate as to what drew her there, but it's our only lead","무엇이 그 아이를 거기로 이끌었는지는 추측만 할 뿐이지만, 유일한 단서일세."
How can I help her?,제가 어떻게 도우면 됩니까?
You mentioned her 'aptitude'?,그 '적성'이란 건 말씀하셨나요?
"Hire mercenaries, travel to Idra and begin your search in the port of Horryn","용병을 고용해 이드라로 가서 호린 항구부터 수색을 시작하게."
"From there, I trust you to do what needs be done","거기서부터는 자네가 알아서 필요한 일을 해줄 거라 믿네."
"Spare no cost, just bring back my daughter","비용은 아끼지 말고, 내 딸만 데려오게."
Mercenaries?,용병이라니요?
"The man is a grizzled veteran - he may have slowed with age, but his experience and reliability more than make up for it","그자는 산전수전 다 겪은 베테랑이야. 나이가 들어 굼뜰진 몰라도, 경험과 신뢰성으로 충분히 메우고도 남지."
He's also much respected by similar men - and so will be instrumental in hiring a reliable crew,비슷한 부류의 사람들에게 존경받고 있으니, 믿을 만한 선원을 구하는 데 큰 도움이 될 걸세.
I'll take it into consideration,고려해 보죠.
"I trust your instincts, but I beseech you consider him - he's no great dinner guest, but he's been irreplaceable elsewhere","자네의 직감을 믿지만, 부디 그를 고려해 주게. 저녁 식사 상대로는 별로일지 몰라도, 다른 곳에선 대체 불가능한 인재니까."
Is that so?,그렇습니까?
Very well,알겠습니다.
"Cato shows you his upturned palms, beseeching,","카토가 두 손바닥을 내보이며 간청한다."
I know this thing I ask of you is fraught with danger,자네에게 부탁하는 이 일이 위험천만하다는 건 알고 있네.
"But this is your chance at improving your fortune - materially, and in honour","하지만 이건 자네의 운명을 바꿀 기회이기도 해. 물질적으로든, 명예로든."
What say you?,어떻게 하겠나?
I accept - for Embla's sake,받아들이죠. 엠블라를 위해서.
Very well - For my family's name,좋습니다. 가문의 이름을 위해서.
I'll do it,하겠습니다.
For the gold,금화 때문입니다.
What makes you think I care?,제가 신경이나 쓸 것 같습니까?
"A chill draught causes a nearby candle to flicker, and you see the cold mirrored in Cato's features","찬 바람에 근처 촛불이 흔들리고, 카토의 얼굴에도 냉기가 서린다."
You are not to blame for the decline in your family's fortune,자네 가문의 몰락이 자네 탓은 아니지.
But you could be responsible for restoring it,하지만 가문을 다시 일으키는 건 자네 손에 달렸을 수도 있어.
We'll see,두고 보죠.
I will be,그렇게 될 겁니다.
"Cato smiles softly, visibly relieved, and for a moment he looks like the man you remember","카토가 눈에 띄게 안도하며 부드럽게 미소 짓는다. 순간 당신이 기억하던 그 남자의 모습이 보인다."
Have you any final questions or matters to discuss?,마지막으로 물어볼 것이나 상의할 게 있나?
"Time is, as I'm sure you appreciate, of the essence","자네도 알겠지만, 시간이 금이라네."
Let's just get on with it,어서 시작하죠.
"If nothing else, the port will be dangerous enough","다른 건 몰라도, 항구는 충분히 위험할 걸세."
That is why I have summoned a Roland Greyeye to me - a crude but effective sell-sword - that I've made good use of before,"그래서 내가 롤랜드 그레이아이라는 자를 불렀네. 거칠지만 유능한 용병이지. 전에도 요긴하게 쓴 적이 있어."
He shall accompany you on this task,이번 일에 그가 동행할 걸세.
Roland Greyeye?,롤랜드 그레이아이요?
I work alone!,난 혼자 일합니다!
I met the man just before seeing you,당신을 만나기 직전에 그 남자를 만났습니다.
"No one, and no word has left Idra in days","며칠 동안 이드라에서 나온 사람도, 소식도 없어."
Rumor has it even the Imperial augurs are in the dark,소문에 의하면 제국 예언가들도 깜깜무소식이라더군.
"I know not how this touches the fate of my daughter, but she must be returned to me, one way or another","이게 내 딸의 운명과 무슨 관련이 있는지는 모르겠지만, 어떻게든 그 아이를 내게 데려와야 하네."
Any idea why she left?,왜 떠났는지 짐작 가는 건 없나요?
#IntroCellar,#IntroCellar
Empty bottles litter the floor of this room,방 바닥에 빈 병들이 널려 있다.
You chuckle to yourself as you imagine the kitchen staff in their wine tasting sessions,주방 직원들이 와인 시음회를 벌이는 상상을 하며 피식 웃는다.
"No doubt, much revelry has taken place here","분명 여기서 꽤나 흥청망청 놀았겠군."
Then a cool gust of air from the passage to the north,그때 북쪽 통로에서 서늘한 바람이 불어온다.
The wine cellar lies that way and you can almost hear faint sobbing,와인 저장고는 그쪽에 있는데, 희미한 흐느낌 소리가 들리는 듯하다.
Ghosts no doubt,유령이 분명해.
#IntroChef,#IntroChef
Ha!,하!
The old wretch is too cowardly to come himself so he sends you instead?,그 늙은이가 겁쟁이라 직접 못 오고 자네를 대신 보냈나?
The brandy will be the end of him I say,브랜디가 그를 죽이고 말 거야, 내 장담하지.
"Then again, who am I to deny the old fool his few pleasures","하긴, 늙은이의 얼마 없는 즐거움을 내가 무슨 자격으로 막겠어."
You'll find a crate of fine Gorremian brandy in the north-east corner of the wine cellar,와인 저장고 북동쪽 구석에 최고급 고레미안 브랜디 상자가 있을 걸세.
Hold on!,잠깐!
Let me see what you made!,자네가 만든 걸 좀 보자고!
Armand excitedly licks his lips,아르망이 흥분하며 입술을 핥는다.
Present the Sandwich for inspection,샌드위치를 보여 검사받는다
The chef offers a short bow and a tired but sincere smile,요리사는 짧게 고개를 숙이며 지쳤지만 진심 어린 미소를 짓는다.
I am chef Armand and my humble kitchen is at your disposal m'lord,저는 요리사 아르망입니다. 제 누추한 주방을 마음껏 쓰십시오, 나리.
I am chef Armand and my humble kitchen is at your disposal m'lady,저는 요리사 아르망입니다. 제 누추한 주방을 마음껏 쓰십시오, 아가씨.
Sadly I was told of your arrival only minutes ago and my oven must be fired up again,안타깝게도 당신이 오신다는 소식을 방금 들어서, 오븐을 다시 데워야 합니다.
You must be famished?,배가 많이 고프시죠?
Indeed I am,정말 배고파요.
Splendid!,좋아요!
"The pantry is west of the wine cellar, and the cheese is kept in the northernmost room","식료품 저장실은 와인 저장고 서쪽에 있고, 치즈는 가장 북쪽 방에 보관되어 있습니다."
Return when you have the cured ham and cheddar and I shall provide bread and instructions,훈제 햄과 체다 치즈를 가져오시면 빵과 조리법을 알려드리죠.
"Now, venture forth into the underworld!","자, 지하 세계로 모험을 떠나십시오!"
Where is the cellar?,지하실은 어디죠?
Kydeon has asked me to fetch him a bottle of brandy,키데온이 브랜디 한 병을 가져다 달라고 부탁했습니다.
Perfect!,완벽해!
"First of all, here is some bread","우선, 여기 빵입니다."
"Now, the cauldron is quite empty and just warm enough for you to use","지금 가마솥이 비어 있고 사용하기 딱 좋을 만큼 따뜻합니다."
Remember,기억하세요.
"You need both the bread, ham and cheese to make the perfect sandwich!","완벽한 샌드위치를 만들려면 빵, 햄, 치즈가 모두 필요합니다!"
"Now, go give it a try and bring me the result!","자, 가서 만들어 오세요!"
I shall see if you have it in you!,자네에게 그럴 실력이 있는지 보겠네!
"Chef Armand wanders back and forth, tending the fire and keeping his kitchen tidy","요리사 아르망은 불을 살피고 주방을 정리하며 분주하게 오간다."
He has the gait of a man who has been on his feet for far too many hours,너무 오랫동안 서서 일한 사람의 걸음걸이다.
I have the ham and cheese!,햄과 치즈를 가져왔어요!
Present the sandwich for inspection,샌드위치를 보여 검사받는다
Where is the cellar again?,지하실이 어디라고 했죠?
Use the hatch in the floor over there!,저기 바닥에 있는 해치를 이용하세요!
Armand points towards a wooden hatch by the wall,아르망이 벽 쪽의 나무 해치를 가리킨다.
"It's quite dark down there, but there should be a lantern in a chest near the stairs","아래는 꽤 어둡지만, 계단 근처 상자에 등불이 있을 겁니다."
Good luck!,행운을 빕니다!
#IntroMadSailors,#IntroMadSailors
Sailors,선원들
The sailors stare at you wide-eyed and terrified,선원들이 겁에 질려 눈을 크게 뜨고 당신을 쳐다본다.
Dead Emperors!,죽은 황제들이여!
It's coming for us!,놈이 우릴 잡으러 온다!
It whispers to me!,내게 속삭이고 있어!
One of them draws a weapon with shaking hands,그중 한 명이 떨리는 손으로 무기를 꺼낸다.
Get away from me!,저리 가!
Calm yourself - You're guild sailors!,진정해! 너희는 길드 선원이잖아!
"Half-insane with terror, the sailors scream and lunge at you!","공포에 반쯤 미친 선원들이 비명을 지르며 당신에게 달려든다!"
Attack,공격
The men stop dead in their tracks - seemingly shocked back from their momentary lapse of sanity by your words,사내들이 제자리에 멈춰 선다. 당신의 말에 순간 잃었던 이성을 되찾은 듯하다.
The pair blinks towards you in a moment of indecision and then stumbles up to the main deck and the tumult that seems to be taking place there,두 사람은 망설이며 눈을 깜빡이더니, 소란이 일어난 듯한 갑판 위로 비틀거리며 올라간다.
#IntroMonster,#IntroMonster
"You dash towards the ship's fractured rail, dodging holes in the deck and wounded men, beseeching you for help","당신은 도움을 청하는 부상자들과 갑판의 구멍들을 피하며 부서진 난간 쪽으로 달려간다."
Roland hangs by one arm from the side of the ship,롤랜드가 배 측면에 한 팔로 매달려 있다.
Try to grab him!,그를 잡으려고 시도한다!
"Before Estavo can smirk in satisfaction, a tentacle whips into the lifeboat, leaving a dark smear against the now buckling hull","에스타보가 만족스러운 미소를 짓기도 전에, 촉수 하나가 구명보트를 강타하며 찌그러진 선체에 검은 얼룩을 남긴다."
"Looking up, you see the remaining tentacles high above you, poised for the coup de grace","고개를 들자 남은 촉수들이 결정타를 날리려는 듯 당신 머리 위로 높이 솟아 있는 것이 보인다."
Abandon ship!,배를 버려!
"You lunge for Roland's arm, but he loses his grip and your fingers close only around thin air - you missed him by an inch","롤랜드의 팔을 잡으려 몸을 날렸지만, 그가 손을 놓치면서 당신의 손가락은 허공을 가른다. 간발의 차이로 그를 놓쳤다."
He falls wordlessly downwards,그는 말없이 아래로 추락한다.
You regard the tentacles with morbid fascination,당신은 기이한 매혹을 느끼며 촉수들을 바라본다.
"Their colouration seems to shift and swim, and their tips are cruelly barbed","촉수의 색깔은 쉴 새 없이 변하며 일렁이고, 끝부분에는 잔인한 가시가 돋쳐 있다."
"They sway, almost hypnotically, before crunching into the ship again","촉수들은 최면을 걸듯 흔들리다가 다시 배를 강타한다."
"One of the tentacles narrowly misses you, but the impact sends you flying overboard","촉수 하나가 당신을 아슬아슬하게 스쳐 지나가지만, 그 충격으로 당신은 배 밖으로 튕겨 나간다."
"The impact of the water winds you, the waves pummel you down, the currents beseech you to go deeper","수면에 부딪힌 충격에 숨이 턱 막히고, 파도가 당신을 내리누르며, 해류가 더 깊은 곳으로 이끈다."
Ever deeper,더 깊은 곳으로.
Peaceful blackness,평화로운 암흑.
The Terror of Idra,이드라의 공포
"You rest your sword-arm, and survey the carnage","당신은 검을 쥔 팔을 내리고 참혹한 현장을 둘러본다."
Then suddenly a loud crash as something collides violently with the hull,그때 갑자기 무언가 선체에 격렬하게 충돌하며 굉음이 울린다.
Surviving mercenaries and crewmen alike fight to keep their footing as the ship lurches,살아남은 용병들과 선원들은 배가 요동치자 중심을 잡으려 애쓴다.
"Suddenly, huge, monstrous tentacles burst from the water around the ship","갑자기 배 주위 물속에서 거대한 괴물의 촉수들이 솟구쳐 오른다."
"For a split-second, before the terror sets in, you wonder what Estavo must be thinking as the monstrosities loom over him","공포가 덮치기 전 찰나의 순간, 괴물이 에스타보를 덮치는 것을 보며 그가 무슨 생각을 했을지 궁금해진다."
"You pace the main deck, as the coast of Idra sails into clear view","이드라 해안이 선명하게 시야에 들어올 때 당신은 갑판을 거닌다."
"You may have kept the crew alive, but they're still tense and skittish","선원들을 살려냈지만, 그들은 여전히 긴장하고 불안해한다."
"The ships captain catches your eye, and nods in gratitude","선장이 당신과 눈이 마주치자 감사의 고개를 끄덕인다."
There is a scream from the crow's nest,망루에서 비명 소리가 들린다.
"Momentarily, you understand why - huge, monstrous tentacles have burst from the water around the ship","잠시 후 그 이유를 알게 된다. 거대한 괴물의 촉수들이 배 주위 물속에서 솟구쳐 오른 것이다."
You hear the captain cry out in terror as one of them wraps around his leg and plucks him from the deck,"촉수 하나가 선장의 다리를 감아 갑판에서 낚아채자 그가 공포에 질려 비명을 지른다."
"After reaching their full height, the tentacles curve inwards and smash into the ship","촉수들은 높이 솟아오른 뒤 안쪽으로 휘어지며 배를 강타한다."
Some pierce straight through the deck - Others snap the masts like they were matchsticks,어떤 촉수는 갑판을 뚫고 들어오고, 다른 것들은 돛대를 성냥개비처럼 부러뜨린다.
You stand frozen in place,당신은 그 자리에 얼어붙는다.
"Through a haze of splintered wood and panicked screams, you notice Roland","부서진 나무 파편과 공포에 질린 비명 속에서 롤랜드가 보인다."
"He throws himself out of the way of a tentacle, but begins to fall overboard as the ship lurches once more","그는 몸을 던져 촉수를 피했지만, 배가 다시 요동치자 배 밖으로 떨어지기 시작한다."
Go to Roland's aid!,롤랜드를 구하러 간다!
Leave Roland to his fate,롤랜드를 운명에 맡긴다
"Through a haze of splintered wood and panicked screams, you watch as the tentacles rise for another strike","부서진 나무 파편과 공포에 질린 비명 속에서, 촉수들이 다시 공격하려고 솟아오르는 것이 보인다."
You notice a few of the mercenaries are rushing towards the lifeboats,"몇몇 용병들이 구명보트 쪽으로 달려가는 것이 보인다."
Join the mercenaries,용병들에 합류한다
Observe the tentacles,촉수를 관찰한다
You reach the lifeboat just as the mercenaries begin lowering it into the sea,"용병들이 구명보트를 바다로 내리기 시작할 때 당신이 도착한다."
Estavo brandishes his sword at you,에스타보가 당신을 향해 칼을 휘두른다.
I think not,어림없지.
Get in!,타!
Estavo bellows,에스타보가 고함친다.
"If you're ok with doubling our fee, of course","물론, 보수를 두 배로 준다면 말이야."
You watch as he is swallowed by the raging sea,당신은 그가 성난 파도에 삼켜지는 것을 지켜본다.
"The ship is listing fatally - and you see the great tentacles high above you, poised for the coup de grace","배는 치명적으로 기울어졌고, 거대한 촉수들이 결정타를 날리려는 듯 머리 위로 높이 솟아 있다."
"As you jump, you hear the terrible rending of wood giving in to flesh","뛰어내리는 순간, 나무가 살점에 짓이겨지는 끔찍한 소리가 들린다."
Roland plummets wordlessly over the ship's rail,롤랜드는 말없이 배 난간 너머로 추락한다.
"Meanwhile, you notice a few of the mercenaries are rushing towards the lifeboats","한편, 몇몇 용병들이 구명보트 쪽으로 달려가는 것이 보인다."
Follow the mercenaries,용병들을 따라간다
...............,...............
Sink,가라앉기
#IntroMutiny,#IntroMutiny
"The mercenary leader, Estavo, flicks his dark eyes to you, but keeps his blade fixed on the desperate captain","용병 대장 에스타보는 어두운 눈으로 당신을 힐끗 보면서도, 절박한 선장에게서 칼을 거두지 않는다."
There's a reason he's known as 'Fireblood' to his men,부하들에게 '불의 피'라고 불리는 데는 이유가 있다.
Estavo,에스타보.
You'll get your money but let me handle this,돈은 받을 테니 이건 내게 맡겨.
Estavo - enough of the theatrics,에스타보, 연극은 그만해.
A cruel smile twitches into life on Estavo's wind-weathered face,비바람에 거칠어진 에스타보의 얼굴에 잔인한 미소가 떠오른다.
There's only one rich noble girl,부유한 귀족 아가씨는 한 명뿐이지만,
But we can always find more sailors,선원들은 언제든 더 구할 수 있지.
The ship's captain bristles at these words,그 말에 선장이 발끈한다.
"Captain, why have we not dropped anchor?","선장, 왜 닻을 내리지 않은 거지?"
Mutiny,반란
"You emerge onto the deck, and see two groups of men facing each other with weapons drawn","갑판으로 나가자 무기를 빼 들고 대치 중인 두 무리가 보인다."
