original,translate
Calipero,칼리페로
Lyra,라이라
Malachai,말라카이
Driina,드리나
The imposing cleric turns to face you,위압적인 성직자가 당신을 돌아봅니다
"There's a steely resolve in her eyes, but she gives you a warm, if sad smile by way of greeting","그녀의 눈에는 강철 같은 결의가 엿보이지만, 인사 대신 따뜻하면서도 슬픈 미소를 짓습니다"
Embla,엠블라
Bernard,버나드
Barmaid,주점 여종업원
Baroness of Firgol,피르골 남작부인
Pert the Beekeeper,양봉업자 퍼트
Ari,아리
Cass,카스
Temmy,테미
Jeb,젭
Vendor,상인
Klara,클라라
Majordomo,집사
Drummer,고수
Piper,피리 부는 사람
Lutist,류트 연주자
Camilla,카밀라
Hierophant Drahl,대사제 드랄
Albert,알버트
Blacksmith,대장장이
Quartermaster,병참 장교
Clothier,의류 상인
Julia,줄리아
Ylia,일리아
Martha,마사
Frantzo,프란초
Captain Vivian,비비안 선장
Bobbert the Recruit,신병 봅버트
Rat Queen,쥐 여왕
Esteban,에스테반
Armand,아르망
Art Peddler,예술품 행상인
Merchant,상인
Bor the Sewerjack,하수구 청소부 보르
Cora,코라
Natia,나티아
Philip,필립
Iago,이아고
Dono,도노
Anto,안토
Zhara,자라
Iben,이벤
Chamberlain,시종장
Markus,마르쿠스
Chamberlain to the governor of Idra,이드라 총독의 시종장
Jakub,야쿱
Ella,엘라
{addVocalBarkLocal|I've too much on my mind right now...},{addVocalBarkLocal|지금은 머릿속이 너무 복잡해...}
Giorgy,기오르기
"A ragged man, caked in dirt",흙으로 뒤덮인 남루한 남자
Marita,마리타
Lighthouse Keeper,등대지기
Lon,론
The camp's cook,야영지의 요리사
Hannah,한나
"On your way through the refugee camp you notice a woman and a pale-looking child huddled together beneath an old, worn blanket","난민 캠프를 지나던 중, 낡고 해진 담요 밑에 몸을 웅크린 여인과 창백한 아이가 눈에 띕니다"
Shepherd,양치기
Wreck Picker,난파선 수집가
Kat,캣
Maija,마이야
Andros,안드로스
Marsa,마르사
A young girl,어린 소녀
She's ragged and far to lean but she is smiling from ear to ear as she clutches her stuffed animal,그녀의 수척한 얼굴은 봉제 인형을 껴안으며 더할 나위 없는 애정을 담은 미소를 짓고 있습니다
She's ragged and far to lean and looks like she's been crying recently,앙상한 소녀의 뼈가 누더기 사이로 드러나 보입니다. 최근에 운 것 같기도 합니다
Mother Katak,카탁 어머니
"An old, silver-haired crone",은발의 노파
Thomas,토마스
Oleg the Gray,회색의 올렉
Red Kala,붉은 칼라
The Butcher,도살자
Roland,롤랜드
Snow,스노우
"The man called ""Snow"" by his crew, was once the first mate of the Zephyr","선원들에게 ""스노우""라고 불리던 그는 한때 제퍼 호의 일등 항해사였습니다"
Aaron,아론
Leva,레바
One of the wretched surviors from the Zephyr,제퍼 호의 비참한 생존자 중 한 명
"The woman looks torn, tattered and exhausted",그 여자는 찢어지고 해진 옷을 입고 지쳐 보입니다
"As you approach, she offers a tired, but grateful smile","당신이 다가가자, 그녀는 지쳤지만 고마워하는 미소를 짓습니다"
Grigor,그리 고르
"The man looks torn, tattered and exhausted",그 남자는 찢어지고 해진 옷을 입고 지쳐 보입니다
As you approach the sailor shrinks back in terror whilst avoiding your gaze,"당신이 다가가자 선원은 겁에 질려 움츠러들며 당신의 시선을 피합니다"
"As you approach the sailor offers a tired, but grateful smile","당신이 다가가자, 선원은 지쳤지만 고마워하는 미소를 짓습니다"
Jan,얀
Andry,앤드리
Carylla,카릴라
Tycho,티코
The Ancient King,고대의 왕
Joran the Usurper,찬탈자 요란
