original,translate
The yellow pips represent Movement points,노란색 점은 이동 포인트를 나타냅니다
The violet pips represent Attacks,보라색 점은 공격 횟수를 나타냅니다
You can move a number of tiles each combat equal to your Movement Points AND Attacks,전투 시 이동 포인트와 공격 횟수를 합친 만큼의 타일을 이동할 수 있습니다
But spending Attacks to move means you won't be able to attack that turn,하지만 공격 횟수를 소모하여 이동하면 해당 턴에는 공격할 수 없습니다
This is a good way of moving extra far,이는 평소보다 더 멀리 이동할 때 유용한 방법입니다
Performing an attack will clear out all remaining movement points,공격을 수행하면 남은 모든 이동 포인트가 사라집니다
"In other words, attacking will end the character’s turn in most cases","즉, 대부분의 경우 공격하면 캐릭터의 턴이 종료됩니다"
New Character,새 캐릭터
You’ve added a new character to your party!,새로운 캐릭터를 파티에 추가했습니다!
"Press ""Q"" or the character portraits to swap the party leader","""Q"" 키나 캐릭터 초상화를 눌러 파티 리더를 변경할 수 있습니다"
Press RIGHT BUMPER or the character portraits to swap the party leader,오른쪽 범퍼나 캐릭터 초상화를 눌러 파티 리더를 변경할 수 있습니다
The current leader’s Attributes are used for tests outside combat (such as for Awareness or Stealth,전투 외 상황(인지 또는 은신 등)에서의 판정은 현재 리더의 능력치를 사용합니다
Familiarize yourself with the Attributes and Abilities of your party members and have the right character take the lead depending on the circumstances,파티원의 능력치와 능력을 파악하고 상황에 따라 적절한 캐릭터가 리더를 맡도록 하십시오
"When a new member joins your party, they Level Up to your current level","새 멤버가 파티에 합류하면 현재 레벨로 레벨 업합니다"
The “Level Up” icon on your party-member’s portrait shows that a character is ready to level up!,파티원 초상화의 ""레벨 업"" 아이콘은 캐릭터가 레벨 업할 준비가 되었음을 나타냅니다!
Double-click the character portrait and select FEATS to begin leveling up,캐릭터 초상화를 더블 클릭하고 [재주]를 선택하여 레벨 업을 시작하십시오
Press the X BUTTON and go to the FEATS tab to begin leveling up,X 버튼을 누르고 [재주] 탭으로 이동하여 레벨 업을 시작하십시오
Stealth,은신
Press the Hide button to go into Stealth mode,은신 버튼을 눌러 은신 모드로 들어가십시오
The action buttons also map to the numerical buttons,액션 버튼은 숫자 버튼에도 매핑되어 있습니다
You may also press LEFT JOYSTICK to enter stealth mode,왼쪽 조이스틱을 눌러 은신 모드로 들어갈 수도 있습니다
While in stealth mode the Stealth indicator becomes visible,은신 모드 중에는 은신 표시기가 나타납니다
A yellow indicator means you're in danger of being spotted,노란색 표시기는 발각될 위험이 있음을 의미합니다
"While your indicator is yellow, it will count down to 0%","표시기가 노란색일 때는 0%까지 카운트 다운됩니다"
When it reaches 0% you are spotted and will become visible,0%에 도달하면 발각되어 모습이 드러납니다
Moving in lit areas and being close to other characters will make the counter go down very fast,밝은 곳에서 이동하거나 다른 캐릭터에게 가까이 가면 카운트 다운 속도가 매우 빨라집니다
Stick to shadows and avoid other characters,그러니 그림자에 숨고 다른 캐릭터들을 피하십시오
Your ability to stay hidden is dictated by your stealth skill,숨어 있는 능력은 은신 기술에 의해 결정됩니다
Increase this skill to stay hidden for longer,이 기술을 올려 더 오랫동안 은신 상태를 유지하십시오
Wearing armor makes it harder to stay hidden,방어구를 착용하면 은신 상태를 유지하기가 더 어려워집니다
"If the indicator turns green, it means you are no longer in danger of being spotted","표시기가 녹색으로 바뀌면 더 이상 발각될 위험이 없다는 뜻입니다"
"Spending time in ""green"" areas will refill your stealth meter","""녹색"" 영역에서 이동하거나 대기하며 시간을 보내면 은신 미터가 다시 채워집니다"
#Misc,#기타
Crafting,제작
This is the Crafting screen,제작 화면입니다
"To create new items, double-click ingredients in your inventory to place them in the “Workstation” and then press “Craft","새 아이템을 만들려면 인벤토리의 재료를 더블 클릭하여 ""작업대""에 놓고 ""제작""을 누르십시오"
"If the recipe is valid, new items will be created","유효한 조리법이라면 새 아이템이 생성됩니다"
"To create new items, place ingredients in the “Workstation” grid and then press “Craft","새 아이템을 만들려면 재료를 ""작업대"" 그리드에 놓고 ""제작""을 누르십시오"
The recipe list in the left column represents known recipes,왼쪽 열의 조리법 목록은 이미 알고 있는 조리법들을 보여줍니다
You learn new recipes by experimenting or by finding recipe books out in the world,실험을 하거나 세상 곳곳에서 조리법 책을 찾아 새로운 조리법을 배울 수 있습니다
Recipes that can currently be crafted are shown in green,현재 제작 가능한 조리법은 녹색으로 표시됩니다
Selecting a green recipe will automatically add all the necessary ingredients to the “Workstation,녹색 조리법을 선택하면 필요한 모든 재료가 자동으로 ""작업대""에 추가됩니다
Crafting is dependent on the Crafting skill,제작은 [제작] 기술에 의존합니다
"Crafting a valid recipe will always succeed but depending on your skill and the recipe’s difficulty, there is a chance you may produce more than one item","유효한 조리법으로 제작하면 항상 성공하지만, 기술 수준과 조리법 난이도에 따라 아이템을 하나 이상 생산할 수도 있습니다"
Resting,휴식
This is the Camp screen,야영 화면입니다
Use it to feed the party and select camp activities for the party members before resting,휴식을 취하기 전에 파티원들에게 식사를 제공하고 야영 활동을 선택하십시오
"By default, the game always auto-saves when you make camp","기본적으로 야영을 할 때마다 게임이 자동 저장됩니다"
"To fully recover from injuries, your party members must be well fed","부상에서 완전히 회복하려면 파티원들이 배불리 먹어야 합니다"
Normally 10 points of food is required per party member to recover 100%,일반적으로 100% 회복하려면 파티원당 10포인트의 식량이 필요합니다
If less than the required amount is added your party will only recover partially,필요한 양보다 적게 제공하면 파티원은 부분적으로만 회복합니다
Add food from your inventory by double clicking it,인벤토리에서 식량을 더블 클릭하여 추가하십시오
Note that prepared meals add a lot more food per item than raw ingredients,조리된 식사는 날것의 재료보다 아이템당 훨씬 많은 식량을 제공한다는 점을 명심하십시오
Seek out crafting stations to craft meals from raw ingredients,제작대를 찾아 날재료로 식사를 만드십시오
Select food from your inventory for your party to eat,인벤토리에서 파티원들이 먹을 음식을 선택하십시오
You also need to select Camp Activities for your party members,또한 파티원들의 야영 활동을 선택해야 합니다
These provide bonuses based on your character's skills,이것은 캐릭터의 기술에 따라 파티에 보너스를 제공합니다
Beds and Inns,침대와 여관
Keep an eye out for beds or inns to rest in while adventuring,모험 중에 쉴 수 있는 침대나 여관을 눈여겨보십시오
Doing so is superior to sleeping in the wild,야외에서 자는 것보다 훨씬 효과적입니다
"While resting at an inn or in a bed, you have the option to manage your party!","여관이나 침대에서 쉴 때 파티를 관리할 수 있습니다!"
"This means you can choose what characters get to be part of your main party, and who should wait in camp","즉, 어떤 캐릭터를 메인 파티에 포함시키고 누구를 대기시킬지 선택할 수 있습니다"
Camp followers do not earn XP and never participate in combat,대기 중인 동료는 경험치를 얻지 못하며 전투에 참여하지 않습니다
Camp followers will for the most part not engage in the narrative,"대기 중인 동료는 대부분 스토리 진행에 관여하지 않습니다"
"There are a few exceptions to this however, and there are some cases where even characters outside your main party may chime in during conversations","하지만 예외도 있으며, 메인 파티에 없는 캐릭터가 대화 중에 끼어드는 경우도 있습니다"
Sailing,항해
"While sailing on the overland map, the “Make Camp” button changes appearance","월드맵에서 항해 중일 때는 ""야영"" 버튼의 모양이 바뀝니다"
Click it to explore the ship you’re currently on,버튼을 클릭하여 현재 타고 있는 배를 탐험하십시오
Press it to explore the ship you’re currently on,버튼을 눌러 현재 타고 있는 배를 탐험하십시오
"While on the ship, it’s possible to rest and reorganize, cook, craft items and even do some limited bartering","배 안에서는 휴식 및 재정비, 요리, 아이템 제작이 가능하며 선상 상인과 제한적인 거래도 할 수 있습니다"
There may also be characters to talk to,대화할 수 있는 캐릭터가 있을 수도 있습니다
"When you’re done interacting with the ship and crew, interact with the ship’s helm to go back to the overland map","배와 선원들과의 상호작용을 마친 후에는 배의 조타륜과 상호작용하여 월드맵으로 돌아가십시오"
