original,translate
Frantzo suggests looking into the farmer’s missing herd of goats,프란초는 농부의 사라진 염소 떼를 조사해 보라고 제안했다
He suspects the farmer hid them away to keep them from being eaten by starving refugees,그는 농부가 굶주린 난민들에게 잡아먹히지 않도록 염소들을 숨겼을 것이라고 의심하고 있다
Bring the Goats to Camp,염소들을 캠프로 데려오기
I found Jakub's hidden goats up in a secluded mountain glen,외진 산속 협곡에서 야쿱이 숨겨둔 염소들을 발견했다
Now I must bring the herd of goats to the refugee camp,"이제 염소 떼를 난민 캠프로 데려가야 한다"
If I don't get Jakub to agree first there may be consequences,"야쿱의 동의를 먼저 구하지 않고 진행한다면, 어떤 결과가 초래될지 모른다"
Convince Jakub,야쿱 설득하기
Perhaps I should talk to Jakub and see if convince him to let me bring the goats back to camp,야쿱과 대화하여 염소들을 캠프로 데려오는 것을 허락하도록 설득해 보는 것이 좋겠다
"Jakub, the Idran goat farmer, has come to his senses and agreed to let me bring the goats to camp so they can be eaten","이드라의 염소 농부 야쿱이 마침내 정신을 차리고 염소들을 식량으로 쓸 수 있도록 캠프로 데려가는 것에 동의했다"
He asks that I go and help his son,그는 내게 가서 자신의 아들을 도와달라고 부탁했다
Return to Frantzo,프란초에게 돌아가기
I must return to Frantzo and tell him that I've brought Jakub's goats to camp,"프란초에게 돌아가 야쿱의 염소들을 캠프로 데려왔다는 기쁜 소식을 전해야 한다"
Search for the Goats,염소 찾기
I need to start by looking for a clue as to where the herd could be located,먼저 염소 떼가 어디에 있는지 단서를 찾는 것부터 시작해야 한다
An Alternate Supply,대체 공급원
Look for an alternate solution to the food-crisis in the refugee camp,난민 캠프의 식량 위기를 해결할 다른 방법을 찾아라
Sea's Bounty,바다의 선물
The quartermaster of the Weathermaiden has enough food-supplies to feed the refugee camp,웨더메이든 호의 병참 장교는 난민 캠프를 먹여 살릴 충분한 식량을 가지고 있다
The downside is it will cost me 500 pieces of gold,문제는 금화 500개가 든다는 점이다
I’ve acquired the food-supplies needed to feed the refugees,난민들을 먹이는 데 필요한 식량을 확보했다
Now all that remains is to return to Frantzo and tell him the good news,이제 프란초에게 돌아가 좋은 소식을 전하는 일만 남았다
Outbreak,발병
"There is an outbreak in camp and the aged cleric, Drahl, has asked me to help him look for a cure","캠프에 전염병이 돌고 있어 늙은 성직자 드랄이 치료제를 찾는 것을 도와달라고 부탁했다"
He suggests I start by talking to Hannah,그는 한나와 먼저 이야기해 보라고 제안했다
The mother of a sick child who appears to have a suggestion for a cure,그녀는 아픈 아이의 엄마인데 치료법에 대한 단서가 있는 것 같다
She can be found in a cottage south of camp,그녀는 캠프 남쪽의 오두막에서 찾을 수 있다
I provided Drahl with a cure for the outbreak and it appears to be having the intended effect,드랄에게 전염병 치료제를 제공했고 의도한 효과가 나타나는 것 같다
A Mother's Love,어머니의 사랑
A young mother in the refugee camp has pleeded with me to help save her child,난민 캠프의 젊은 엄마가 아이를 살려달라고 내게 애원했다
The boy's fallen ill and she begs me to seek out an old crone living in the forest in the islands interior,아이가 병들었고 그녀는 섬 내륙 숲속에 사는 늙은 노파를 찾아가 달라고 간청했다
She would know how to help,그 노파라면 도울 방법을 알고 있을 것이다
"Though the old woman had gone insane, I was able to get medicine for the child","노파는 미쳐버렸지만, 아이를 위한 약을 얻을 수 있었다"
I was unable to get medicine for Hannah in time,한나를 위한 약을 제때 구하지 못했다
Both mother and child passed,어머니와 아이 모두 세상을 떠났다
"Having gotten his medicine, Hannah's boy is looking better already","약을 먹은 한나의 아들은 벌써 상태가 좋아 보인다"
The Un-Born,태어나지 않은 자
Mother Katak will help with the outbreak in camp,카탁 어머니가 캠프의 전염병을 도와줄 것이다
"To make medicine she has asked me to find ""the un-born of the scaled ones""","약을 만들기 위해 그녀는 내게 ""비늘 달린 자들의 태어나지 않은 것""을 찾아달라고 했다"
"Apparently they dwell nearby: ""north of the great oak and past the fetid pools""","그들은 근처에 산다고 한다: ""거대한 참나무 북쪽, 악취 나는 웅덩이 너머"""
I recovered eggs from a pack of giant lizards and delivered them to the mad old hag,거대 도마뱀 무리로부터 알을 회수하여 미친 늙은 마녀에게 전달했다
You need to find 1 GiantLizardEgg,거대 도마뱀 알 1개를 찾아야 합니다
You found GiantLizardEgg!,거대 도마뱀 알을 찾았습니다!
The Eternity Gate,영원의 문
I find myself naked and alone in the darkness,나는 어둠 속에서 발가벗겨진 채 홀로 남겨졌다
I can only surmise I am inside the strange structure that we found underneath the Black Priory,검은 수도원 아래에서 발견한 기이한 구조물 안에 들어와 있다고 짐작할 뿐이다
Truly this is a place where no mortal foot was ever meant to tread,진정 이곳은 필멸자의 발길이 닿아서는 안 될 곳이다
I am undone,나는 파멸했다
Dust in an endless void,끝없는 공허 속의 먼지일 뿐
This will be my final entry,이것이 나의 마지막 기록이 될 것이다
The Zephyr,제퍼 호
"I need to investigate what is happening with ""The Zephyr","""제퍼 호""에 무슨 일이 일어나고 있는지 조사해야 한다"
A mutiny had broken out as the crew refused to bring the ship closer to Idra,선원들이 배를 이드라 해안 가까이 대는 것을 거부하며 반란이 일어났다
They claimed the island was cursed,그들은 섬이 저주받았다고 주장했다
"The zephyr was sunk by a terrible, un-namable creature of the deep","제퍼 호는 심연의 끔찍하고 형용할 수 없는 존재에 의해 침몰했다"
Plateau of Madness,광기의 고원
The Cabal expedition landed at the mining-village of Adler’s Helm,카발 원정대는 광산 마을 아들러의 투구에 상륙했다
I suspect we can find a way to ascend to the interior plateau on Gradla if we follow their trail to Adler's Helm and beyond,그들의 흔적을 따라 아들러의 투구 너머로 가면 그라들라 내륙 고원으로 올라가는 길을 찾을 수 있을 것 같다
"Following the ancient stairs discovered by the miners of Adler’s Helm, we have reached the interior plateau","아들러의 투구 광부들이 발견한 고대 계단을 따라 내륙 고원에 도달했다"
The Priory lies within reach,드디어 수도원이 손에 닿을 거리에 있다
Retaking Horryn,호린 탈환
"To retake Horryn, we must kill the three Reaver chiefs that occupy the city","호린을 탈환하려면 도시를 점거하고 있는 세 명의 약탈자 족장을 처단해야 한다"
"The three are know as Oleg the Gray, Queen Kala and the Butcher","그 셋은 회색의 올렉, 칼라 여왕, 그리고 도살자로 알려져 있다"
Iben cautions that the threesome is fierce and that we might use cunning and use their infighting to our advantage,이벤은 그 셋이 흉포하므로 교활하게 그들의 내분을 이용하는 것이 좋을 것이라고 조언했다
Oleg the Gray,회색의 올렉
Dead Queen Kala,칼라 여왕 사망
Dead The Butcher,도살자 사망
Dead,사망
Alive,생존
Alive The Butcher,도살자 생존
Alive Queen Kala,칼라 여왕 생존
We have retaken the outer city,우리는 외곽 도시를 탈환했다
Storming the Keep,성채 습격
"Though we have liberated the outer city, Horryn’s keep remains in the possession of the Reavers","외곽 도시는 해방되었지만, 호린의 성채는 여전히 약탈자들의 수중에 있다"
The keep is well protected from a frontal assault so we need to look for an alternate entrance,성채는 정면 공격에 대비해 방어가 잘 되어 있으므로 다른 입구를 찾아야 한다
I successfully infiltrated the keep and slew the foul creature known as “Father,성채 잠입에 성공하여 ""아버지""라 불리는 더러운 생명체를 처치했다
The Secret Tunnel,비밀 터널
Hierophant Drahl believes a secret tunnel exists that connects the keep to the crypts underneath the temple,대사제 드랄은 성채와 사원 지하 묘지를 연결하는 비밀 터널이 존재한다고 믿는다
The sacred crypts of the Sepulchites can be accessed from within the temple,세풀카이트의 신성한 묘지는 사원 내부에서 접근할 수 있다
"Drahl suspects that if a secret tunnel does indeed exist, it probably lies in the deeper sections of the crypts","드랄은 비밀 터널이 정말 존재한다면 묘지 더 깊은 곳에 있을 것이라고 짐작한다"
"Though the crypt was overrun by foul undead creatures, we did indeed find the secret tunnel","묘지는 더러운 언데드 생명체들로 들끓었지만, 우리는 결국 비밀 터널을 찾아냈다"
Talk to Drahl,드랄과 대화하기
"According to Markus, Hierophant Drahl might know of a secret entrance into the keep","마르쿠스에 따르면, 대사제 드랄이 성채로 들어가는 비밀 입구를 알고 있을지도 모른다"
The Hierophant can be found in front of the newly liberated temple,대사제는 해방된 사원 앞에서 찾을 수 있다
I met and talked to the Hierophant,대사제를 만나 이야기를 나누었다
Talk to Markus,마르쿠스와 대화하기
I’ve been told to meet Markus the Chamberlain at the inn that lies west of the city square in Horryn,호린 광장 서쪽에 있는 여관에서 시종장 마르쿠스를 만나라는 전갈을 받았다
I suspect he has an idea about how to pierce the keep's defences,그는 성채의 방어를 뚫을 방법에 대해 아이디어가 있는 것 같다
I found and talked to Markus,마르쿠스를 찾아 이야기를 나누었다
Untold Eons,말할 수 없는 영겁
"We’ve penetrated the dungeons that lay beneath the Black Priory and entered into the black, timeless realms beyond","우리는 검은 수도원 지하 던전을 뚫고 그 너머의 검고 시간이 멈춘 영역으로 들어갔다"
Now it remains to be seen what untold secrets have lain hidden for so long,이제 얼마나 오랫동안 숨겨져 왔던 말할 수 없는 비밀들이 드러날지 지켜봐야 한다
We found what the Cabal was excavating underneath the Priory,우리는 카발이 수도원 아래에서 발굴하던 것을 찾아냈다
By the Golden how I wish we had let it lie in peace,"황금의 신이시여, 우리가 그것을 평화롭게 잠들게 내버려 두었더라면 좋았을 것을"
I fear there is no salvation for us now,이제 우리에게 구원은 없을 것 같아 두렵다
The Priory Opens,수도원이 열리다
We’ve entered the Black Priory,우리는 검은 수도원에 진입했다
"Whatever secrets the Cabal expedition found here, I suspect they lay beneath the priory","카발 원정대가 이곳에서 어떤 비밀을 찾았든, 그것은 수도원 지하에 있을 것이라 짐작된다"
We must find a way to enter the dungeon below,아래 던전으로 들어가는 방법을 찾아야 한다
We have breached the lower level of the priory,우리는 수도원 하층부를 돌파했다
To Sleep and Dream,잠들고 꿈꾸기 위하여
The secrets of the Priory are within reach,수도원의 비밀이 손에 닿을 거리에 있다
We must navigate the catacombs and reach the great secret that lies at its heart,지하 묘지를 통과하여 그 중심에 있는 거대한 비밀에 도달해야 한다
May the Dead save us,망자들이 우리를 구해주기를
The secrets of this place are far deeper and more ancient than any of us could have guessed,이곳의 비밀은 우리 중 누구도 짐작할 수 없었을 만큼 훨씬 더 깊고 오래된 것이다
We descend now into a darkness from which I fear we’ll never re-emerge,"우리는 지금 어둠 속으로 내려가고 있으며, 다시는 돌아오지 못할까 두렵다"
Upon Black Seas,검은 바다 위에서
I rescued Embla but we find that there is no way to return to the main-land whilst the Outer Isles is engulfed in this madness,"엠블라를 구출했지만, 외곽 제도가 이 광기에 휩싸여 있는 동안에는 본토로 돌아갈 방법이 없다는 것을 알게 되었다"
Embla is convinced the calamity is somehow caused by the discovery of an ancient site known as “The Black Priory” on the island of Gradla,엠블라는 이 재앙이 그라들라 섬에 있는 ""검은 수도원""이라 알려진 고대 유적의 발견과 관련이 있다고 확신한다
Gradla is located to the north of Idra and we must find a ship and crew willing to take us there,그라들라는 이드라 북쪽에 있으며 우리를 그곳으로 데려다줄 배와 선원을 찾아야 한다
Gradla is within sight,그라들라가 시야에 들어왔다
Now we must make landfall and seek a way to reach the inland plateau,이제 상륙하여 내륙 고원에 도달할 방법을 찾아야 한다
#Side Quests,#서브 퀘스트
The Boar's Medicine,멧돼지의 약
Kydeon asked me fetch a bottle of brandy from the wine cellar under the kitchen after I talk to Lyra,키데온은 내가 라이라와 대화를 마친 후 주방 아래 와인 저장고에서 브랜디 한 병을 가져다달라고 부탁했다
The old boar will sleep soundly tonight,늙은 멧돼지는 오늘 밤 푹 잘 것이다
M' damn knees are acting up again,망할 무릎이 또 말썽이군
Can't hardly sleep on account of the aches,"통증 때문에 통 잠을 잘 수가 없어"
"Let me tell you, I'd take an arrow in the leg any day","내 말 잘 들어, 차라리 다리에 화살을 맞는 게 낫지"
"If you're going over to the kitchen later for a bit of grub, a bottle of brandy from the wine-cellar would make me a happy man!","나중에 요기하러 주방에 가게 되면, 와인 저장고에서 브랜디 한 병만 가져다주면 정말 고맙겠네! 그 덕에 기분도 좋아지고 아주 고마울 걸세!"
Kydeon shifts as if to emphasize his stiff knees,키데온은 무릎이 뻣뻣하다는 것을 강조하려는 듯 몸을 뒤척인다
Ha!,하!
That's some fine foraging young whelp!,"제법 잘 구해왔군, 애송이 녀석!"
"Before you can get a word in, Kydeon snatches the bottle, uncorks it and drinks deeply","당신이 입을 떼기도 전에, 키데온은 병을 낚아채 코르크 마개를 따고 벌컥벌컥 마신다"
"The old man, eyes closed in relief, lets out a deep sigh","잠시나마 고통에서 해방된 노인은 눈을 감고 안도의 한숨을 내쉰다"
May your sleep be dreamless,꿈도 없는 편안한 잠이 되기를
he speaks as if to himself,"그는 무심코 혼잣말을 내뱉는다"
The Cellar,지하실
Look for your father in the cellar under the kitchen,주방 아래 지하실에서 아버지를 찾아라
You found your father,아버지를 찾았다
The Beast in the Hearth,화로 속의 야수
Lyra has betted with me to see if I can sneak into the hearth of the villa and confront the 'beast' that hides there,"라이라는 내가 별장의 화로에 몰래 들어가 그곳에 숨어 있는 '야수'와 마주할 수 있는지 내기를 걸었다"
I won our wager and snuk into the hearth,"나는 내기에서 이겨, 화로에 몰래 들어가는 데 성공했다"
There I met a mercenary by the name or Roland Greyeye,그곳에서 롤랜드 그레이아이 라는 이름의 용병을 만났다
I failed to sneak into the hearth,"화로 잠입에 실패하여 내기에서 졌고, 자존심도 조금 상했다"
Exploring the Grounds,정원 탐험
"While I wait for the Lord Berryn to become available, I should look for some food and perhaps walk the gardens and hedge maze before I check back in with Lyra again","베린 경을 만날 수 있을 때까지 기다리는 동안 음식을 좀 찾고, 라이라에게 다시 가기 전에 정원과 산울타리 미로를 산책해 봐야겠다"
The lord of House Berryn is ready for me now,베린 가문의 영주가 이제 나를 맞을 준비가 되었다
An Evening Meal,저녁 식사
I have been ordered to go procure a meal for myself from the kitchen as there is no saying how long I will be waiting,"얼마나 기다려야 할지 모르니 주방에 가서 식사를 해결하라는 지시를 받았다"
I should talk to the chef,요리사에게 말을 걸어야겠다
Chef Armand taught me to make his famous melted cheese sandwiches,아르망 셰프는 자신의 유명한 녹은 치즈 샌드위치 만드는 법을 알려주었다
"Surely, old Magda cries in the tomb at what her kitchen has come to","분명 늙은 마그다는 자신의 주방이 이렇게 된 꼴을 보고 무덤에서 통곡하고 있을 것이다"
Chef Armand has offered to teach me how to make his famous cheese sandwich,아르망 셰프는 자신의 유명한 치즈 샌드위치 만드는 법을 가르쳐 주겠다고 제안했다
For starters I have to fetch cheddar cheese and cured ham from the cellar under the kitchen,"우선, 주방 지하실에서 체다 치즈와 숙성 햄을 가져와야 한다"
My suggestion is thusly,제 제안은 이렇습니다
"Whilst I stoke the fire, you run down in the pantry and fetch some cured ham and cheddar cheese","제가 불을 지피는 동안, 식료품 저장고에 가서 숙성 햄과 체다 치즈를 좀 가져오세요"
I will then teach you how to cook my renowned melted cheese sandwich and you shall never want for an evening meal for as long as you live!,"돌아오면 제 유명한 녹은 치즈 샌드위치 만드는 법을 알려드리죠. 평생 저녁 식사 걱정은 안 해도 될 겁니다!"
The Hedge Maze,산울타리 미로
Lyra suggests I should explore the hedge-maze in the villa grounds while I wait for master Cato to become ready,라이라는 카토 주인을 기다리는 동안 별장 부지의 산울타리 미로를 탐험해 보라고 제안했다
"You managed to find ""Embla"" in the maze","미로에서 ""엠블라""를 찾는 데 성공했다"
A Deeper Dark,더 깊은 어둠
One of the lighthouse keepers went mad and killed himself after dreaming of a strange blade buried deep within the caves below the lighthouse,등대지기 중 한 명이 등대 아래 동굴 깊은 곳에 묻힌 기이한 칼날에 대한 꿈을 꾼 후 미쳐서 자살했다
Perhaps that artifact should be recovered for safe-keeping... or use,안전한 보관을 위해... 혹은 사용하기 위해 그 유물을 회수해야 할지도 모른다
The entrance to the caves is under the broken bridge,동굴 입구는 끊어진 다리 아래에 있다
"I recovered a strange dagger from some sort of ancient, pre-Imperial, ritual chamber in the caves beneath the lighthouse","등대 아래 동굴에 있는 제국 이전의 고대 의식 방에서 기이한 단검을 회수했다"
Find Froggert!,프로거트를 찾아라!
"Marsa, a young girl in the Idran camp, has lost her stuffed animal 'Froggert'","이드라 캠프의 어린 소녀 마르사가 봉제 인형 '프로거트'를 잃어버렸다"
Getting it back for her might be a small act of kindness in a sea of horrors,그걸 찾아주는 건 이 절망의 바다에서 베풀 수 있는 작은 친절일지도 모른다
The wayward reptile has been recovered,길 잃은 파충류 인형을 되찾았다
Marsa was overjoyed,마르사는 뛸 듯이 기뻐했다
It felt good to help,도와줘서 기분이 좋았다
Lost Sailors,길 잃은 선원들
I met a small group of surviving sailors from the Zephyr camped near the wreck,난파선 근처에 캠프를 친 제퍼 호의 생존 선원 소수 무리를 만났다
"Their de-facto leader, Snow, has asked that I send any survivors I find his way","그들의 실질적인 리더인 스노우는 생존자를 발견하면 자신들에게 보내달라고 부탁했다"
There should be at least 3 out there,적어도 3명은 더 있을 것이다
Found so far,현재까지 발견함
I sent those I could find to Snow’s camp,찾아낸 사람들을 스노우의 캠프로 보냈다
"Though the group is still small, they certainly stand a better chance together than alone","아직 작은 무리지만, 뭉치면 혼자일 때보다 생존 확률이 확실히 높을 것이다"
Sealed Away,봉인된 것
"Kat from the Zephyr, suggests we should look to see if the captain’s seal survived the sinking","제퍼 호의 캣은 선장의 인장이 침몰 과정에서 무사한지 확인해 보자고 제안했다"
"Though the captain died on the Zephyr, one of the other crew-members might have managed to bring it ashore","선장은 제퍼 호 갑판에서 죽어 배와 함께 파도 아래 잠들었지만, 다른 선원 중 한 명이 인장을 육지로 가지고 나왔을지도 모른다"
Kat suggests we start by examining a cave to the west,캣은 서쪽에 있는 동굴부터 조사해 보자고 제안했다
The seal is apparently quite valuable and the Nautical Guild would pay well to have it returned,인장은 꽤 값나가는 물건이며 항해 길드에 돌려주면 후한 보상을 받을 수 있다고 한다
We found the seal on one of the corpses in the cave,동굴 안 시체 중 하나에서 인장을 발견했다
I'll hold onto it and perhaps there is an opportunity to return it to the Nautical Guild if we ever make it back to the mainland,"언젠가 이 버려진 곳을 떠나 본토로 돌아가게 된다면, 항해 길드에 돌려주어 보상을 받을 수 있기를 바라며 내가 보관하기로 했다"
Rescue Natia,나티아 구출
"Philip, a survivor from Horryn, has pleaded with me to try and rescue his wife Natia who is being dragged away the meet “The Father” inside the keep","호린의 생존자 필립은 성채 안의 ""아버지""를 만나러 끌려가는 아내 나티아를 구출해 달라고 내게 간청했다"
She has auburn hair,그녀는 적갈색 머리를 가진 눈에 띄는 여성이다
I managed to save Natia but not without her suffering a grievous wound,"나티아를 구출하는 데 성공했지만, 그녀는 심각한 부상을 입었다"
Thankfully I feel certain she will recover,"다행히도, 회복할 수 있을 거라 확신한다"
Philip took her to their small home near the Fisherman’s Gate,필립은 그녀를 어부의 문 근처에 있는 그들의 작은 집으로 데려갔다
I failed to rescue Natia and she lost her life at the hands of a Reaver,나티아 구출에 실패했고 그녀는 약탈자의 손에 목숨을 잃었다
Philip offered me a gold ring as reward for the rescue of his wife,필립은 아내를 구해준 보상으로 금반지를 주었다
Badge of Honor,명예의 배지
Encountered a ‘sewerjack’ under Horryn,호린 지하에서 '하수구 청소부'를 만났다
He lost his badge in a scrap with some vermin in one of the side-tunnels east of where I met him,그는 내가 만난 곳 동쪽 곁굴에서 해충들과 싸우다 배지를 잃어버렸다고 한다
It seems he would be very happy if we recovered it for him,우리가 배지를 되찾아주면 매우 기뻐할 것 같다
I recovered the badge for the sewerjack,하수구 청소부를 위해 배지를 되찾았다
He couldn't offer much in the way of a reward but instead provided me with a hand drawn map of the sewers,그는 보상으로 줄 만한 것이 별로 없었지만 대신 직접 그린 하수구 지도를 주었다
Timber!,나무 넘어간다!
A lumberjack and his son were attacked by monsters in the woods,벌목꾼과 그의 아들이 숲에서 괴물들의 공격을 받았다
The son got away but apparently his father didn’t,아들은 도망쳤지만 아버지는 그러지 못한 것 같다
The kid asked me to look for his father,아이는 내게 아버지를 찾아달라고 부탁했다
Apparently their camp can be found east of the big oak,"그들의 캠프는 큰 참나무 동쪽에서 찾을 수 있다고 한다"
"Against all odds, I found the lumberjack alive in a giant spider cocoon","놀랍게도, 거미 고치 안에서 살아있는 벌목꾼을 발견했다"
He was grateful to be released and reunited with his son,그는 풀려나 아들과 재회하게 되어 매우 고마워했다
The Stargazer,점성술사
"It seems Basilo, the wreck picker, has come across a chest of my belongings","난파선 수집가 바실로가 내 소지품이 든 상자를 우연히 발견한 것 같다"
He’s agreed to turn it over if I help him,그는 내가 도와주면 상자를 돌려주기로 약속했다
It would appear an astronomer has set up a camp in the cliffs west of Basilo’s house,바실로의 집 서쪽 절벽에 어떤 천문학자가 캠프를 차린 것 같다
He’s asked me to bring him the telescope from the camp,그는 캠프에서 망원경을 가져다달라고 했다
I brought Basilo the telescope and traded it for my belongings,바실로에게 망원경을 가져다주고 내 소지품과 교환했다
Well of Tears,눈물의 우물
"Marita, a mourning mother, is being haunted by the laughter of her dead children coming from a well on her farm","슬픔에 잠긴 어머니 마리타는 농장 우물에서 들려오는 죽은 아이들의 웃음소리에 시달리고 있다"
"Sadly, it seems to have driven her mad with grief","슬프게도, 그녀는 비통함에 미쳐버린 것 같다"
Perhaps there is a way for me to help her?,그녀의 고통을 덜어줄 방법이 있을까?
I ventured into the well and recovered the bones of Marita’s two children,우물 안으로 들어가 마리타의 두 아이 뼈를 회수했다
"In the darkness below, I encountered some kind of abominable mold creature that had the ability to mimic its victims","아래 어둠 속에서, 희생자를 흉내 내는 능력을 지닌 끔찍한 곰팡이 생명체를 만났다"
I pray this is the last time I encounter such a horror,그런 공포를 마주하는 것은 이번이 마지막이기를 기도한다
Zephyr's Wreck,제퍼 호의 잔해
A group of Snow’s sailors disappeared whilst exploring the wreckage of the Zephyr,제퍼 호의 잔해를 탐색하던 스노우의 선원 무리가 사라졌다
Snow asks that I investigate their fate,스노우는 그들의 운명을 조사해 달라고 부탁했다
Examining the wreckage I came across a monstrously grown rat creature that spoke with the voice of a man,잔해를 조사하던 중 사람의 목소리로 말하는 괴물처럼 자란 쥐 생명체를 만났다
I dispatched it though I came too late to save the lives of the lost sailors,"선원들을 구하기엔 너무 늦었지만, 괴물은 처치했다"
I best report back to Snow,스노우에게 보고하는 게 좋겠다
Snow could not pay me for my work but assures me the Nautical Guild will not forget my service,"스노우는 내게 물질적인 보상을 줄 수는 없었지만, 항해 길드가 내 공로를 잊지 않을 것이라고 확언했다"
The Lost Captain,실종된 선장
"Zhara, this first mate of a stranded smuggler’s crew, has asked me to learn the fate of their captain, Iago","좌초된 밀수업자 선원들의 일등 항해사 자라는 선장 이아고의 생사를 알아봐 달라고 부탁했다"
He traveled to Horryn to visit the city’s black market right before it fell and that is where I should search for him,"그는 도시가 함락되기 직전 암시장을 방문하기 위해 호린으로 갔으므로, 그곳에서 수색을 시작해야 한다"
The entrance to the black market can be found in the city’s sewers,암시장 입구는 도시 하수구 어딘가에서 찾을 수 있다
We found Captain Iago in chains in the Rat Queen's dungeons,쥐 여왕의 지하 감옥에 쇠사슬로 묶여 있는 이아고 선장을 발견했다
I should try to free him somehow as he has the potential to become a valuable ally,"그는 귀중한 동맹이 될 가능성이 있으므로, 어떻게든 그를 풀어줘야 한다"
Sisters,자매
"A woman named Julia in Horryn, asked me to find her sister, Ylia, who lives in Firgol","호린의 줄리아는 북쪽 섬 피르골에 사는 여동생 일리아를 찾아달라고 부탁했다"
Julia is convinced her sister is worried about her safety considering last week’s events in Horryn,줄리아는 지난주 호린에서 일어난 사건 때문에 동생이 자신의 안전을 걱정하고 있을 거라 확신한다
She wants me to inform Ylia that she is safe given the circumstances,그녀는 일리아에게 상황이 이렇지만 자신은 비교적 안전하다고 전해주기를 원한다
I met Ylia and talked to her but the encounter left me none the wiser,"일리아를 만나 이야기를 나누었지만, 상황은 더 혼란스러워졌다"
It seems Ylia is not only oblivious to the state of the Outer Isles,일리아는 외곽 제도의 상황을 전혀 모를 뿐만 아니라
She also insists that her sister was not late at all and was in fact due to arrive in a few days time,언니가 전혀 늦지 않았으며 사실 며칠 뒤에 도착할 예정이라고 주장한다
I’m not sure what to make of this,이 상황을 어떻게 받아들여야 할지 모르겠다
Iago in Chains,사슬에 묶인 이아고
"I found Iago zha Droma, captain of the Weathermaiden, in chains in the black market of the Rat Queen","쥐 여왕의 암시장에서 사슬에 묶인 웨더메이든 호의 선장, 이아고 자 드로마를 발견했다"
He begged me to intercede to the queen on his behalf,그는 여왕에게 자신을 위해 중재해 달라고 애원했다
"If I somehow manage to free him, he might make a valuable ally","어떻게든 그를 풀어준다면, 귀중한 동맹이 될지도 모른다"
Iago has been freed from the dungeons of the Rat-Queen,이아고가 쥐 여왕의 지하 감옥에서 풀려났다
The Queen's Request,여왕의 의뢰
The Rat Queen has asked me to recover the Harbormaster's Ledger for her,쥐 여왕은 항만 관리소장의 장부를 찾아달라고 부탁했다
She recommends searching the eastern sea-tower,그녀는 동쪽 바다 탑을 수색해 보라고 권했다
We can find that by following the eastern jetty all the way around to the entrance of the harbor,항구 입구까지 동쪽 둑을 따라 쭉 가면 찾을 수 있다
"I recovered the ledger and in return, the queen released Iago","장부를 회수했고, 여왕은 약속대로 이아고를 풀어주었다"
There is little love lost there,두 사람 사이가 썩 좋아 보이지는 않는다
Dying Light,꺼져가는 빛
