original,translate
Jakub is Done Talking,야쿱은 할 말이 없다
"Jakub, the Idran goat farmer, has made it clear he has nothing more to say regarding the issue of his hidden goats","이드라의 염소 농부 야쿱은 숨겨둔 염소 문제에 대해 더 이상 할 말이 없음을 분명히 했다"
The Gravedigger,무덤지기
I met a poor fellow outside the Idran refugee camp,이드라 난민 캠프 외곽에서 불쌍한 친구를 만났다
Ha had the thankless task of burying dead refugees,그는 죽은 난민들을 매장하는 고마움조차 받지 못하는 일을 하고 있었다
I offered to help him before the horrid entities that roam the island made short work of him,"이 섬을 배회하는 끔찍한 존재들이 그를 해치우기 전에, 나는 그를 불쌍히 여겨 도움을 주기로 했다. 무덤지기가 시체들 틈에 끼게 된다면 비극일 테니까"
"Needless to say, he didn’t think twice","말할 것도 없이, 그는 두 번 생각하지 않고 수락했다"
The Hidden Glen,숨겨진 협곡
I learned the way to a hidden glen near the refugee camp on Idra,이드라 난민 캠프 근처 언덕에 숨겨진 협곡으로 가는 길을 알게 되었다
The best way to get there is to find and follow the goat tracks behind the old goat enclosure on Jakub’s farm,"몰래 갈 수도 있겠지만, 야쿱 농장의 염소 우리 뒤편에서 무리가 이동하며 남긴 염소 발자국을 찾아 따라가는 것이 빠를 것이다"
A Survivor,생존자
I found a sailor named Andry cowering in the foul caves near my landing site on Idra,이드라 상륙 지점 근처의 더러운 동굴에서 앤드리라는 선원이 웅크리고 있는 것을 발견했다
He thanked me profusely for the help and made his way out to look for fellow survivors,그는 도움에 깊이 감사하며 제퍼 호의 난파에서 살아남은 다른 생존자들을 찾아 나섰다
The Lighthouse,등대
I made it to the lighthouse and met its keeper Mathias,"등대에 도착해서 등대지기 마티아스를 만났다"
A haggard old fellow that had barricaded himself on the top floor of the structure,그는 등대 꼭대기 층에 바리케이드를 치고 있던 수척한 노인이었다
"To his credit, he’s managed to keep the lighthouse running throughout the calamities that are befalling this island","놀랍게도, 그는 이 섬에 닥친 재앙 속에서도 등대를 계속 운영해 왔다"
No doubt this is critical to the survival of those still caught out at sea,"아직 바다에 있는 사람들에게는 그의 노력이 생명줄이나 다름없을 것이다. 그들은 마티아스에게 큰 빚을 진 셈이다"
The second keeper,두 번째 등대지기
The lighthouse in Idra seems to have had a second keeper,이드라 등대에는 두 번째 등대지기가 있었던 것 같다
A man named Caspar who seemingly went mad dreaming about caves underneath the lighthouse,카스파라는 이름의 그 남자는 등대 아래 동굴에 대한 꿈을 꾸다 미쳐버린 것 같다
His writing mentions a “blade” calling him there,그의 기록에는 ""칼날""이 그를 그곳으로 부른다는 내용이 있다
Monoliths,비석들
There are strange monoliths on Idra,이드라 곳곳에 기이한 비석들이 흩어져 있다
"Though they appear to be ancient, it seems someone is still performing rituals at them","고대의 것으로 보이지만, 누군가 여전히 그곳에서 의식을 치르고 있는 것 같다"
Surviving Sailors,생존한 선원들
I came across a group of survivors from the Zephyr,제퍼 호의 생존자 무리를 만났다
"They were hold up in some abandoned fishing huts and their leader, Snow, asked that I send any other survivors from the Zephyr to their camp","그들은 버려진 낚시 오두막에 은신해 있었으며, 그들의 리더인 스노우는 제퍼 호의 다른 생존자를 발견하면 그들의 임시 캠프로 보내달라고 요청했다"
The Telescope,망원경
"Though I cannot really put into words what I saw, I used the astronomer’s telescope and I saw terrible things","내가 본 것을 말로 표현하기 어렵지만, 천문학자의 망원경을 통해 정말 끔찍한 것들을 보았다"
I am beset by a deep certainty that something is gravely wrong on this island,"그 어느 때보다도, 이 섬에 무언가 심각하게 잘못되었다는 확신이 든다"
The Weathermaiden's Plight,웨더메이든 호의 곤경
A crewman from the ship “Weathermaiden” has asked that I seek out the first mate Zhara,"""웨더메이든"" 호의 선원이 내게 다가와 일등 항해사 자라를 찾아달라고 부탁했다"
They are holed up in a large sea-cave at position 66 by 91 on the Outer Isles map,"선원들은 커다란 해식 동굴에 숨어 있는데, 선원이 가리킨 위치는 외곽 제도 지도의 좌표 66, 91이었다"
That should make it north-west of the refugee-camp,"내 기억이 맞다면, 그곳은 난민 캠프의 북서쪽이다"
An Abandoned Farm,버려진 농장
I came across a small abandoned farm near the beach where I came ashore on Idra,이드라 해안가 근처에서 작고 버려진 농장을 발견했다
It’s pretty derelict but it might serve well enough as a makeshift camp,꽤 낡았지만 당분간 임시 캠프로 쓰기에는 충분해 보인다
Markus the Chamberlain,시종장 마르쿠스
I met and spoke with the de-facto leader of the refugee camp north of Horryn,호린 북쪽 난민 캠프의 실질적 지도자를 만나 이야기를 나누었다
Apparently the town has been overrun by crazed cultists,"듣자하니, 마을은 미친 광신도들에게 점령당했다고 한다"
"Worse, the city-gates are apparently sealed making it impossible to get back in","설상가상으로 성문은 굳게 닫혀 있어 다시 들어가는 것이 불가능하다"
For now my energy might be well spent trying to ease the plight of the refugees,"지금은 난민들의 고통을 덜어주는 데 힘을 쏟는 것이 좋을 것 같다"
Smuggler's Cache,밀수업자의 은닉처
I found an abandoned smuggler's cache in one of the Caves on Idra,이드라의 동굴 중 한 곳에서 버려진 밀수업자의 은닉처를 발견했다
Perhaps there are more like it to be found on the Outer Isles?,외곽 제도에 이런 곳이 더 있을지도 모른다
The Wreck Picker,난파선 수집가
I met a strange old wreck picker by the name of Basilo,바실로라는 이름의 이상한 늙은 난파선 수집가를 만났다
"Though I should be careful in trusting him, he has offered to buy any scrap I find on the beach","그는 불안정하고 변덕스러워 언제든 돌변할 수 있어 보이니 조심해야겠지만, 일단은 해변에서 찾은 고철을 사주겠다고 제안했다"
I can find him in an old farm house north of where I landed on Idra,"그는 당분간 잠잠한 듯하며, 내가 이드라에 상륙한 곳 북쪽의 낡은 농가에서 그를 찾을 수 있다"
The Zephyr,제퍼 호
Apparently the wreck of the Zephyr has shifted enough in the tides that it is now possible to enter it,"조류의 영향으로 제퍼 호의 잔해가 움직여, 이제 내부로 들어가는 것이 가능해졌다고 한다"
#Chapter 2,#2장
Oleg's Plan,올렉의 계획
I told Oleg that the Butcher has gotten hold of his unholy tablets,올렉에게 도살자가 불경한 석판을 손에 넣었다고 말했다
The news caused the old chieftain to decide to attempt to end the Butcher,그 소식을 들은 늙은 족장은 도살자를 끝장내기로 결심했다
"I suspect that Oleg doesn’t stand a chance against him alone so perhaps I should ask the third chieftain, Kala, to side with Oleg?","올렉 혼자서는 승산이 없을 것 같으니, 세 번째 족장인 칼라에게 올렉의 편을 들어달라고 요청해야 할까?"
Together they might be able to take down the Butcher,둘이 힘을 합치면 도살자를 쓰러뜨릴 수 있을지도 모른다
Oleg the Gray is Dead,회색의 올렉 사망
The Reaver chief Oleg the Gray is dead,"약탈자 족장, 회색의 올렉이 죽었다"
Oleg's Right to Rule,올렉의 통치권
I met one of the three Reaver chieftains,세 명의 약탈자 족장 중 한 명을 만났다
Oleg,올렉
He’s the oldest of the three and claims to hold ‘sacred’ tablets that gives him the right to rule over his siblings; Kala and the Butcher,그는 셋 중 맏이이며 자신의 형제인 칼라와 도살자를 통치할 권리를 주는 '신성한' 석판을 가지고 있다고 주장한다
He’s asked me to seek them out and remind them of that fact,"그의 요청에 따라, 나는 그들을 찾아가 누가 지배권을 가지고 있는지 상기시켜 주어야 한다"
Queen Kala is Dead,칼라 여왕 사망
The Reaver chief 'queen' Kala is dead,약탈자 족장 '여왕' 칼라가 죽었다
The Butcher is Dead,도살자 사망
The Reaver chief known as 'the Butcher' is dead,'도살자'라 불리는 약탈자 족장이 죽었다
The Reaver Tablets,약탈자 석판
I gave the Reaver Tablets to the Butcher,도살자에게 약탈자 석판을 넘겨주었다
He now intends to make an offering of Oleg as part of his ascent to Father's side,그는 이제 '아버지'의 곁으로 오르기 위한 과정으로 올렉을 제물로 바칠 생각이다
He's asked me to go tell Kala he wants her at his side for the final slaughter,그는 마지막 살육의 순간에 칼라가 곁에 있기를 원한다며 그녀에게 전해달라고 했다
The Butcher's Designs,도살자의 계획
I met the Reaver chieftain that calls himself “The Butcher,"""도살자""라고 자칭하는 약탈자 족장을 만났다"
He’s determined to win the favor of the one the Reavers call Father by subjugating his siblings,"그는 형제들을 굴복시켜 약탈자들이 ""아버지""라고 부르는 존재의 총애를 얻으려 한다"
Oleg and Kala,올렉과 칼라
For starters he’s asked me to steal a pair of unholy tablets that are currently in the possession of Oleg,"우선 그는 올렉이 가지고 있는 불경한 석판 한 쌍을 훔쳐서 원래 주인에게 돌려주라고 지시했다"
They are being kept in tunnels under Oleg's lodge in the east end of town,그 석판들은 마을 동쪽 끝에 있는 올렉의 오두막 지하 터널에 보관되어 있다
There is apparently a secret entrance to them if I “don’t mind wading through shit,"""똥물 속을 헤치고 가는 걸 개의치 않는다면"" 비밀 입구가 있다고 한다"
The Waif,떠돌이 소녀
I met a young girl in the ruins of Horryn and managed to win her trust with some food,호린의 폐허에서 어린 소녀를 만났고 음식을 주어 신뢰를 얻었다
She has proven quite resourceful and has successfully managed to evade the Reavers,소녀는 꽤 영리해서 약탈자들을 피해 용케 살아남았다
It turns out she had quite a bit of information about them,알고 보니 소녀는 그들에 대해 꽤 많은 정보를 가지고 있었다
She’s currently hiding in an alley west of the plaza,그녀는 현재 광장 서쪽 골목에 숨어 있다
A Strange Growth,기이한 증식물
I came across a strange fungus growing on some of the fresh corpses in the crypt under the Horryn temple,호린 사원 지하 묘지의 신선한 시체들 위에서 자라나는 기이한 곰팡이를 발견했다
It’s difficult to say what it is but is seems to be out of place there,무엇인지는 정확히 알 수 없지만 그곳에 있어서는 안 될 것처럼 보인다
Joran the Usurper,찬탈자 요란
A strange and ancient creature clings to undeath in the bowels of the catacombs under Horryn,호린 지하 묘지 깊은 곳에 기이하고 고대적인 존재가 언데드 상태로 버티고 있다
The hateful creature will not rest until I bring it the sword of “Joran the Usurper,그 증오에 찬 생명체는 내가 ""찬탈자 요란""의 검을 가져다줄 때까지 쉬지 않을 것이다
I wonder if this usurper could be buried in one of the other tombs in this catacomb,이 찬탈자가 이 지하 묘지의 다른 무덤 중 하나에 묻혀 있는 것은 아닐까?
Main Gate Opened,정문 개방
The main gate of Horryn is now opened!,만세! 호린의 정문이 열렸다!
Sea-Gate Open,바다 관문 개방
The Horryn sea-gate is now opened!,호린의 바다 관문이 열렸다!
The Art Dealer,미술품 상인
An art-dealer down in the Underhalls beneath Horryn is looking to buy strange and unusual artifacts if I find any,"호린 지하 전당의 미술품 상인은 내가 발견할지도 모르는 놀랍고 기이하며 알 수 없는 유물들을 구매하고 싶어 한다"
Reaver Cellar,약탈자 지하실
A pair of Reavers appeared to be guarding something in the cellar under Olge’s lodge,올렉의 오두막 지하실에서 약탈자 두 명이 무언가를 지키고 있는 것 같았다
#Chapter 3,#4장
To Find a Ship,배를 찾아서
We must find a ship willing to take us to Gradla,우리를 그라들라로 데려다줄 항해 가능한 배를 찾아야 한다
Markus the chamberlain suggests I seek out the smugglers that are rumored to be holed up in a cave north-west of Horryn,"시종장 마르쿠스는 호린 북서쪽 동굴에 밀수업자들이 숨어 있다는 소문이 있다며 그들을 찾아보라고 제안했다"
That would place it somewhere near the location 66 by 91 on the Outer Isles map,박식하고 수완 좋은 시종장은 그들의 위치가 외곽 제도 지도의 좌표 66, 91 근처일 것이라고 짐작했다
We must find a ship willing to take us to Gradla and I think the ship and crew hiding in the sea-caves north-west of town is likely my best bet,그라들라로 갈 배를 찾아야 하는데, 마을 북서쪽 해식 동굴에 숨어 있는 배와 선원들이 현재로선 최선의 선택인 것 같다
The cave is located at position 66 by 91 on the Outer Isles map,그 동굴은 외곽 제도 지도의 좌표 66, 91에 위치해 있다
Horryn is Saved,호린은 구원받았다
I managed to storm the keep in Horryn and stamp out the last remnants of the Reavers,호린의 성채를 급습하여 약탈자 잔당들을 소탕하는 데 성공했다
"Though hundreds are dead and the city in ruins, Horryn appears to be safe for now","많은 이들이 거리에 쓰러져 있고 도시는 폐허가 되었지만, 적어도 당분간 호린은 안전할 것이다"
Iago Rejoins his Crew,이아고가 선원들과 합류하다
Iago has gone ahead to rejoin his crew and begin preparations for us to sail for Gradla,"이아고는 선원들과 합류하여 그라들라로 출항할 준비를 하기 위해 먼저 떠났으며, 은밀하게 해식 동굴의 위치를 알려주었다"
He awaits us up in a large sea-cave at position 66 by 91 on the Outer Isles map,그는 현재 외곽 제도 지도의 좌표 66, 91에서 나를 기다리고 있다
That should make it north-west of Horryn,그곳은 호린의 북서쪽이다
#Chapter 4,#4장
Colony Collapse,군집 붕괴
I found several dead or dying bee-hives in Firgol,피르골에서 죽었거나 죽어가는 벌통 여러 개를 발견했다
It seems the bees there are fighting amongst each other,벌들이 서로 싸우고 있는 것 같다
Firgol Bees,피르골 벌
"Despite assurances that ‘Firgol bees do not sting’, I found the bees in one of the hives to be quite aggressive","'피르골 벌은 쏘지 않는다'는 장담에도 불구하고, 한 벌통의 벌들은 꽤 공격적이었다"
I may need to find some way of pacifying them if I am going to get at the honey,꿀을 얻으려면 벌들을 진정시킬 방법을 찾아야 할지도 모른다
Trapped Mine Tunnel,함정이 설치된 광산 터널
I’ve rigged one of the tunnels in the mine at Adler’s Helm to collapse,아들러의 투구 광산 터널 중 한 곳을 무너뜨릴 수 있도록 조작해 놓았다
The trap can be triggered by using a rope to pull away the remaining support-beam and I’m certain it could be done rapidly if need be,"밧줄을 이용해 남은 지지대를 당기면 함정이 발동된다. 의도적으로만 작동되도록 주의해서 설치했지만, 필요할 때는 신발 끈을 풀듯이 쉽고 빠르게 무너뜨릴 수 있다"
The False Tomb,가짜 무덤
I found and opened the sarcophagus in the Priory catacombs central tomb-chamber,수도원 지하 묘지 중앙 묘실에 있는 석관을 발견하고 열었다
"Surprisingly, it turns out to be empty!","놀랍게도, 텅 비어 있었다. 실망스럽군!"
A decoy perhaps?,"누군가 나보다 먼저 도굴한 것일까, 아니면 고대 왕들의 무덤처럼 미끼로 만들어진 것일까?"
The Gong,징
I performed a ritual using the gong outside the tomb chamber,묘실 밖의 징을 사용하여 의식을 수행했다
I have a strong feeling it was correctly performed though I cannot tell exactly to what purpose,"정확한 목적은 알 수 없지만, 직감적으로 의식을 올바르게 수행했다는 느낌이 든다"
Perhaps some kind of trap was deactivated?,"징 소리 너머로 어떤 장치가 딸깍거리는 소리를 간신히 들었다. 어떤 함정이 해제된 것이기를, 내가 이곳에 갇혀버린 게 아니기를 바랄 뿐이다!"
Tunnels in the Dark,어둠 속의 터널
I found a secret exit in the tomb-chamber that leads to tunnels engulfed by magical darkness,묘실에서 마법의 어둠에 잠긴 터널로 이어지는 비밀 출구를 발견했다
I feel certain the way forwards lie through these tunnels though I must take care not to get lost in the dark as I attempt to navigate them,"앞으로 나아가는 길은 분명 저 터널의 어둠 속에 있을 것이다. 길을 잃거나 더 끔찍한 일을 당하지 않도록 각별히 주의해서 나아가야 한다"
The First Sarcophagus,첫 번째 석관
I found a sarcophagus under the Priory with the following description,수도원 지하에서 다음과 같은 설명이 적힌 석관을 발견했다
Carroleth of the Crystal Eye - First Grandmaster of the Order of the Crystal Eye,수정 눈의 카롤레스 - 수정 눈 기사단의 초대 그랜드마스터
The Second Sarcophagus,두 번째 석관
Rothrax the Gray - Second Grandmaster of the Order of the Crystal Eye,회색의 로트락스 - 수정 눈 기사단의 2대 그랜드마스터
The Third Sarcophagus,세 번째 석관
Kalamar the Wise - Third Grandmaster of the Order of the Crystal Eye,현자 칼라마르 - 수정 눈 기사단의 3대 그랜드마스터
The Ascension Chamber,승천의 방
I found the chamber where Calipero’s apprentices go to “ascend” as a reward for their service,칼리페로의 제자들이 봉사의 대가로 ""승천""하러 간다는 방을 발견했다
"Grotesquely, the chamber appears to be nothing more than a crematorium","기괴하게도, 그 방은 화장터에 불과해 보였다"
Kill the Queen,여왕 죽이기
I found a strange queen in one of the hives,벌통 중 하나에서 이상한 여왕벌을 발견했다
I suspect it’s the cause of the collapse of the other colonies and so I quickly dispatched it,"그것이 다른 군집 붕괴의 원인이라 의심되어, 재빨리 처리했다"
Pilgrim's Shrines,순례자의 성소
I found an old pilgrim’s shrine,오래된 순례자의 성소를 발견했다
If I could somehow learn the proper prayers and rituals I could probably complete the pilgrimage myself if I wanted,"순례에 필요한 올바른 기도문과 의식을 배울 수만 있다면, 나도 순례를 마치고 그 혜택을 누릴 수 있을 것이다"
The Maiden Sets Sail,메이든 호 출항
We’ve taken to the high seas on the Weathermaiden,우리는 웨더메이든 호를 타고 먼 바다로 나갔다
"We must, however, stay close to shore lest we invoke the wrath of the behemoth that stalks the deeper seas of the Outer Isles","하지만 외곽 제도의 깊은 바다를 배회하는 거대 괴수의 분노를 사지 않으려면 해안 가까이에 머물러야 한다"
#Chapter 5,#5장
A Language of Pure Logic,순수 논리의 언어
I managed to somehow become attuned to the language of the great machine inside the ancient structure,나는 고대 구조물 내부의 거대한 기계가 사용하는 언어에 어떻게든 동조하는 데 성공했다
