original,translate
CONSOLE,CONSOLE
TAB,TAB
CHARACTER SHEET,CHARACTER SHEET
Assigning key,Assigning key
"Press ENTER or ""Re-Assign"" when done!","Press ENTER or ""Re-Assign"" when done!"
Enter new key,Enter new key
Components,Components
Description Font,Description Font
Description Color,Description Colour
Quote Color,Quote Colour
Description Shadow,Description Shadow
Draw Outline,Draw Outline
Text Background Color,Text Background Colour
Font,Font
Color,Colour
Font Settings,Font Settings
DESCRIPTION FONT,DESCRIPTION FONT
The font used for most descriptions,The font used for most descriptions
�This is what a quote looks like.�,�This is what a quote looks like.�
DESCRIPTION COLOR,DESCRIPTION COLOUR
The color of the main descriptive text,The colour of the main descriptive text
QUOTE COLOR,QUOTE COLOUR
The color of the main descriptive text that is displayed in quotation marks,The colour of the main descriptive text that is displayed in quotation marks
DESCRIPTION SHADOW,DESCRIPTION SHADOW
The color of the main descriptive text's drop-down shadow,The colour of the main descriptive text's drop-down shadow
DRAW OUTLINE,DESCRIPTION OUTLINE
Draws an outline around the letters instead of a drop-down shadow,Draws an outline around the letters instead of a drop-down shadow
TEXT BACKGROUND COLOR,TEXT BACKGROUND COLOUR
The color of certain UI-elements behind text,The colour of certain UI-elements upon which descriptive text sits
Adjust this to increase the contrast between text and background,Adjust this to increase the contrast between the text and background
Dark,Dark
Black,Black
Launch,Launch
Get More Content,Seek More Projects
Back,Back
empty,empty
Load Module,Load Module
LOAD,LOAD
Copy,Copy
Rename,Rename
Delete,Delete
Load Game,Load Game
AUTO_SAVE,AUTO_SAVE
Save Date,Save Date
Save Time,Save Time
Main Char,Main Char
Rigurt,Rigurt
Level,Level
Map,Map
Game Date,Game Date
Day,Day
Version,Version
Module,Module
Against the Black Priory,Against the Black Priory
Do you really want to quit the game?,Are you certain you wish to quit to the desktop?
Unsaved progress will be lost,Any unsaved progress will be lost
Choose a visual style,Choose a visual style
DEFAULT is recommended,The most LEGIBLE is recommended.
This can also be customized in the SETTINGS menu,These options can be customised later in the SETTINGS menu
Default,Default
To-Hit,To-Hit
