original,translate
"Diplomacy is used to lie, bargain or sway others in negotiations","Diplomacy is used in negotiations, bargaining, duplicity, and to generally convince others"
It influences prices at merchants,It influences prices at merchants
LORE,LORE
A general knowledge skill,The skill of general knowledge
AWARENESS,AWARENESS
The ability to notice small details and hidden things,The ability to notice small details and otherwise hidden things
You are an esteemed member of the Empire’s teeming underworld with a special knack for getting in and out of places you shouldn’t be,You are an esteemed member of the Empire’s teeming underworld with a special knack for getting in and out of places you shouldn’t be
+1 Stealth,+1 Stealth
+1 Thievery,+1 Thievery
THIEVERY,THIEVERY
Used to pick locks and pockets as well as to steal from shops,"Used to pick locks, lift pockets, and steal from shops"
ENTERTAINER,ENTERTAINER
"In equal parts despised and adored by the wealthy of the Empire, the traveling entertainer can make a pretty penny off their blinding charisma and nimble fingers","In equal parts despised and adored by the wealthy of the Empire, the travelling entertainer can make a pretty penny off their blinding charisma and– versatile prestidigitation"
FORMER LEGIONNAIRE,FORMER LEGIONNAIRE
A member of the ‘old breed’; forged and tempered by the hardships of soldiering,A member of the ‘old breed’; forged and tempered by the hardships of soldiering
You now belong to the ever-growing fraternity of fellow men and women with scarred bodies and broken minds who roam the Empire in search for a quiet piece of land to call home,You now belong to the ever-growing fraternity of fellow men and women with scarred bodies and broken minds who roam the Empire in search for a quiet piece of land to call home
+30lbs Carrying Bonus,+30lbs Carrying Bonus
CARRYING BONUS,CARRYING BONUS
Attribute - Misc,Attribute - Misc
A bonus in pounds added to the character’s Carrying Capacity,A bonus in pounds added to the character’s Carrying Capacity
GUILDER,GUILDER
"Like so many of the Empires young and promising, you were recruited into guild service at a fairly early age","Like so many of the Empires young and promising, you were pressed into recruitment of guild services at a fairly early age"
"As the saying goes, work for the illustrious guilds tends to leave you with 'gold in your purse and blood on your hands'","As the saying goes, work for the illustrious guilds tends to leave you with ""gold in your purse and blood on your hands"""
+1 Crafting,+1 Crafting
CRAFTING,CRAFTING
Crafting is used when creating items at crafting stations,Crafting is used when creating items at crafting stations
LABORER,LABOURER
You’ve spent years toiling under the oppressive yoke of hard labor,You’ve spent years toiling under the oppressive yoke of hard labor
"Though it may not have left you with much coin in your pocket, it has given you an unnatural resistance to hardship","Though it may not have left you with much coin in your pocket, it has given you an unnatural resistance to hardship"
+1 Toughness,+1 Toughness
TOUGHNESS,TOUGHNESS
The character’s ability to withstand adverse physical effects such as disease and poison,The character’s ability to withstand adverse physical effects such as disease and poison
MONASTIC,MONASTIC
You have served one of the holy orders of the Empire from the safety of one of its walled monastic communities,You have served one of the holy orders of the Empire from the safety of one of its walled monastic communities
Pray the world has not grown too cruel in your absence,Pray the world has not grown too cruel in your absence
+1 Healing,+1 Healing
HEALING,HEALING
Healing is used in camp to increase the rate of wound recovery for wounded characters,Healing is used in camp to increase the rate of Wound recovery
It also influences the amount of vitality regained from healing potions and is used in dialogue tests when dealing with medical issues and such,It also influences the amount of vitality regained from healing potions and represents a characters medical knowledge and proficiency in dialogue tests
VITALITY,VITALITY
Attribute - Secondary,Attribute - Secondary
Vitality describes the amount of damage a character can take before becoming seriously wounded,"Vitality describes the amount of damage a character can take before they begin taking Wounds damage, where they begin becoming seriously wounded"
Vitality is fairly easily regained through the use of consumable items and spells,Vitality may be regained through the use of consumable items and spells
NOMAD,NOMAD
"You’ve spent years across the seas, living with the desert nomads","Seas of water, seas of sand; you've wandered each for many winters"
"Though ever the outsider, the nomads deemed you trust-worthy enough to become an initiate in the mysteries of their pagan fire-worship","Though ever the outsider, the nomads deemed you trust-worthy enough to become an initiate in the mysteries of their pagan fire-worship"
+25% Fire Damage Resistance,+25% Fire Damage Resistance
FIRE DAMAGE RESISTANCE,FIRE DAMAGE RESISTANCE
Attribute - Resistance,Attribute - Resistance
Damage Resistance reduces incoming Damage of the indicated type by a percentage amount equal to the attribute value,Damage Resistance reduces incoming Damage of the indicated type by a percentage amount equal to the attribute value
A value of 100% or higher means immunity to this damage type,A value of 100% or higher means immunity to this damage type
A negative value means a vulnerability to the damage type,A negative value results in a vulnerability to the indicated damage type
"If this is the case, incoming Damage will be increased","If this is the case, incoming Damage will be increased"
SAILOR,SAILOR
You’ve heard the call of the Mother of Maelstroms and salt water now runs in your veins,You’ve heard the call of the Mother of Maelstroms and saltwater now runs in your veins
"Whether on the deck of a Guilder caravel or manning the sails of a meager fishing sloop, you feel most at home when you’re at sea","Whether on the deck of a Guilder caravel or manning the sails of a meager fishing sloop, you feel most at home when you’re at sea"
+1 Athletics,+1 Athletics
ATHLETICS,ATHLETICS
SALT,SALT
Food,Food
Food Val,Food Val
Value,Value
Weight,H
Used in,Used in
"With the once-mighty legions of the Empire in decline, this is an age of sellswords and mercenaries","With the once-mighty legions of the Empire in decline, this is an age of sellswords and mercenaries"
There is no shortage of those willing to pay professionals to wreak violence on others and you are very good at your job,There is no shortage of those willing to pay professionals to wreak violence on others; professionals such as yourself
+3 Vitality,+3 Vitality
SNAKE-CULTIST,SNAKE-CULTIST
Writhing with serpents in darkened cellars and hidden temples has left you immune to the snake’s kiss,Writhing with serpents in darkened cellars and hidden temples has left you immune to the snake’s kiss
+100% Poison Resistance,+100% Poison Resistance
POISON RESISTANCE,POISON RESISTANCE
Resistance to a condition represents the percentage chance to avoid contracting the condition,Resistance to a condition represents the percentage chance to avoid contracting said condition
An attribute value of 100% or above means immunity to the condition in question,An attribute value of 100% or above equates to an immunity to said condition
STREET RAT,STREET RAT
Spending your formative years fending for yourself on the hard streets of the Empire’s sprawling cities has left you with a preternatural instinct for surviving,Spending your formative years fending for yourself on the hard streets of the Empire’s sprawling cities has left you with a preternatural instinct for surviving
No crime is too petty - no meat too mysterious,no crime is too petty - no meat too mysterious
+2 Initiative,+2 Initiative
INITIATIVE,INITIATIVE
Initiative determines who goes first in combat,Initiative determines the order in which units take their turn in combat
THUG,THUG
"Punch first, ask questions later","Learned in the ways of Alexander, you have perfected the noble art of problem solving through decisive action; by cutting the knot instead of untangling it"
You have perfected the noble art of solving problems with brute force,In club form
+1 Club Damage Bonus,+1 Club Damage Bonus
CLUB DAMAGE BONUS,CLUB DAMAGE BONUS
Weapon Damage bonuses increase the Damage dealt when using the indicated Weapon type,Weapon Damage bonuses increase the Damage dealt when using the indicated Weapon type
VAGABOND,VAGABOND
"Having spent most of your teenage years’ on the road, you are a free spirit with no allegiance to any one person or place","Having spent most of your teenage years on the road, you are a free spirit with no allegiance to any one person or place"
"Drifting from place to place, you go where there is work, food and a warm bed to be had","Drifting from place to place, you go where there is work, food and a warm bed to be had"
+1 Survival,+1 Survival
SURVIVAL,SURVIVAL
"Survival is used to forage for food, navigate difficult overland terrain and also determines a character's general knowledge of nature","Survival is used when foraging, navigating difficult overland terrain; and represents the insight a character has in the ways of nature"
WILDLING,WILDLING
"As the light of civilization fades, the vast wildernesses of the Empire encroach on the civilized folk",The candlelit libraries of civilisation bleed into the vast wilderness that surround it
Thankfully you don’t count yourself among those,"But as each is snuffed out one by one, you are thankful to not count yourself among them"
The sky is your temple and the howling of wolves your litany,You instead find knowledge lit by the light of the moon and direction from the chorus of howling wolves
Primary Stats,Primary Stats
Agility,Agility
Intellect,Intellect
Presence,Presence
Strength,Strength
Skills,Skills
Athletics,Athletics
Awareness,Awareness
Crafting,Crafting
Diplomacy,Diplomacy
Healing,Healing
Lore,Lore
Stealth,Stealth
Survival,Survival
Thievery,Thievery
Secondary Stats,Secondary Stats
Combat Stats,Combat Stats
Crit Chance,Crit Chance
Initiative,Initiative
Melee To Hit,Melee To Hit
Ranged To Hit,Ranged To Hit
Defences,Defences
Dodge,Dodge
Toughness,Toughness
Willpower,Willpower
Select an entry!,Select an entry!
Primary Attributes and Skills,Primary Attributes and Skills
Distribute points to your PRIMARY ATTRIBUTES and SKILLS,Distribute points to your PRIMARY ATTRIBUTES and SKILLS
These go a long way towards defining your character mechanically,These go a long way towards defining your character mechanically
SECONDARY STATS,SECONDARY STATS
Secondary attributes that tend to vary during play,Secondary attributes that tend to vary during play
SKILLS,SKILLS
Skills are derived from primary attributes and are used to perform most non-combat tasks in the game,Skills are derived from primary attributes and are used to perform most non-combat tasks in the game
TOTAL,TOTAL
FORTITUDE,FORTITUDE
Describes how tough and resilient a character is,Describes how tough and resilient a character is
WOUNDS,WOUNDS
Ranks,Ranks
RANKS,RANKS
COMBAT STATS,COMBAT STATS
Derived attributes that are used during combat,Derived attributes that are used during combat
CRIT CHANCE,CRIT CHANCE
Describes the percentage of Hits that are upgraded to Critical Hits,Describes the percentage of Hits that are upgraded to Critical Hits
CRITICAL HIT,CRITICAL HIT
"For each successful Attack, there is a chance the Hit is upgraded to a Critical Hit","For each successful Attack, there is a chance the Hit is upgraded to a Critical Hit"
This is a percentage chance equal to the attacker’s Crit Chance Attribute,This is a percentage chance equal to the attacker’s Crit Chance Attribute
"If a Critical Hit is confirmed, the Damage dealt is multiplied by the Weapon’s Crit. value","If a Critical Hit is confirmed, the Damage dealt is multiplied by the Weapon’s Crit. value"
"For instance a Weapon with a Crit. value of, multiplies the Damage dealt in a Critical Hit by","For instance a Weapon with a Crit. value of, multiplies the Damage dealt in a Critical Hit by"
MELEE DMG,MELEE DMG
This is added to the current weapon's damage range for a total damage range,This is added to the current weapon's damage range for a total damage range
Counts encumberance from Armor,Counts Encumbrance from Armour
Defences are used to defend against attacks and negative effects,Defences provide protection against attacks and from negative effects
WILLPOWER,WILLPOWER
Willpower describes a character’s ability to withstand mind-affecting conditions such as those caused by spells,"Represents the amount of fortitude a character possesses: that is to say their ability to withstand mind-affecting conditions, such as those caused by spells"
This attribute influences,This attribute influences
Main Attribute,Main Attribute
Counts encumberance from Headwear,Counts encumbrance from Headwear
Counts encumberance from Gloves,Counts encumbrance from Gloves
Counts encumberance from Armor and Footwear,Counts encumbrance from Armour and Footwear
Abilities,Abilities
ABILITIES,ABILITIES
These are the Feats derived from your class,These are the Feats derived from your class
Distribute your Development Points in them to gain benefits and new Abilities,Distribute your Development Points in them to gain benefits and new Abilities
Ranks to Distribute,Ranks to Distribute
Armsmaster Feats,Armsmaster Feats
Not Today!,Not This Day!
NOT TODAY!,NOT THIS DAY!
Triggered Ability,Triggered Ability
Targets,Targets
Self,Self
Smashing Charge,Smashing Charge
Enemies,Enemies
Allies,Allies
Anyone,Anyone
AoE,AoE
Melee,Melee
Your Charges cause 1-3 additional Blunt Damage,Your Charges cause 1-3 additional Blunt Damage
Killing an opponent using a Heavy Melee Weapon restores 1 Attack,Killing an opponent using a Heavy Melee Weapon restores 1 Attack
SWORD EXPERT,SWORD EXPERT
Deep Cut,Deep Cut
Your Critical Hits using Blades cause Bleeding on your target,Your Critical Hits using Blades cause Bleeding on your target
Critical Hits with a Club causes The Injured Leg condition,Critical Hits with a Club causes The Injured Leg condition
AXE EXPERT,AXE EXPERT
Rending Blow,Rending Blow
RENDING BLOW,RENDING BLOW
Critical Hits with an Axe causes Injury Conditions,Critical Hits with an Axe causes Injury Conditions
ARCHERY EXPERT,ARCHERY EXPERT
ARCHERY MASTER,ARCHERY MASTER
Rapid Reload,Rapid Reload
RAPID RELOAD,RAPID RELOAD
"If you score a Critical Hit with a Bow, you immediately regain 1 attack",Your Critical Hits with a Bow immediately bestow you 1 Attack
AXE MASTER,AXE MASTER
Decapitation,Decapitation
DECAPITATION,DECAPITATION
AllEnemies,AllEnemies
The gruesomeness of your Axe-Kill causes the Fear condition in all opponents who can see it,The gruesome ferocity of your Axe-Kills makes all foes who witness it Fearful
CLUB MASTER,CLUB MASTER
SHIELD MASTER,SHIELD MASTER
Shield Slam,Shield Slam
SHIELD SLAM,SHIELD SLAM
"Whilst wielding a shield, dodging a melee attack causes you to deal 1-4 Blunt damage to your attacker","Whilst wielding a shield, dodging a melee attack causes you to deal 1-4 Blunt damage to your attacker"
SWORD MASTER,SWORD MASTER
MEDIUM ARMOR MASTERY,MEDIUM ARMOUR MASTERY
BLOODTHIRSTY,BLOODTHIRSTY
HEAVY ARMOR MASTERY,HEAVY ARMOUR MASTERY
Cannot place Rank,Cannot place Rank
The maximum number of ranks have been placed for this Feat!,The maximum number of ranks have been placed for this Feat!
You don't have any ranks to distribute,You don't have any ranks to distribute
Level up to gain ranks!,Level up to gain ranks!
Gender,Gender
Empty,Empty
Male,Male
Portrait,Portrait
Hair Style,Hair Style
Style,Style
Facial Hair,Facial Hair
Hair Color,Hair Colour
Skin Tone,Skin Tone
Main Color,Primary Colour
Secondary Color,Secondary Colour
Tertiary Color,Tertiary Color
Randomize,Randomise
Customize Appearance,Customise Appearance
You can use this screen to customize your characters physical appearance,You can use this screen to customise your character's physical appearance
Note that changes made here are purely cosmetic,Note that changes made here are purely cosmetic
Finalize your character by editing their appearance,Finalise your character by editing his or her appearance
Female,Female
Type a name and press 'Continue'!,Type a name and press 'Continue'!
Name must be between 3 and 10 characters long and may only contain standard English letters (A-Z,Names must be between 3 and 10 characters long and may only contain characters from the standard Latin alphabet used in English (A-Z
You must destribute all your attribute points before you can proceed!,You must distribute all your attribute points before proceeding!
