original,translate
Hyalomancers are Imperial magi specializing in the crafting of glass,Hyalomancers are Imperial magi specializing in the crafting of glass
Idra,Idra
The main island of the Outer Isles,The main island of the Outer Isles
Its main settlement is the port of Horryn,Its primary settlement being the port of Horryn
The Outer Isles,The Outer Isles
A North-Easterly archipelago that serves as a mid-way point between the Gallian Empire and its colonies,A Northeasterly archipelago that serves as a mid-way point between the Gallian Empire and its colonies
Its main port is located on the island of Idra,Its main port is located on the island of Idra
Reticulum,Reticulum
The field of arcane energies that surrounds the planet of Warda,The field of arcane energies that surrounds the planet of Warda
The Reticulum is the source of all power for the Imperial Magi,The Reticulum is the source of all power for the Imperial Magi
Sepulchites,Sepulchites
An Imperial religious order tasked with caring for the dead,An Imperial religious order tasked with caring for the dead
Sylver,Sylver
A rare metal with strong reticular properties,A rare metal with strong reticular properties
Used in the construction of arcane machinery and artifacts,Used in the construction of arcane machinery and artifacts
Vauul,Vauul
Vauul is the Imperial capital and seat of the Magi-Emperors,Vauul is the Imperial capital and seat of the Magi-Emperors
Warda,Warda
The planet upon which you find yourself,The planet upon which you find yourself
Noticeable for the presence of the Reticulum,Noticeable for the presence of the Reticulum
The dominant ruling power is the Gallian Empire,The dominant ruling power is the Gallian Empire
#Rules,#Rules
Simulates rolling and adding up two six-sided dice,Simulates rolling and adding up two six-sided dice
In other words a 2d6 roll generates a number between 2 and,"In other words, a 2d6 roll generates a number between 2 and"
Accuracy,Accuracy
Accuracy is added to an attacker’s Attack Roll when trying to hit an opponent,Accuracy is added to an attacker’s Attack Roll when trying to hit an opponent
Accuracy is typically derived from a weapon’s quality,Accuracy is typically derived from a weapon’s quality
Armor Piercing,Armour Piercing
An attack that is Armor Piercing ignores the target’s Soak value,An attack that is Armor Piercing ignores the target’s Soak value
This means that the damage is not reduced by armor,This means that the damage is not reduced by armour
Attack Roll,Attack Roll
The Attack Roll is calulated in the following way,The Attack Roll is calculated in the following way:
2d6 + Melee To Hit / Ranged To Hit + Misc,2d6 + (Melee To Hit / Ranged To Hit) + Misc
Bonuses + Accuracy Bonuses,Bonuses + Accuracy Bonuses
Attunement per Level,Attunement per Level
"Indicates how much of the game’s Magic resource, Attunement, is gained every time the character levels up","Indicates how much of the game’s Magic resource, Attunement, is gained every time the character levels up"
Backstab,Backstab
A character that has activated the Ability to Backstab will automatically perform Backstabbing Attacks against opponents that are either Flanked or Vulnerable,A character that has activated the Ability to Backstab will automatically perform Backstabbing Attacks against opponents that are either Flanked or Vulnerable
A successful Backstab Attack adds the character’s Backstab Bonus Multiplied by the Weapon’s Crit Modifier to the damage roll,A successful Backstab Attack adds the character’s Backstab Bonus Multiplied by the Weapon’s Crit Modifier to the damage roll
Cascade,Cascade
Each spell has a Cascade Difficulty,Each spell has a Cascade Difficulty
"When casting a spell, the caster tests their Spell Aptitude test against the Cascade Difficulty of the spell","When casting a spell, the caster tests their Spell Aptitude test against the Cascade Difficulty of the spell"
"If they succeed, they get to take another action","If they succeed, they get to take another action"
If they fail their turn ends,"If they fail, their turn ends"
This allows casters to chain spells together,"This allows casters to chain spells together, casting multiple within in a single turn"
A caster can cascade a number of spells together equal to their Max Cascade attribute,The number of spells a caster can cascade is limited by their Max Cascade attribute
Charging,Charging
Moving at least 2 tiles in a straight line before performing an attack allows characters with a Melee weapon to perform a Charge Attack,Moving at least 2 tiles in a straight line before performing an attack allows characters with a Melee weapon to perform a Charge Attack
Charge attacks add a bonus to your hit chance depending on how far you manage to move before attacking,"For each tile moved before attacking, a bonus is added to your hit chance"
Critical Hit,Critical Hit
"For each successful Attack, there is a chance the Hit is upgraded to a Critical Hit","For each successful Attack, there is a chance the Hit is upgraded to a Critical Hit"
This is a percentage chance equal to the attacker’s Crit Chance Attribute,This is a percentage chance equal to the attacker’s Crit Chance Attribute
"If a Critical Hit is confirmed, the Damage dealt is multiplied by the Weapon’s Crit. value","If a Critical Hit is confirmed, the Damage dealt is multiplied by the Weapon’s Crit. value"
"For instance a Weapon with a Crit. value of, multiplies the Damage dealt in a Critical Hit by","For instance, a Weapon with a Crit. value of, multiplies the Damage dealt in a Critical Hit by"
Defence Roll,Defence Roll
The Defence Roll is,The Defence Roll is
2d6 + Misc Bonuses + Dodge,2d6 + Misc Bonuses + Dodge
Development Points,Development Points
Development Points are gained when leveling up and used to buy ranks in Feats,"Development Points are gained when leveling up, spent to acquire ranks in Feats"
This unlocks new Abilities for the Character making them more powerful,This unlocks new Abilities for the Character making them more powerful
Difficulty,Difficulty
The Difficulty Class or DC of a test is the number a character must roll equal to or higher than to succeed,The Difficulty Class or DC of a test is the number a character must roll equal to or higher than to succeed
Disengage,Disengage
"If a character who is within melee range of an active opponent tries to move away, they Disengage","If a character who is within melee range of an active opponent tries to move away, they Disengage"
Normally this means the Disengaging character immediately ends their turn,Normally this means the Disengaging character immediately ends their turn
Enc,Enc
Encumbrance,Encumbrance
Encumbrance is a measure of how much your armor and equipment reduces your ability to act freely,Encumbrance is a measure of how much your armour and equipment restrains your freedom of movement
Different item slots affect different skills,Different item slots affect different skills
"Armor affects Dodge, Stealth and Athletics","Armour affects Dodge, Stealth, and Athletics"
Headwear and helmets affect Awareness,Headwear and helmets affect Awareness
Gloves affect Thievery,Gloves affect Thievery
Footwear affects Stealth,Footwear affects Stealth
"Examine the different Attributes under the ‘Attributes’ tab to see if, and how much they are being affected by items worn","Examine the different Attributes under the ‘Attributes’ tab to see if, and how much they are being affected by items worn"
Flanking,Flanking
A character can be Flanked if opponents occupy the tile above and below it or to the left and right of it,A character can be Flanked if opponents occupy the tile either above and below it or to the left and right of it
Attacking a Flanked target allows the Attacker to add their Flanking Bonus to the Attack Roll,Attacking a Flanked target allows the Attacker to add their Flanking Bonus to the Attack Roll
Rogues may Backstab Flanked Characters,Rogues may Backstab Flanked Characters
Initiative Order,Initiative Order
Every Combat Encounter begins with all combatants making an Initiative Roll,Every Combat Encounter begins with all combatants making an Initiative Roll
This is calculated by adding 2d6 to the character’s Initiative Attribute,This is calculated by adding 2d6 to the character’s Initiative Attribute
Characters then act in descending order of initiative,Characters then act in descending order of initiative
Characters who are not alert as combat begins gain a severe penalty to their Initiative Roll,Characters who are not alert as combat begins gain a severe penalty to their Initiative Roll
Main Attribute,Main Attribute
The Main Attribute is the Attribute that is the most important for this Class,The Main Attribute is the Attribute that is the most important for this Class
Saving Throw,Saving Throw
A Saving Throw is a roll using an Attribute against some Difficulty number to avoid receiving or canceling some ongoing negative effect,A Saving Throw is a roll using an Attribute against some Difficulty number to avoid receiving or canceling some ongoing negative effect
Silenced,Silenced
"A character with this status tag cannot use, or be affected by, Abilities or Spells that require them to be able to speak","A character with this status tag cannot use, or be affected by, Abilities or Spells that require them to be able to speak"
Soak,Soak
Soak is a measure of damage absorption,Soak is a measure of damage absorption
It is usually conferred by Armor,It is usually conferred by Armour
Some creatures also have natural Soak due to thick hides,Some creatures also have natural Soak due to resilience from thick hides and suchlike
"For every physical attack scored on the character, the damage is reduced by a random amount ranging from 0 to the character’s combined Soak","For every physical attack scored on the character, the damage is reduced by a random amount ranging from 0 to the character’s combined Soak"
See also,See also
Spell Tier,Spell Tier
"By studying different Schools of Spellcasting, a character gains Spell Tiers in that School","By studying different Schools of Spellcasting, a character gains Spell Tiers in that School"
Spell Tiers qualify a character to learn spells and different spells have different Tier requirements,Spell Tiers qualify a character to learn spells and different spells have different Tier requirements
Status Tags,Status Tags
Status Tags are conferred by Conditions and used by the system to dictate player behavior,Status Tags are conferred by Conditions and used by the system to dictate player behavior
Afraid,Afraid
Characters who are afraid are more susceptible to panicking,Characters who are afraid are more susceptible to panicking
Asleep,Asleep
A character with this status tag is Vulnerable and does not act during their combat turn,A character with this status tag is Vulnerable and does not act during their combat turn
Sleeping characters are much easier to sneak past and surprise,Sleeping characters are much easier to sneak past and surprise
Bleeding,Bleeding
A character with this status tag will take a random amount of damage at the start of each turn ranging from 1 to 10% of their Maximum Vitality until the Bleeding is stopped,A character with this status tag will take a random amount of damage at the start of each turn ranging from 1 to 10% of their Maximum Vitality until the Bleeding is stopped
Blindness,Blindness
"A character with this status tag cannot use, or be affected by, Abilities or Spells that require them to see","A character with this status tag cannot use, or be affected by, Abilities or Spells that require them to see"
Charmed,Charmed
A character with this status tag does not act during their turn,A character with this status tag does not act during their turn
Confusion,Confusion
Deafness,Deafness
"A character with this status tag cannot use, or be affected by, Abilities or Spells that require them to hear","A character with this status tag cannot use, or be affected by, Abilities or Spells that require them to hear"
Defenceless,Defenceless
A Status Tag indicating that the character cannot defend themselves,A Status Tag indicating that the character cannot adequately defend themselves
A Defenseless character is Vulnerable,A Defenseless character is thus Vulnerable
Defending,Defending
A Status Tag indicating that the character spends their entire combat turn fighting defensively,A Status Tag indicating that the character spends their entire combat turn fighting defensively
They take no other actions and add their Defend Bonus attribute to their Dodge Attribute when making Defence Rolls,They take no other actions and add their Defend Bonus attribute to their Dodge Attribute when making Defence Rolls
Disease,Disease
A Status Tag indicating that the character is affected by one or more diseases,A Status Tag indicating that the character is affected by one or more diseases
FlatFooted,FlatFooted
A Status Tag indicating that the character is off their guard,A Status Tag indicating that the character is off their guard
As such they are Vulnerable,As such they are Vulnerable
Immobile,Immobile
A Status Tag indicating that the character cannot move around,A Status Tag indicating that the character cannot move around
They may still be able to take other actions and fight but are nonetheless Vulnerable,"They may still fight, but the actions they can perform are limited, making them Vulnerable"
Insanity,Insanity
A character with this status tag does not act in their combat turn,A character with this status tag does not act in their combat turn
Intoxicated,Intoxicated
A Status Tag indicating that the character has become #Intoxicated by drugs or alcohol,A Status Tag indicating that the character has become #Intoxicated by drugs or alcohol
Invisible,Invisible
A character with this status tag will not be spotted until they attack an opponent or use a spell or ability,A character with this status tag will not be spotted until they attack an opponent or use a spell or ability
Marked,Marked
This status tag typically interacts with other abilities,This status tag typically interacts with other abilities
Occupied,Occupied
A Status Tag indicating that the character is not able to act during their combat turn,A Status Tag indicating that the character is not able to act during their combat turn
Paralysis,Paralysis
A Status Tag indicating that the character is unable to move or act in any way,A Status Tag indicating that the character is unable to move or act in any way
"While in this state, they are Vulnerable","While in this state, they are Vulnerable"
Poison,Poison
A character with this status tag will take a random amount of damage at the start of each turn ranging from 1 to 10% of their Maximum Vitality until the Poisoning is cured,"A character with this status tag will take a random amount of damage at the start of each turn, ranging from 1 to 10% of their Maximum Vitality until the Poisoning is cured"
Stun,Stun
A character with this status tag cannot act during their combat turn,A character with this status tag cannot act during their combat turn
They are also vulnerable for the duration,They are also Vulnerable for the duration
To-Hit Roll,To-Hit Roll
The To-Hit roll is made by comparing the Attacker’s Attack Roll to the Defender’s Defence Roll,The To-Hit roll is made by comparing the Attacker’s Attack Roll to the Defender’s Defence Roll
If the Attacker rolls equal to or higher than the Defence Roll the attack is a hit,If the Attacker rolls equal to or higher than the Defence Roll the attack is a hit
Tough,Tough
Short for Toughness,Short for Toughness
Vitality per Level,Vitality per Level
"Indicates how much of the game’s Hitpoint resource, Vitality, is gained every time the character levels up","Indicates how much of the game’s Hitpoint resource, Vitality, is gained every time the character levels up"
Vulnerable,Vulnerable
A Vulnerable character cannot defend themselves,A Vulnerable character cannot defend adequately themselves from incoming attacks
This makes them much easier to hit and it also means they can be Backstabbed,"This makes them much easier to hit, meaning they can also be Backstabbed"
Will,Will
See Willpower,See: Willpower
