"Now, venture forth into the underworld!","¡Ahora, aventúrese en el inframundo!",
Where is the cellar?,¿Dónde está la bodega?,
Kydeon has asked me to fetch him a bottle of brandy,Kydeon me ha pedido que le traiga una botella de brandy,
Perfect!,¡Perfecto!,
"First of all, here is some bread","En primer lugar, aquí tienes un poco de pan",
"Now, the cauldron is quite empty and just warm enough for you to use","Ahora, el caldero está bastante vacío y lo suficientemente caliente para que lo uses",
Remember,Recuerda,
"You need both the bread, ham and cheese to make the perfect sandwich!",¡Necesitas tanto el pan como el jamón y el queso para hacer el sándwich perfecto!,
"Now, go give it a try and bring me the result!","Ahora, ¡inténtalo y tráeme el resultado!",
I shall see if you have it in you!,Veamos si eres capaz.,
"Chef Armand wanders back and forth, tending the fire and keeping his kitchen tidy","El Chef Armand se pasea de un lado a otro, atendiendo el fuego y manteniendo su cocina ordenada",
He has the gait of a man who has been on his feet for far too many hours,Tiene los andares de un hombre que lleva demasiadas horas de pie,
I have the ham and cheese!,¡Tengo el jamón y el queso!,
Present the sandwich for inspection,Presenta el bocadillo para su inspección,
Where is the cellar again?,¿Dónde está el sótano?,
Use the hatch in the floor over there!,Usa la trampilla del suelo de allí.,
Armand points towards a wooden hatch by the wall,Armand señala hacia una trampilla de madera junto a la pared,
"It's quite dark down there, but there should be a lantern in a chest near the stairs","Está bastante oscuro ahí abajo, pero debería haber una linterna en un cofre cerca de las escaleras",
Good luck!,¡Buena suerte!,
#IntroMadSailors,#IntroMadSailors,
Sailors,Sailors,
The sailors stare at you wide-eyed and terrified,Los marineros te miran con los ojos muy abiertos y aterrorizados,
Dead Emperors!,¡Emperadores muertos!,
It's coming for us!,¡Viene a por nosotros!,
It whispers to me!,¡Me susurra!,
One of them draws a weapon with shaking hands,Uno de ellos saca un arma con manos temblorosas,
Get away from me!,¡Aléjate de mí!,
Calm yourself - You're guild sailors!,Cálmate - ¡Son marineros del gremio!,
"Half-insane with terror, the sailors scream and lunge at you!","Medio locos de terror, los marineros gritan y se abalanzan sobre ti.",
Attack,Ataque,
The men stop dead in their tracks - seemingly shocked back from their momentary lapse of sanity by your words,"Los hombres se detienen en seco, aparentemente conmocionados por tus palabras",
The pair blinks towards you in a moment of indecision and then stumbles up to the main deck and the tumult that seems to be taking place there,La pareja parpadea hacia ti en un momento de indecisión y luego se tambalea hacia la cubierta principal y el tumulto que parece estar teniendo lugar allí.,
#IntroMonster,#IntroMonster,
"You dash towards the ship's fractured rail, dodging holes in the deck and wounded men, beseeching you for help","Te lanzas hacia la barandilla fracturada del barco, esquivando agujeros en la cubierta y hombres heridos que te suplican ayuda",
Roland hangs by one arm from the side of the ship,Roland cuelga de un brazo del costado del barco,
You dive for Roland aaaaaand,Te lanzas hacia Roland aaaaaand,
Try to grab him!,¡Tratas de agarrarlo!,
"Before Estavo can smirk in satisfaction, a tentacle whips into the lifeboat, leaving a dark smear against the now buckling hull","Antes de que Estavo pueda sonreír satisfecho, un tentáculo se abalanza sobre el bote salvavidas, dejando una mancha oscura en el casco, que ahora se tambalea.",
"Looking up, you see the remaining tentacles high above you, poised for the coup de grace","Mirando hacia arriba, ves los tentáculos restantes por encima de ti, preparados para dar el golpe de gracia.",
lifeboats are smashed,Los botes salvavidas están destrozados.,
Abandon ship!,¡Abandonen el barco!,
"You lunge for Roland's arm, but he loses his grip and your fingers close only around thin air - you missed him by an inch","Te abalanzas sobre el brazo de Roland, pero él pierde el agarre y tus dedos se cierran sólo en torno al aire - le fallaste por una pulgada",
He falls wordlessly downwards,Él cae sin palabras hacia abajo,
You regard the tentacles with morbid fascination,Miras los tentáculos con mórbida fascinación,
"Their colouration seems to shift and swim, and their tips are cruelly barbed","Su coloración parece cambiar y nadar, y sus puntas son cruelmente punzantes",
"They sway, almost hypnotically, before crunching into the ship again","Se balancean, casi hipnóticamente, antes de estrellarse de nuevo contra el barco",
tentacle observation,observación de los tentáculos,
"One of the tentacles narrowly misses you, but the impact sends you flying overboard","Uno de los tentáculos no te alcanza por poco, pero el impacto te lanza por la borda",
"The impact of the water winds you, the waves pummel you down, the currents beseech you to go deeper","El impacto del agua te da cuerda, las olas te golpean, las corrientes te suplican que te adentres más",
Ever deeper,Cada vez más profundo,
Peaceful blackness,La apacible negrura,
The Terror of Idra,El terror de Idra,
"You rest your sword-arm, and survey the carnage",Descansas el brazo de tu espada y observas la carnicería,
Then suddenly a loud crash as something collides violently with the hull,"De repente, un fuerte estruendo cuando algo choca violentamente contra el casco",
Surviving mercenaries and crewmen alike fight to keep their footing as the ship lurches,Los mercenarios supervivientes y los tripulantes luchan por mantenerse en pie mientras el barco se tambalea,
The ship is in chaos after the combat,El barco es un caos tras el combate,
Suddenly tentacles rise from the water and everyone freezes in terror,"De repente, unos tentáculos surgen del agua y todo el mundo se queda helado de terror",
ANDERS,ANDERS,
Should we have Roland appear at this point if you left him below-decks?,¿Deberíamos hacer aparecer a Roland en este momento si lo dejaste bajo cubierta?,
No I don't think so,"No, no lo creo",
If you left him - you left him!,Si lo dejaste... ¡lo dejaste!,
"Suddenly, huge, monstrous tentacles burst from the water around the ship","De repente, unos enormes y monstruosos tentáculos surgen del agua alrededor del barco",
"For a split-second, before the terror sets in, you wonder what Estavo must be thinking as the monstrosities loom over him","Durante una fracción de segundo, antes de que el terror se apodere de ti, te preguntas qué estará pensando Estavo mientras las monstruosidades se ciernen sobre él",
"You pace the main deck, as the coast of Idra sails into clear view","Caminas por la cubierta principal, mientras la costa de Idra aparece a la vista",
"You may have kept the crew alive, but they're still tense and skittish","Puede que hayas mantenido a la tripulación con vida, pero todavía están tensos y asustadizos",
"The ships captain catches your eye, and nods in gratitude","El capitán del barco te llama la atención, y asiente en señal de gratitud",
The ship is on it's way to idra agfter the conflict was peacefully resolved,El barco está en camino a Idra después de que el conflicto se resolvió pacíficamente,
There is a scream from the crow's nest,Hay un grito de la cofa,
"Momentarily, you understand why - huge, monstrous tentacles have burst from the water around the ship","Momentáneamente, entiendes por qué - enormes y monstruosos tentáculos han salido del agua alrededor del barco",
You hear the captain cry out in terror as one of them wraps around his leg and plucks him from the deck,Oyes al capitán gritar de terror cuando uno de ellos se enrosca alrededor de su pierna y lo arranca de la cubierta,
"After reaching their full height, the tentacles curve inwards and smash into the ship","Después de alcanzar su altura máxima, los tentáculos se curvan hacia adentro y se estrellan contra el barco",
"Some pierce straight through the deck - Others snap the masts like they were matchsticks""","Algunos atraviesan directamente la cubierta - Otros rompen los mástiles como si fueran cerillas""",
You stand frozen in place,Te quedas congelado en el lugar,
Tentacles smash down on the ship and everyone panics,Los tentáculos caen sobre el barco y todo el mundo entra en pánico,
You meant masts right?,"¿Te referías a los mástiles, no?",
"I think using ""Continue"" for the exit is better than telling the player they cannot move via an exit desription","Creo que usar ""Continuar"" para la salida es mejor que decirle al jugador que no puede moverse a través de una descripción de salida",
"If Roland is in the party, go to node 3A, if not, go to 3B","Si Roland está en el grupo, ve al nodo 3A, si no, ve al 3B",
"Through a haze of splintered wood and panicked screams, you notice Roland","A través de una bruma de madera astillada y gritos de pánico, ves a Roland",
"He throws himself out of the way of a tentacle, but begins to fall overboard as the ship lurches once more","Se lanza fuera del camino de un tentáculo, pero comienza a caer por la borda mientras el barco se tambalea una vez más",
Roland ends up in dire straits and we must decide whether we try to take a risk to rescue him,Roland termina en una situación desesperada y debemos decidir si intentamos arriesgarnos para rescatarlo,
Go to Roland's aid!,¡Ve en ayuda de Roland!,
Leave Roland to his fate,Deja a Roland a su suerte,
"Through a haze of splintered wood and panicked screams, you watch as the tentacles rise for another strike","A través de una bruma de madera astillada y gritos de pánico, observas cómo los tentáculos se alzan para dar otro golpe",
You notice a few of the mercenaries are rushing towards the lifeboats,Te das cuenta de que algunos de los mercenarios corren hacia los botes salvavidas,
"no roland, Chaos on deck","Roland no, Caos en cubierta",
Join the mercenaries,Únete a los mercenarios,
Observe the tentacles,Observa los tentáculos,
You reach the lifeboat just as the mercenaries begin lowering it into the sea,Llegas al bote salvavidas justo cuando los mercenarios empiezan a bajarlo al mar,
Estavo brandishes his sword at you,Estavo blande su espada hacia ti,
I think not,Creo que no,
Get in!,¡Sube!,
Estavo bellows,Estavo grita,
"If you're ok with doubling our fee, of course","Si estás de acuerdo en duplicar nuestros honorarios, por supuesto",
You watch as he is swallowed by the raging sea,Ves cómo se lo traga el mar embravecido,
"The ship is listing fatally - and you see the great tentacles high above you, poised for the coup de grace","El barco se escora fatalmente y ves los grandes tentáculos sobre ti, preparados para el golpe de gracia",
The ship is now clearly going to sink,El barco se va a hundir claramente,
THe tenbtackels rise above the deck for a final slam,Los tentáculos se elevan sobre la cubierta para un golpe final,
"As you jump, you hear the terrible rending of wood giving in to flesh","Mientras saltas, oyes el terrible desgarro de la madera cediendo a la carne",
You swim away in panic but begin to sink under,"Nadas en pánico, pero empiezas a hundirte",
Roland plummets wordlessly over the ship's rail,Roland se desploma sin decir palabra sobre la barandilla del barco,
"Meanwhile, you notice a few of the mercenaries are rushing towards the lifeboats","Mientras tanto, te das cuenta de que unos cuantos mercenarios corren hacia los botes salvavidas",
Follow the mercenaries,Sigue a los mercenarios,
Sink,Hundirte,
#IntroMutiny,#IntroMutiny,
"The mercenary leader, Estavo, flicks his dark eyes to you, but keeps his blade fixed on the desperate captain","El líder mercenario, Estavo, te mira con sus ojos oscuros, pero mantiene su espada clavada en el desesperado capitán",
There's a reason he's known as 'Fireblood' to his men,"Por algo sus hombres le conocen como ""Sangre de Fuego""",
talk to merc Edit,talk to merc Edit,
"Hooded eyes"" to ""dark eyes","Hooded eyes"" a ""ojos oscuros",
In the image Estavo is not hooded,En la imagen Estavo no está encapuchado,
calm,calm,
Estavo,Estavo,
You'll get your money but let me handle this,Tendrás tu dinero pero deja que yo me encargue de esto,
impatient,impaciente,
Estavo - enough of the theatrics,Estavo - basta de teatro,
A cruel smile twitches into life on Estavo's wind-weathered face,Una sonrisa cruel se dibuja en el rostro curtido por el viento de Estavo,
There's only one rich noble girl,Sólo hay una noble rica,
But we can always find more sailors,Pero siempre podemos encontrar más marineros,
